Seq( ),RAJ2000(deg),DEJ2000(deg),M( ),Jmag(mag),e_Jmag(mag),o_Jmag( ),Hmag(mag),e_Hmag(mag),o_Hmag( ),Ksmag(mag),e_Ksmag(mag),o_Ksmag( ),J-H(mag),H-Ks(mag),J-Ks(mag),recno()
31514.0,296.27104,-14.93063, ,18.899,0.082,12.0,18.035,0.115,13.0,17.889,0.051,12.0,0.864,0.146,1.01,5057.0
13162.0,296.27108,-14.8428, ,19.039,0.235,18.0,18.021,0.147,17.0,17.735,0.158,16.0,1.018,0.286,1.304,5058.0
11879.0,296.2711,-14.83456, ,18.492,0.061,16.0,17.612,0.084,14.0,17.381,0.078,14.0,0.88,0.231,1.111,5059.0
11851.0,296.27111,-14.83699, ,18.259,0.052,15.0,17.494,0.04,14.0,17.314,0.074,15.0,0.765,0.18,0.945,5060.0
40532.0,296.27112,-14.7452, ,17.423,0.022,27.0,16.799,0.033,32.0,16.43,0.056,32.0,0.624,0.369,0.993,5061.0
40533.0,296.27112,-14.86257, ,17.472,0.031,24.0,17.022,0.044,29.0,16.914,0.074,25.0,0.45,0.108,0.558,5062.0
30371.0,296.27113,-14.95199, ,17.145,0.008,8.0,16.648,0.028,15.0,16.498,0.047,12.0,0.497,0.15,0.647,5063.0
31661.0,296.27114,-14.89657, ,18.509,0.037,13.0,17.875,0.017,11.0,17.611,0.153,14.0,0.634,0.264,0.898,5064.0
20504.0,296.27114,-14.7219, ,17.59,0.045,12.0,17.006,0.041,13.0,16.809,0.094,15.0,0.584,0.197,0.781,5065.0
30233.0,296.27116,-14.9112, ,16.904,0.025,7.0,16.191,0.011,9.0,16.013,0.043,11.0,0.713,0.178,0.891,5066.0
21962.0,296.27116,-14.63416, ,18.644,0.039,13.0,17.905,0.06,15.0,17.58,0.133,16.0,0.739,0.325,1.064,5067.0
31766.0,296.2712,-14.88013, ,18.698,0.073,13.0,17.858,0.041,11.0,17.564,0.175,12.0,0.84,0.294,1.134,5068.0
11168.0,296.2712,-14.79043, ,17.307,0.152,18.0,16.25,0.116,18.0,15.731,0.064,16.0,1.057,0.519,1.576,5069.0
10885.0,296.27122,-14.82175, ,17.621,0.047,17.0,16.655,0.035,16.0,16.364,0.039,17.0,0.966,0.291,1.257,5070.0
20568.0,296.27123,-14.69955, ,17.161,0.016,13.0,16.521,0.011,12.0,16.203,0.035,16.0,0.64,0.318,0.958,5071.0
30834.0,296.27124,-14.93453, ,18.193,0.02,10.0,17.443,0.018,11.0,17.236,0.176,14.0,0.75,0.207,0.957,5072.0
12666.0,296.2713,-14.76878, ,18.497,0.031,11.0,17.56,0.067,16.0,17.393,0.094,16.0,0.937,0.167,1.104,5073.0
21608.0,296.2713,-14.72841, ,18.757,0.089,13.0,17.776,0.067,16.0,17.513,0.109,14.0,0.981,0.263,1.244,5074.0
30123.0,296.27132,-14.90037, ,15.783,0.008,13.0,15.348,0.013,15.0,15.24,0.022,11.0,0.435,0.108,0.543,5075.0
31769.0,296.27133,-14.87978, ,18.615,0.053,11.0,17.89,0.09,15.0,17.653,0.042,9.0,0.725,0.237,0.962,5076.0
12553.0,296.27138,-14.78089, ,18.313,0.065,15.0,17.474,0.031,14.0,17.214,0.056,16.0,0.839,0.26,1.099,5077.0
14029.0,296.27143,-14.76568, ,18.859,0.132,16.0,17.977,0.062,14.0,17.697,0.18,17.0,0.882,0.28,1.162,5078.0
40534.0,296.27144,-14.85669, ,18.744,0.094,25.0,17.848,0.055,28.0,17.544,0.07,27.0,0.896,0.304,1.2,5079.0
13198.0,296.27144,-14.83917, ,18.488,0.118,18.0,17.756,0.087,17.0,17.576,0.141,17.0,0.732,0.18,0.912,5080.0
20705.0,296.27146,-14.62781, ,17.646,0.026,13.0,16.958,0.012,11.0,16.688,0.04,14.0,0.688,0.27,0.958,5081.0
21318.0,296.27148,-14.64105, ,17.877,0.038,16.0,17.265,0.038,16.0,16.948,0.072,15.0,0.612,0.317,0.929,5082.0
20952.0,296.27149,-14.72939, ,18.567,0.072,14.0,17.845,0.061,15.0,17.583,0.089,15.0,0.722,0.262,0.984,5083.0
21572.0,296.27149,-14.73313, ,18.89,0.1,15.0,17.982,0.076,13.0,17.792,0.136,16.0,0.908,0.19,1.098,5084.0
13576.0,296.27153,-14.8054, ,18.862,0.153,15.0,18.086,0.095,14.0,17.933,0.172,16.0,0.776,0.153,0.929,5085.0
40535.0,296.27154,-14.74622, ,18.727,0.071,27.0,17.84,0.068,31.0,17.575,0.132,31.0,0.887,0.265,1.152,5086.0
13649.0,296.27163,-14.79979, ,18.553,0.117,15.0,17.755,0.083,16.0,17.409,0.101,14.0,0.798,0.346,1.144,5087.0
30898.0,296.27164,-14.91704, ,18.162,0.039,11.0,17.476,0.049,13.0,17.352,0.123,14.0,0.686,0.124,0.81,5088.0
21718.0,296.2717,-14.7123, ,18.916,0.117,14.0,18.119,0.074,14.0,17.814,0.154,15.0,0.797,0.305,1.102,5089.0
11060.0,296.27177,-14.8015, ,17.702,0.036,12.0,16.722,0.042,14.0,16.229,0.031,13.0,0.98,0.493,1.473,5090.0
20270.0,296.2718,-14.70461, ,16.835,0.008,12.0,16.185,0.011,15.0,15.994,0.025,14.0,0.65,0.191,0.841,5091.0
20631.0,296.27182,-14.67243, ,17.086,0.027,15.0,16.408,0.024,16.0,16.065,0.05,16.0,0.678,0.343,1.021,5092.0
14097.0,296.27197,-14.75912, ,18.533,0.069,15.0,17.992,0.077,16.0,17.68,0.066,12.0,0.541,0.312,0.853,5093.0
31810.0,296.27198,-14.87392, ,18.811,0.068,13.0,17.891,0.069,15.0,17.626,0.197,14.0,0.92,0.265,1.185,5094.0
31674.0,296.27202,-14.89405, ,18.454,0.077,12.0,17.812,0.077,14.0,17.53,0.095,11.0,0.642,0.282,0.924,5095.0
30222.0,296.27203,-14.92059, ,16.225,0.01,13.0,15.528,0.009,13.0,15.377,0.033,13.0,0.697,0.151,0.848,5096.0
32004.0,296.27203,-14.84922, ,18.756,0.048,10.0,18.006,0.133,15.0,17.681,0.181,13.0,0.75,0.325,1.075,5097.0
30485.0,296.27204,-14.90398, ,17.71,0.027,12.0,16.762,0.012,10.0,16.51,0.057,13.0,0.948,0.252,1.2,5098.0
21022.0,296.27204,-14.71923, ,18.076,0.044,11.0,17.56,0.088,15.0,17.346,0.122,14.0,0.516,0.214,0.73,5099.0
30085.0,296.27205,-14.95541, ,15.368,0.008,12.0,14.903,0.014,14.0,14.777,0.027,13.0,0.465,0.126,0.591,5100.0
10809.0,296.27211,-14.83158,s,18.067,0.143,17.0,16.898,0.188,18.0,16.134,0.19,18.0,1.169,0.764,1.933,5101.0
13206.0,296.27214,-14.83814, ,18.671,0.097,15.0,17.827,0.035,15.0,17.558,0.112,16.0,0.844,0.269,1.113,5102.0
30756.0,296.27216,-14.96613, ,17.908,0.044,12.0,17.394,0.034,13.0,17.267,0.127,13.0,0.514,0.127,0.641,5103.0
21076.0,296.27218,-14.71109, ,17.996,0.082,16.0,17.481,0.02,12.0,17.35,0.082,15.0,0.515,0.131,0.646,5104.0
21885.0,296.27221,-14.66509, ,18.543,0.047,14.0,17.944,0.083,15.0,17.771,0.177,16.0,0.599,0.173,0.772,5105.0
12103.0,296.27221,-14.81395, ,18.307,0.06,16.0,17.651,0.057,15.0,17.36,0.124,17.0,0.656,0.291,0.947,5106.0
31002.0,296.27222,-14.89552, ,17.952,0.021,12.0,17.224,0.032,13.0,17.068,0.119,13.0,0.728,0.156,0.884,5107.0
21013.0,296.27222,-14.72162, ,18.757,0.088,14.0,17.925,0.059,14.0,17.709,0.127,15.0,0.832,0.216,1.048,5108.0
11401.0,296.27222,-14.76143,L,18.087,0.241,17.0,16.727,0.172,18.0,15.624,0.068,13.0,1.36,1.103,2.463,5109.0
20595.0,296.27224,-14.68891, ,17.679,0.01,10.0,16.959,0.021,13.0,16.704,0.028,12.0,0.72,0.255,0.975,5110.0
10804.0,296.27232,-14.83221, ,17.831,0.062,15.0,16.839,0.073,17.0,16.354,0.033,14.0,0.992,0.485,1.477,5111.0
30102.0,296.27239,-14.92713, ,16.183,0.013,12.0,15.356,0.013,15.0,15.131,0.026,14.0,0.827,0.225,1.052,5112.0
14024.0,296.27239,-14.76609, ,18.725,0.158,16.0,18.038,0.09,16.0,17.838,0.171,17.0,0.687,0.2,0.887,5113.0
13897.0,296.2724,-14.77997, ,18.748,0.055,15.0,17.952,0.107,18.0,17.753,0.172,16.0,0.796,0.199,0.995,5114.0
31558.0,296.27241,-14.91937, ,18.752,0.055,13.0,17.858,0.096,14.0,17.646,0.093,12.0,0.894,0.212,1.106,5115.0
21553.0,296.27242,-14.7351, ,18.602,0.101,15.0,18.171,0.138,16.0,18.014,0.253,14.0,0.431,0.157,0.588,5116.0
13462.0,296.27245,-14.81541, ,18.757,0.101,16.0,17.856,0.027,13.0,17.571,0.139,16.0,0.901,0.285,1.186,5117.0
40536.0,296.27247,-14.74248, ,18.304,0.055,30.0,17.695,0.067,33.0,17.409,0.092,31.0,0.609,0.286,0.895,5118.0
31879.0,296.27248,-14.86362, ,18.645,0.095,14.0,17.979,0.115,15.0,17.856,0.137,11.0,0.666,0.123,0.789,5119.0
31563.0,296.27253,-14.91849, ,18.652,0.025,9.0,18.099,0.117,15.0,17.811,0.211,13.0,0.553,0.288,0.841,5120.0
31843.0,296.27253,-14.86967, ,18.771,0.142,13.0,18.013,0.039,11.0,17.768,0.21,13.0,0.758,0.245,1.003,5121.0
21345.0,296.27257,-14.62811, ,18.348,0.031,11.0,17.568,0.022,10.0,17.322,0.128,15.0,0.78,0.246,1.026,5122.0
21843.0,296.27265,-14.68249, ,18.906,0.11,16.0,18.094,0.028,14.0,17.843,0.145,15.0,0.812,0.251,1.063,5123.0
21185.0,296.27268,-14.68621, ,18.087,0.038,13.0,17.696,0.031,15.0,17.592,0.104,14.0,0.391,0.104,0.495,5124.0
10143.0,296.27271,-14.82625, ,15.85,0.014,16.0,15.107,0.012,15.0,14.894,0.018,16.0,0.743,0.213,0.956,5125.0
31786.0,296.27271,-14.87728, ,18.797,0.017,9.0,18.036,0.101,14.0,18.021,0.226,13.0,0.761,0.015,0.776,5126.0
31723.0,296.27271,-14.88641, ,18.783,0.05,12.0,18.076,0.041,11.0,17.996,0.323,14.0,0.707,0.08,0.787,5127.0
20041.0,296.27272,-14.63558, ,14.523,0.007,16.0,13.975,0.008,15.0,13.771,0.01,17.0,0.548,0.204,0.752,5128.0
40537.0,296.27273,-14.85232, ,18.023,0.037,25.0,17.151,0.035,30.0,16.804,0.064,28.0,0.872,0.347,1.219,5129.0
21786.0,296.27277,-14.69706, ,18.734,0.128,15.0,17.82,0.051,13.0,17.5,0.171,16.0,0.914,0.32,1.234,5130.0
20449.0,296.27279,-14.73195, ,17.245,0.027,15.0,16.298,0.025,14.0,15.986,0.044,15.0,0.947,0.312,1.259,5131.0
11861.0,296.27285,-14.83602, ,17.837,0.057,18.0,16.966,0.031,13.0,16.757,0.06,17.0,0.871,0.209,1.08,5132.0
30566.0,296.27292,-14.8831, ,17.493,0.011,9.0,16.718,0.029,14.0,16.528,0.057,13.0,0.775,0.19,0.965,5133.0
21084.0,296.27298,-14.70952, ,18.239,0.042,13.0,17.378,0.055,17.0,17.112,0.12,17.0,0.861,0.266,1.127,5134.0
13036.0,296.27301,-14.85898, ,18.886,0.114,16.0,18.017,0.042,12.0,17.651,0.142,15.0,0.869,0.366,1.235,5135.0
21539.0,296.27303,-14.7362, ,18.809,0.047,14.0,18.03,0.083,15.0,17.788,0.226,15.0,0.779,0.242,1.021,5136.0
30218.0,296.27306,-14.92142, ,16.103,0.009,12.0,15.564,0.019,15.0,15.455,0.028,12.0,0.539,0.109,0.648,5137.0
13920.0,296.27308,-14.77728, ,18.758,0.105,14.0,17.975,0.092,16.0,17.749,0.15,16.0,0.783,0.226,1.009,5138.0
40538.0,296.27309,-14.75146,L,17.314,0.156,29.0,16.565,0.173,30.0,15.964,0.196,31.0,0.749,0.601,1.35,5139.0
31048.0,296.27312,-14.88899, ,17.503,0.067,13.0,16.881,0.042,14.0,16.696,0.083,13.0,0.622,0.185,0.807,5140.0
21035.0,296.27313,-14.71813, ,18.547,0.06,13.0,17.818,0.056,15.0,17.514,0.058,13.0,0.729,0.304,1.033,5141.0
14008.0,296.27313,-14.76768, ,18.251,0.089,17.0,17.557,0.069,16.0,17.416,0.106,16.0,0.694,0.141,0.835,5142.0
21447.0,296.27316,-14.7467, ,18.831,0.126,13.0,17.957,0.077,14.0,17.74,0.145,14.0,0.874,0.217,1.091,5143.0
11205.0,296.27317,-14.78731, ,17.393,0.021,13.0,16.687,0.038,18.0,16.52,0.071,14.0,0.706,0.167,0.873,5144.0
12727.0,296.27321,-14.76208, ,18.073,0.055,17.0,17.11,0.03,15.0,16.824,0.054,15.0,0.963,0.286,1.249,5145.0
40539.0,296.27322,-14.84678, ,16.659,0.026,22.0,16.153,0.021,18.0,16.02,0.036,22.0,0.506,0.133,0.639,5146.0
30421.0,296.27322,-14.93, ,17.414,0.043,13.0,16.772,0.033,14.0,16.6,0.05,13.0,0.642,0.172,0.814,5147.0
40540.0,296.27323,-14.86014, ,18.727,0.072,27.0,17.838,0.066,29.0,17.576,0.089,22.0,0.889,0.262,1.151,5148.0
21811.0,296.27328,-14.68988, ,18.982,0.082,12.0,18.138,0.032,11.0,17.904,0.248,17.0,0.844,0.234,1.078,5149.0
40541.0,296.27331,-14.74218, ,17.353,0.024,27.0,16.639,0.022,26.0,16.364,0.05,30.0,0.714,0.275,0.989,5150.0
21806.0,296.27333,-14.69224, ,18.627,0.085,15.0,17.937,0.085,16.0,17.771,0.038,10.0,0.69,0.166,0.856,5151.0
21708.0,296.27336,-14.71355, ,18.774,0.025,8.0,18.029,0.064,15.0,17.803,0.135,15.0,0.745,0.226,0.971,5152.0
10448.0,296.27337,-14.79202, ,17.328,0.062,16.0,16.009,0.065,18.0,15.177,0.047,17.0,1.319,0.832,2.151,5153.0
12058.0,296.27337,-14.81695, ,18.474,0.104,18.0,17.517,0.039,16.0,17.345,0.067,13.0,0.957,0.172,1.129,5154.0
11004.0,296.2734,-14.80861,S,17.6,0.027,15.0,16.624,0.028,16.0,16.267,0.049,15.0,0.976,0.357,1.333,5155.0
13684.0,296.2734,-14.79757, ,18.634,0.08,14.0,17.686,0.072,14.0,17.433,0.074,14.0,0.948,0.253,1.201,5156.0
20458.0,296.27349,-14.73004, ,17.486,0.083,13.0,16.445,0.098,17.0,15.828,0.049,15.0,1.041,0.617,1.658,5157.0
31497.0,296.27354,-14.93457, ,18.611,0.046,11.0,17.821,0.051,12.0,17.762,0.144,12.0,0.79,0.059,0.849,5158.0
13675.0,296.27354,-14.79793, ,18.789,0.105,15.0,17.972,0.049,14.0,17.808,0.223,17.0,0.817,0.164,0.981,5159.0
40542.0,296.27355,-14.85961, ,17.897,0.038,23.0,17.264,0.061,29.0,16.987,0.097,26.0,0.633,0.277,0.91,5160.0
30250.0,296.27358,-14.8984, ,16.608,0.024,14.0,15.751,0.018,15.0,15.52,0.03,12.0,0.857,0.231,1.088,5161.0
40543.0,296.27358,-14.8622, ,18.568,0.054,28.0,17.754,0.061,27.0,17.518,0.134,28.0,0.814,0.236,1.05,5162.0
31060.0,296.27359,-14.88695, ,18.668,0.06,11.0,17.712,0.062,14.0,17.295,0.065,12.0,0.956,0.417,1.373,5163.0
40544.0,296.27361,-14.74908, ,14.721,0.007,23.0,14.158,0.018,36.0,13.998,0.029,34.0,0.563,0.16,0.723,5164.0
21019.0,296.27362,-14.72023, ,17.996,0.066,14.0,17.125,0.06,16.0,16.821,0.095,17.0,0.871,0.304,1.175,5165.0
20267.0,296.27367,-14.70643, ,16.782,0.017,14.0,16.093,0.018,15.0,15.887,0.011,12.0,0.689,0.206,0.895,5166.0
11950.0,296.27368,-14.82705, ,18.389,0.071,16.0,17.528,0.035,14.0,17.325,0.097,14.0,0.861,0.203,1.064,5167.0
13271.0,296.2737,-14.83319, ,18.706,0.052,12.0,17.875,0.082,16.0,17.641,0.166,17.0,0.831,0.234,1.065,5168.0
31768.0,296.27371,-14.87989, ,18.492,0.04,10.0,17.819,0.038,11.0,17.612,0.095,12.0,0.673,0.207,0.88,5169.0
30205.0,296.27377,-14.92672, ,16.331,0.011,11.0,15.582,0.018,15.0,15.373,0.026,13.0,0.749,0.209,0.958,5170.0
21868.0,296.27378,-14.67299, ,18.499,0.064,15.0,17.87,0.046,13.0,17.689,0.18,17.0,0.629,0.181,0.81,5171.0
21624.0,296.27378,-14.72703, ,18.984,0.084,13.0,18.019,0.142,14.0,17.832,0.106,13.0,0.965,0.187,1.152,5172.0
13460.0,296.27379,-14.8155, ,18.822,0.134,14.0,17.996,0.079,15.0,17.856,0.121,15.0,0.826,0.14,0.966,5173.0
21725.0,296.27381,-14.71171, ,18.908,0.041,13.0,18.02,0.082,14.0,17.839,0.061,12.0,0.888,0.181,1.069,5174.0
30210.0,296.27383,-14.92591, ,16.389,0.011,12.0,15.666,0.014,13.0,15.473,0.026,12.0,0.723,0.193,0.916,5175.0
21755.0,296.27385,-14.70468, ,18.967,0.026,10.0,18.089,0.086,17.0,17.879,0.244,17.0,0.878,0.21,1.088,5176.0
12725.0,296.27386,-14.76222, ,17.96,0.058,17.0,17.089,0.028,13.0,16.829,0.037,14.0,0.871,0.26,1.131,5177.0
21047.0,296.27387,-14.71606, ,18.254,0.031,13.0,17.29,0.039,14.0,17.031,0.063,15.0,0.964,0.259,1.223,5178.0
12621.0,296.27387,-14.77388, ,18.011,0.212,17.0,17.189,0.079,11.0,16.849,0.209,17.0,0.822,0.34,1.162,5179.0
21632.0,296.27388,-14.72633, ,18.96,0.044,11.0,18.07,0.107,15.0,17.874,0.14,14.0,0.89,0.196,1.086,5180.0
20623.0,296.27388,-14.67657, ,17.397,0.058,15.0,16.438,0.055,17.0,15.9,0.043,16.0,0.959,0.538,1.497,5181.0
30101.0,296.27393,-14.93002, ,15.636,0.012,14.0,14.821,0.01,14.0,14.608,0.015,12.0,0.815,0.213,1.028,5182.0
30056.0,296.27395,-14.91615, ,15.145,0.016,13.0,14.31,0.013,14.0,14.059,0.029,14.0,0.835,0.251,1.086,5183.0
20694.0,296.27396,-14.63451, ,17.717,0.054,16.0,16.86,0.028,15.0,16.511,0.047,16.0,0.857,0.349,1.206,5184.0
31640.0,296.27398,-14.90143, ,18.181,0.053,12.0,17.947,0.105,15.0,17.904,0.141,13.0,0.234,0.043,0.277,5185.0
12250.0,296.274,-14.80386, ,18.212,0.072,17.0,17.341,0.027,14.0,17.131,0.082,16.0,0.871,0.21,1.081,5186.0
30892.0,296.27402,-14.91859, ,17.725,0.021,11.0,16.887,0.022,13.0,16.623,0.099,14.0,0.838,0.264,1.102,5187.0
30409.0,296.2741,-14.93225, ,17.291,0.013,12.0,16.581,0.029,14.0,16.436,0.041,13.0,0.71,0.145,0.855,5188.0
11076.0,296.27414,-14.80025, ,17.623,0.02,12.0,16.725,0.048,18.0,16.341,0.049,17.0,0.898,0.384,1.282,5189.0
13476.0,296.27416,-14.8139, ,18.661,0.077,16.0,17.703,0.08,16.0,17.483,0.104,15.0,0.958,0.22,1.178,5190.0
31851.0,296.27419,-14.86833, ,18.928,0.052,11.0,18.026,0.052,14.0,17.809,0.129,12.0,0.902,0.217,1.119,5191.0
10969.0,296.27421,-14.81308, ,17.738,0.036,16.0,16.74,0.04,17.0,16.469,0.022,12.0,0.998,0.271,1.269,5192.0
31600.0,296.27422,-14.91004, ,18.819,0.116,13.0,17.906,0.092,14.0,17.72,0.065,12.0,0.913,0.186,1.099,5193.0
11035.0,296.27425,-14.80438, ,17.59,0.099,17.0,16.373,0.067,16.0,15.622,0.044,15.0,1.217,0.751,1.968,5194.0
12596.0,296.27427,-14.77623, ,18.406,0.065,17.0,17.544,0.049,17.0,17.318,0.058,12.0,0.862,0.226,1.088,5195.0
13128.0,296.27427,-14.84633, ,18.595,0.106,16.0,17.835,0.071,17.0,17.567,0.144,17.0,0.76,0.268,1.028,5196.0
31573.0,296.27429,-14.91568, ,18.542,0.044,9.0,17.868,0.087,13.0,17.63,0.227,12.0,0.674,0.238,0.912,5197.0
21151.0,296.27432,-14.6952, ,18.37,0.061,16.0,17.798,0.041,14.0,17.755,0.067,11.0,0.572,0.043,0.615,5198.0
30107.0,296.27433,-14.9216, ,15.855,0.009,14.0,15.073,0.013,15.0,14.861,0.027,14.0,0.782,0.212,0.994,5199.0
14114.0,296.27436,-14.75724, ,18.616,0.061,15.0,17.747,0.019,11.0,17.589,0.172,18.0,0.869,0.158,1.027,5200.0
31582.0,296.27441,-14.91415, ,18.621,0.174,13.0,17.866,0.068,13.0,17.534,0.044,9.0,0.755,0.332,1.087,5201.0
20241.0,296.27444,-14.72495, ,17.453,0.085,15.0,16.32,0.108,17.0,15.678,0.039,14.0,1.133,0.642,1.775,5202.0
31432.0,296.27447,-14.95114, ,18.551,0.038,10.0,17.9,0.069,14.0,17.77,0.166,13.0,0.651,0.13,0.781,5203.0
13161.0,296.27447,-14.84288, ,18.883,0.062,13.0,17.932,0.097,17.0,17.698,0.14,16.0,0.951,0.234,1.185,5204.0
12143.0,296.27448,-14.81091, ,18.69,0.092,16.0,17.695,0.081,17.0,17.477,0.119,17.0,0.995,0.218,1.213,5205.0
12673.0,296.27449,-14.7685, ,18.591,0.038,13.0,17.752,0.083,15.0,17.524,0.099,15.0,0.839,0.228,1.067,5206.0
21349.0,296.27449,-14.62567, ,18.404,0.11,11.0,17.806,0.085,10.0,17.442,0.117,13.0,0.598,0.364,0.962,5207.0
30496.0,296.27456,-14.90082, ,17.131,0.023,14.0,16.413,0.017,13.0,16.116,0.043,12.0,0.718,0.297,1.015,5208.0
13865.0,296.27457,-14.78343, ,18.931,0.1,14.0,18.101,0.097,14.0,17.965,0.191,18.0,0.83,0.136,0.966,5209.0
21187.0,296.27464,-14.68583, ,18.147,0.065,15.0,17.271,0.025,14.0,17.03,0.064,14.0,0.876,0.241,1.117,5210.0
11108.0,296.27468,-14.79698, ,17.306,0.043,17.0,16.346,0.021,15.0,16.018,0.064,18.0,0.96,0.328,1.288,5211.0
10974.0,296.27469,-14.81267, ,17.507,0.025,15.0,16.769,0.047,16.0,16.54,0.037,15.0,0.738,0.229,0.967,5212.0
21666.0,296.2747,-14.72179, ,18.838,0.065,12.0,17.924,0.043,14.0,17.651,0.16,16.0,0.914,0.273,1.187,5213.0
20535.0,296.27481,-14.71362, ,17.303,0.041,15.0,16.348,0.05,17.0,15.915,0.03,16.0,0.955,0.433,1.388,5214.0
20431.0,296.27483,-14.73645, ,17.073,0.013,13.0,16.39,0.025,15.0,16.148,0.036,16.0,0.683,0.242,0.925,5215.0
13885.0,296.27484,-14.78156, ,18.927,0.091,15.0,18.124,0.069,15.0,17.781,0.191,16.0,0.803,0.343,1.146,5216.0
14130.0,296.27488,-14.75463, ,18.526,0.063,15.0,17.793,0.066,15.0,17.562,0.119,16.0,0.733,0.231,0.964,5217.0
20629.0,296.27492,-14.67309, ,17.257,0.021,15.0,16.353,0.022,15.0,16.051,0.019,14.0,0.904,0.302,1.206,5218.0
21733.0,296.27494,-14.70922, ,18.85,0.118,14.0,18.025,0.067,16.0,17.844,0.162,15.0,0.825,0.181,1.006,5219.0
21396.0,296.27496,-14.75224, ,18.974,0.133,12.0,18.165,0.128,12.0,17.979,0.227,13.0,0.809,0.186,0.995,5220.0
20315.0,296.27498,-14.65816, ,16.644,0.018,16.0,15.967,0.012,14.0,15.71,0.014,13.0,0.677,0.257,0.934,5221.0
31520.0,296.27504,-14.92881, ,18.842,0.028,8.0,18.13,0.05,11.0,17.875,0.176,13.0,0.712,0.255,0.967,5222.0
11394.0,296.27506,-14.7632, ,17.325,0.024,16.0,16.508,0.049,17.0,16.289,0.053,17.0,0.817,0.219,1.036,5223.0
21212.0,296.27506,-14.67966, ,17.796,0.037,14.0,17.117,0.015,12.0,16.771,0.074,17.0,0.679,0.346,1.025,5224.0
40545.0,296.27506,-14.86278, ,18.784,0.127,30.0,17.851,0.056,24.0,17.559,0.12,26.0,0.933,0.292,1.225,5225.0
10475.0,296.27507,-14.78245, ,16.227,0.018,18.0,15.81,0.011,16.0,15.709,0.037,17.0,0.417,0.101,0.518,5226.0
13486.0,296.27508,-14.81294, ,18.899,0.135,16.0,18.015,0.094,15.0,17.77,0.103,14.0,0.884,0.245,1.129,5227.0
13367.0,296.27514,-14.82302, ,18.377,0.06,15.0,17.904,0.115,16.0,17.829,0.096,15.0,0.473,0.075,0.548,5228.0
20655.0,296.27516,-14.65323, ,17.61,0.037,15.0,16.751,0.03,16.0,16.442,0.077,16.0,0.859,0.309,1.168,5229.0
30861.0,296.27516,-14.92618, ,18.397,0.085,14.0,17.487,0.061,14.0,17.126,0.068,13.0,0.91,0.361,1.271,5230.0
21280.0,296.27518,-14.65693, ,18.09,0.03,12.0,17.518,0.028,12.0,17.291,0.122,14.0,0.572,0.227,0.799,5231.0
10069.0,296.27523,-14.81904, ,15.043,0.01,17.0,14.6,0.008,16.0,14.506,0.029,18.0,0.443,0.094,0.537,5232.0
40546.0,296.27523,-14.86136, ,18.484,0.086,25.0,17.672,0.046,20.0,17.391,0.144,30.0,0.812,0.281,1.093,5233.0
12755.0,296.27523,-14.75895, ,17.967,0.076,15.0,17.061,0.034,12.0,16.49,0.097,18.0,0.906,0.571,1.477,5234.0
31688.0,296.27523,-14.89128, ,18.661,0.066,11.0,17.907,0.082,14.0,17.726,0.115,14.0,0.754,0.181,0.935,5235.0
31006.0,296.27524,-14.89528, ,18.224,0.039,10.0,17.527,0.031,11.0,17.293,0.069,14.0,0.697,0.234,0.931,5236.0
11959.0,296.27529,-14.82626, ,18.029,0.056,13.0,17.081,0.032,13.0,16.846,0.064,14.0,0.948,0.235,1.183,5237.0
21645.0,296.27533,-14.72509, ,18.911,0.135,16.0,18.119,0.05,12.0,17.815,0.206,17.0,0.792,0.304,1.096,5238.0
31382.0,296.27536,-14.96656, ,18.988,0.113,14.0,18.212,0.047,14.0,17.818,0.141,12.0,0.776,0.394,1.17,5239.0
20322.0,296.27542,-14.64819, ,16.567,0.016,16.0,15.936,0.007,12.0,15.614,0.019,17.0,0.631,0.322,0.953,5240.0
13337.0,296.27542,-14.8256, ,18.792,0.089,14.0,17.95,0.046,12.0,17.75,0.099,14.0,0.842,0.2,1.042,5241.0
30348.0,296.27545,-14.96816, ,17.478,0.031,14.0,16.86,0.041,15.0,16.74,0.04,12.0,0.618,0.12,0.738,5242.0
40547.0,296.27545,-14.85393,s,17.447,0.169,26.0,16.301,0.104,25.0,15.658,0.104,32.0,1.146,0.643,1.789,5243.0
30120.0,296.27546,-14.90466, ,15.978,0.013,14.0,15.142,0.009,13.0,14.895,0.025,14.0,0.836,0.247,1.083,5244.0
20995.0,296.27547,-14.72364, ,18.772,0.105,15.0,17.781,0.092,17.0,17.394,0.179,16.0,0.991,0.387,1.378,5245.0
10072.0,296.27548,-14.81045, ,15.107,0.012,17.0,14.666,0.003,13.0,14.566,0.018,16.0,0.441,0.1,0.541,5246.0
30473.0,296.2755,-14.91082, ,17.225,0.035,14.0,16.458,0.021,13.0,16.233,0.024,12.0,0.767,0.225,0.992,5247.0
13546.0,296.27551,-14.80763, ,18.5,0.039,15.0,17.82,0.079,15.0,17.671,0.1,14.0,0.68,0.149,0.829,5248.0
14123.0,296.27554,-14.75548, ,18.444,0.073,16.0,17.728,0.097,17.0,17.339,0.114,16.0,0.716,0.389,1.105,5249.0
21619.0,296.27555,-14.72747, ,18.848,0.091,13.0,17.909,0.066,15.0,17.684,0.093,14.0,0.939,0.225,1.164,5250.0
13378.0,296.27555,-14.82248, ,18.893,0.129,17.0,18.081,0.092,14.0,17.73,0.109,15.0,0.812,0.351,1.163,5251.0
