_RAJ2000(deg),_DEJ2000(deg),RAJ2000(deg),DEJ2000(deg),JmagUKIRT(mag),e_JmagUKIRT(mag),HmagUKIRT(mag),e_HmagUKIRT(mag),KmagUKIRT(mag),e_KmagUKIRT(mag)
296.23510694,-14.712555,296.235107,-14.712555,18.709,0.091,17.86,0.053,17.822,0.074
296.23513806,-14.58829389,296.235138,-14.588294,18.396,0.069,17.89,0.054,17.977,0.084
296.23513806,-14.85683111,296.235138,-14.856831,13.125,0.002,12.823,0.002,12.77,0.002
296.23513806,-14.87228611,296.235138,-14.872286,16.69,0.019,16.351,0.019,16.297,0.023
296.23516806,-14.76695306,296.235168,-14.766953,17.619,0.039,17.072,0.036,16.845,0.037
296.23516806,-14.84267389,296.235168,-14.842674,17.65,0.04,17.654,0.059,17.538,0.066
296.23519889,-14.91246889,296.235199,-14.912469,16.694,0.019,16.208,0.017,16.074,0.02
296.23519889,-14.94108306,296.235199,-14.941083,18.925,0.114,18.221,0.094,18.268,0.122
296.23522889,-15.12873389,296.235229,-15.128734,15.769,0.01,15.395,0.009,15.345,0.012
296.23526,-14.578305,296.23526,-14.578305,18.88,0.103,18.465,0.088,18.431,0.124
296.23529111,-14.68900306,296.235291,-14.689003,17.075,0.024,16.666,0.02,16.547,0.026
296.23529111,-14.8119,296.235291,-14.8119,17.442,0.034,16.764,0.027,16.7,0.033
296.23529111,-14.86460306,296.235291,-14.864603,18.181,0.061,17.349,0.045,17.103,0.045
296.23532111,-14.73509806,296.235321,-14.735098,18.875,0.109,18.103,0.086,18.06,0.105
296.23532111,-14.86076194,296.235321,-14.860762,17.642,0.04,16.926,0.031,16.291,0.023
296.23532111,-14.880745,296.235321,-14.880745,17.903,0.049,17.307,0.043,16.838,0.036
296.23532111,-14.90091611,296.235321,-14.900916,17.468,0.034,16.569,0.023,16.203,0.022
296.23535194,-14.90410806,296.235352,-14.904108,13.784,0.003,13.419,0.003,13.38,0.003
296.23541306,-14.85785306,296.235413,-14.857853,16.412,0.016,15.785,0.012,15.603,0.014
296.23544306,-14.80457194,296.235443,-14.804572,17.981,0.052,17.321,0.044,17.032,0.043
296.23550389,-14.84629389,296.235504,-14.846294,13.946,0.004,13.325,0.002,13.171,0.003
296.23550389,-15.03673889,296.235504,-15.036739,16.878,0.022,16.465,0.02,16.376,0.027
296.235535,-14.803895,296.235535,-14.803895,17.468,0.034,16.648,0.025,16.468,0.027
296.235565,-14.89507806,296.235565,-14.895078,18.9,0.112,18.151,0.089,18.029,0.1
296.235565,-15.03456694,296.235565,-15.034567,17.071,0.025,16.462,0.02,16.328,0.026
296.23559611,-14.78746111,296.235596,-14.787461,18.095,0.057,17.234,0.041,17.202,0.05
296.23559611,-14.95267806,296.235596,-14.952678,19.446,0.173,18.698,0.135,18.424,0.155
296.23562611,-14.68318694,296.235626,-14.683187,16.887,0.021,16.326,0.015,16.28,0.021
296.23562611,-14.73737,296.235626,-14.73737,18.628,0.089,18.155,0.09,17.838,0.087
296.23562611,-14.987095,296.235626,-14.987095,18.674,0.09,18.042,0.076,17.866,0.094
296.23565694,-14.66724194,296.235657,-14.667242,15.424,0.008,14.889,0.005,14.786,0.007
296.23565694,-14.81076389,296.235657,-14.810764,18.399,0.074,17.61,0.057,17.288,0.053
296.23568694,-14.75833611,296.235687,-14.758336,14.722,0.006,14.41,0.005,14.374,0.006
296.23568694,-14.82222194,296.235687,-14.822222,17.493,0.035,16.625,0.024,16.406,0.025
296.23571806,-14.77164194,296.235718,-14.771642,18.177,0.061,17.515,0.052,17.398,0.059
296.23571806,-15.08459111,296.235718,-15.084591,18.853,0.104,18.272,0.092,17.985,0.104
296.23574806,-14.74815611,296.235748,-14.748156,19.167,0.14,19.011,0.187,18.346,0.134
296.23574806,-14.78443889,296.235748,-14.784439,17.551,0.037,16.75,0.027,16.633,0.031
296.23574806,-14.839025,296.235748,-14.839025,17.653,0.04,16.854,0.03,16.669,0.032
296.23574806,-14.96843111,296.235748,-14.968431,16.905,0.022,16.515,0.021,16.409,0.028
296.23577889,-14.67380889,296.235779,-14.673809,18.175,0.058,17.602,0.042,17.348,0.049
296.23577889,-14.88932806,296.235779,-14.889328,18.563,0.084,17.785,0.065,17.782,0.081
296.23584,-14.58608306,296.23584,-14.586083,17.466,0.032,16.814,0.022,16.728,0.029
296.23584,-14.82066306,296.23584,-14.820663,17.687,0.041,17.007,0.034,16.767,0.034
296.23584,-14.92680806,296.23584,-14.926808,18.919,0.113,18.228,0.095,18.216,0.117
296.23587,-14.55427306,296.23587,-14.554273,17.313,0.028,16.729,0.02,16.69,0.028
296.23593111,-14.560425,296.235931,-14.560425,18.153,0.056,17.765,0.048,17.804,0.072
296.23593111,-14.78899194,296.235931,-14.788992,18.459,0.077,17.813,0.068,17.902,0.09
296.23596194,-14.66508,296.235962,-14.66508,18.826,0.099,18.222,0.072,18.012,0.087
296.23599194,-14.50637806,296.235992,-14.506378,19.628,0.191,18.844,0.121,18.834,0.173
296.23599194,-14.72589389,296.235992,-14.725894,17.162,0.027,16.945,0.032,16.849,0.037
296.23599194,-14.86979806,296.235992,-14.869798,17.553,0.037,17.001,0.033,16.888,0.038
296.23599194,-14.89995611,296.235992,-14.899956,16.872,0.022,16.269,0.018,16.066,0.019
296.23602306,-14.855025,296.236023,-14.855025,16.524,0.017,16.301,0.019,16.222,0.022
296.23602306,-15.100595,296.236023,-15.100595,14.163,0.004,13.702,0.003,13.609,0.004
296.23605306,-14.52944389,296.236053,-14.529444,14.238,0.004,13.636,0.003,13.504,0.003
296.23605306,-14.74334389,296.236053,-14.743344,17.009,0.024,16.131,0.016,15.734,0.015
296.23608389,-14.68367194,296.236084,-14.683672,18.802,0.098,17.916,0.055,17.988,0.085
296.23608389,-14.74519194,296.236084,-14.745192,17.296,0.03,16.164,0.017,15.431,0.012
296.23608389,-14.80106611,296.236084,-14.801066,16.594,0.018,15.935,0.014,15.767,0.016
296.23608389,-14.85650111,296.236084,-14.856501,16.303,0.015,15.834,0.013,15.549,0.013
296.236115,-14.87846889,296.236115,-14.878469,16.524,0.017,15.825,0.013,15.657,0.014
296.236145,-14.7329,296.236145,-14.7329,19.015,0.123,18.133,0.088,17.973,0.097
296.236145,-14.74898611,296.236145,-14.748986,16.486,0.017,15.637,0.011,15.479,0.013
296.236145,-14.873305,296.236145,-14.873305,16.962,0.023,16.499,0.022,16.29,0.023
296.236145,-14.96329694,296.236145,-14.963297,19.017,0.121,18.691,0.135,18.891,0.228
296.23620611,-14.794175,296.236206,-14.794175,19.572,0.196,18.729,0.149,18.769,0.188
296.23620611,-14.86598389,296.236206,-14.865984,15.534,0.009,15.24,0.008,15.228,0.01
296.23623694,-14.77728306,296.236237,-14.777283,13.568,0.003,13.101,0.002,13.038,0.003
296.23629806,-14.92785111,296.236298,-14.927851,19.332,0.16,18.408,0.111,18.368,0.133
296.23632806,-14.64570194,296.236328,-14.645702,15.631,0.009,14.973,0.006,14.789,0.007
296.23632806,-14.69848889,296.236328,-14.698489,18.307,0.065,17.587,0.042,17.447,0.054
296.23632806,-14.74040306,296.236328,-14.740403,14.667,0.005,13.933,0.004,13.751,0.004
296.23632806,-14.81366389,296.236328,-14.813664,18.526,0.082,17.984,0.078,17.615,0.07
296.23632806,-14.88746611,296.236328,-14.887466,15.396,0.008,15.114,0.008,15.062,0.009
296.23632806,-14.92522,296.236328,-14.92522,18.849,0.107,17.998,0.078,18.075,0.104
296.23635889,-14.80563889,296.236359,-14.805639,19.61,0.202,18.559,0.129,18.569,0.159
296.23638889,-14.71272806,296.236389,-14.712728,18.934,0.11,18.075,0.064,18.008,0.087
296.23638889,-14.79789,296.236389,-14.79789,17.253,0.029,16.516,0.023,16.222,0.022
296.23638889,-15.033875,296.236389,-15.033875,16.943,0.023,16.619,0.023,16.508,0.03
296.23642,-14.497765,296.23642,-14.497765,19.336,0.149,18.582,0.096,18.432,0.123
296.23642,-14.83448611,296.23642,-14.834486,16.979,0.024,16.169,0.017,15.956,0.018
296.23651111,-14.61903389,296.236511,-14.619034,18.779,0.095,18.299,0.077,17.888,0.078
296.23651111,-14.76874694,296.236511,-14.768747,17.981,0.052,17.087,0.036,16.962,0.041
296.23651111,-14.79877,296.236511,-14.79877,17.834,0.046,17.399,0.048,17.186,0.049
296.23651111,-14.82428611,296.236511,-14.824286,16.852,0.022,16.315,0.019,16.176,0.021
296.23651111,-15.09854694,296.236511,-15.098547,18.133,0.057,17.758,0.059,17.498,0.068
296.23654194,-14.58176111,296.236542,-14.581761,18.268,0.062,17.792,0.049,17.764,0.07
296.23654194,-14.8048,296.236542,-14.8048,19.339,0.161,18.662,0.141,18.471,0.147
296.23660306,-14.87032806,296.236603,-14.870328,18.513,0.081,17.977,0.077,17.938,0.092
296.23663306,-14.812125,296.236633,-14.812125,18.537,0.083,17.813,0.067,17.714,0.077
296.23663306,-14.98521111,296.236633,-14.985211,18.365,0.07,17.701,0.057,17.364,0.061
296.23666389,-14.79672,296.236664,-14.79672,19.124,0.135,18.339,0.107,18.125,0.109
296.23666389,-14.83296111,296.236664,-14.832961,18.737,0.098,18.152,0.09,18.293,0.125
296.23666389,-14.92085806,296.236664,-14.920858,15.855,0.011,15.401,0.009,15.368,0.011
296.23666389,-15.05810306,296.236664,-15.058103,19.096,0.128,18.291,0.094,18.214,0.126
296.23669389,-14.72244389,296.236694,-14.722444,19.314,0.15,18.625,0.102,18.49,0.131
296.23669389,-14.756375,296.236694,-14.756375,16.708,0.019,16.121,0.016,15.959,0.018
296.23669389,-14.86113611,296.236694,-14.861136,18.913,0.113,18.414,0.112,18.025,0.1
296.23669389,-14.98334194,296.236694,-14.983342,17.462,0.034,16.797,0.026,16.657,0.034
296.23678611,-14.67089194,296.236786,-14.670892,17.437,0.032,16.539,0.018,16.135,0.018
296.23684694,-14.56834694,296.236847,-14.568347,19.709,0.206,18.392,0.083,18.718,0.158
296.23687694,-14.51891889,296.236877,-14.518919,18.321,0.064,17.872,0.053,17.983,0.084
296.23687694,-14.78968889,296.236877,-14.789689,19.468,0.18,18.587,0.133,18.213,0.118
296.23690806,-14.55377194,296.236908,-14.553772,19.445,0.165,19.123,0.154,18.886,0.181
296.23690806,-14.87212,296.236908,-14.87212,18.017,0.054,17.072,0.035,16.818,0.036
296.23693806,-14.57497194,296.236938,-14.574972,15.357,0.007,14.984,0.006,14.936,0.008
296.23693806,-14.73704111,296.236938,-14.737041,18.983,0.12,18.653,0.137,18.474,0.149
296.23693806,-14.81633694,296.236938,-14.816337,15.639,0.009,14.94,0.007,14.781,0.008
296.23693806,-14.91422194,296.236938,-14.914222,17.41,0.033,16.895,0.03,16.621,0.03
296.23693806,-15.01428306,296.236938,-15.014283,17.307,0.03,16.9,0.029,16.818,0.038
296.23696889,-14.79943889,296.236969,-14.799439,18.069,0.056,17.696,0.062,17.488,0.063
296.23696889,-14.8036,296.236969,-14.8036,18.773,0.101,18.367,0.109,18.03,0.101
296.237,-14.71061889,296.237,-14.710619,15.956,0.011,15.024,0.006,14.727,0.007
296.23703,-14.98246111,296.23703,-14.982461,16.554,0.017,16.0,0.014,15.753,0.016
296.23706111,-14.77004694,296.237061,-14.770047,17.725,0.042,17.08,0.036,17.034,0.043
296.23712194,-14.80237,296.237122,-14.80237,18.73,0.097,17.832,0.069,17.777,0.081
296.23712194,-15.01997806,296.237122,-15.019978,17.784,0.043,17.141,0.035,16.849,0.039
296.23715194,-14.73918111,296.237152,-14.739181,18.568,0.085,17.464,0.049,16.855,0.038
296.23715194,-14.80002806,296.237152,-14.800028,18.576,0.085,17.681,0.061,17.586,0.069
296.23718306,-14.85443111,296.237183,-14.854431,18.357,0.071,17.561,0.054,17.33,0.055
296.23721306,-14.676175,296.237213,-14.676175,16.086,0.012,15.688,0.009,15.631,0.013
296.23721306,-14.87556389,296.237213,-14.875564,15.881,0.011,15.223,0.008,15.109,0.01
296.23721306,-15.04762306,296.237213,-15.047623,19.019,0.12,18.746,0.139,18.02,0.107
296.23721306,-15.132295,296.237213,-15.132295,16.419,0.016,16.167,0.016,16.075,0.021
296.23724389,-14.705935,296.237244,-14.705935,17.041,0.023,16.205,0.014,16.054,0.017
296.23724389,-15.126875,296.237244,-15.126875,18.549,0.081,17.834,0.063,17.745,0.085
296.23727389,-14.51388611,296.237274,-14.513886,17.537,0.034,17.217,0.03,17.272,0.046
296.23727389,-14.66922611,296.237274,-14.669226,16.659,0.018,16.172,0.013,16.087,0.018
296.23727389,-14.77363306,296.237274,-14.773633,18.519,0.082,17.874,0.071,17.647,0.073
296.23727389,-14.814145,296.237274,-14.814145,16.702,0.019,16.076,0.016,15.951,0.018
296.23727389,-14.82293889,296.237274,-14.822939,17.191,0.028,16.262,0.018,15.86,0.017
296.237335,-14.84886889,296.237335,-14.848869,17.809,0.046,17.118,0.037,16.944,0.04
296.237335,-15.06526111,296.237335,-15.065261,19.06,0.124,18.301,0.095,18.312,0.137
296.23739611,-14.57168611,296.237396,-14.571686,14.475,0.004,14.355,0.004,14.344,0.005
296.23742694,-14.55813306,296.237427,-14.558133,16.881,0.02,16.381,0.015,16.092,0.018
296.23742694,-14.56050889,296.237427,-14.560509,18.789,0.095,18.144,0.067,18.138,0.096
296.23742694,-14.78146889,296.237427,-14.781469,17.365,0.032,16.617,0.025,16.423,0.026
296.23742694,-14.80431694,296.237427,-14.804317,17.739,0.043,17.184,0.039,17.086,0.045
296.23742694,-14.82951111,296.237427,-14.829511,18.952,0.117,18.38,0.109,18.265,0.122
296.23742694,-14.887295,296.237427,-14.887295,18.048,0.055,17.339,0.044,17.215,0.05
296.23742694,-14.93889389,296.237427,-14.938894,19.419,0.172,18.376,0.108,18.247,0.12
296.23742694,-15.01010306,296.237427,-15.010103,17.457,0.034,16.738,0.025,16.597,0.032
296.23745694,-14.58607194,296.237457,-14.586072,17.521,0.034,17.187,0.03,17.144,0.042
296.23745694,-14.70920611,296.237457,-14.709206,16.822,0.02,16.371,0.016,16.313,0.021
296.23745694,-14.88452694,296.237457,-14.884527,18.01,0.053,17.305,0.043,17.09,0.045
296.23745694,-15.02730806,296.237457,-15.027308,19.104,0.129,18.526,0.116,18.606,0.176
296.23745694,-15.06813,296.237457,-15.06813,17.433,0.033,16.871,0.028,16.724,0.036
296.23754889,-14.65293889,296.237549,-14.652939,18.68,0.088,17.815,0.051,17.822,0.074
296.23754889,-14.85323611,296.237549,-14.853236,19.093,0.132,18.375,0.108,18.017,0.099
296.23757889,-14.69938889,296.237579,-14.699389,18.152,0.057,17.541,0.041,17.563,0.06
296.23761,-14.81217194,296.23761,-14.812172,17.658,0.04,16.872,0.03,16.795,0.035
296.23764,-14.79108111,296.23764,-14.791081,18.739,0.098,18.217,0.096,18.181,0.115
296.23764,-14.86810306,296.23764,-14.868103,17.871,0.048,17.79,0.065,17.876,0.088
296.23764,-14.90576611,296.23764,-14.905766,18.638,0.09,18.2,0.093,18.539,0.154
296.23773194,-14.63693306,296.237732,-14.636933,19.573,0.185,18.85,0.123,18.956,0.193
296.23773194,-14.916945,296.237732,-14.916945,18.56,0.084,18.192,0.092,18.297,0.126
296.23779306,-14.50983,296.237793,-14.50983,16.6,0.016,16.285,0.014,16.294,0.021
296.23779306,-14.60492194,296.237793,-14.604922,15.696,0.009,15.278,0.007,15.244,0.01
296.23782306,-14.77486,296.237823,-14.77486,18.64,0.09,18.116,0.088,17.86,0.087
296.23782306,-14.844255,296.237823,-14.844255,18.371,0.073,17.421,0.048,17.224,0.051
296.23785389,-14.71829111,296.237854,-14.718291,17.509,0.034,16.693,0.02,16.529,0.025
296.23785389,-14.93129694,296.237854,-14.931297,18.595,0.086,18.051,0.082,17.634,0.071
296.237885,-14.67708111,296.237885,-14.677081,16.809,0.02,16.155,0.013,15.937,0.016
296.237885,-14.88524194,296.237885,-14.885242,17.905,0.049,17.264,0.042,17.055,0.044
296.237915,-14.86155,296.237915,-14.86155,16.664,0.019,15.965,0.014,15.814,0.016
296.23794611,-14.798895,296.237946,-14.798895,17.814,0.045,17.092,0.037,16.807,0.036
296.23794611,-14.95112806,296.237946,-14.951128,17.014,0.024,16.733,0.025,16.739,0.037
296.23797611,-14.62890806,296.237976,-14.628908,19.355,0.154,18.789,0.117,18.756,0.163
296.23797611,-14.69659694,296.237976,-14.696597,16.493,0.016,15.828,0.01,15.671,0.013
296.23797611,-14.78268611,296.237976,-14.782686,19.16,0.139,18.635,0.138,18.406,0.139
296.23797611,-15.13227,296.237976,-15.13227,15.467,0.009,15.045,0.007,14.941,0.009
296.23803694,-14.89755,296.238037,-14.89755,19.363,0.165,18.479,0.118,18.274,0.123
296.23809806,-14.54346194,296.238098,-14.543462,18.31,0.064,17.834,0.051,17.672,0.065
296.23809806,-14.77558306,296.238098,-14.775583,18.312,0.068,17.684,0.061,17.648,0.073
296.23809806,-14.78975306,296.238098,-14.789753,18.797,0.103,18.213,0.096,18.047,0.102
296.23809806,-14.80057806,296.238098,-14.800578,17.603,0.038,16.737,0.027,16.311,0.024
296.23809806,-14.83454111,296.238098,-14.834541,19.299,0.157,18.66,0.138,18.646,0.169
296.23809806,-14.94970611,296.238098,-14.949706,15.296,0.008,14.979,0.007,14.883,0.009
296.23809806,-15.07573,296.238098,-15.07573,15.08,0.007,14.544,0.005,14.274,0.006
296.23815889,-14.86896389,296.238159,-14.868964,18.562,0.084,17.973,0.077,17.702,0.076
296.23815889,-14.95424694,296.238159,-14.954247,14.399,0.005,13.854,0.003,13.707,0.004
296.23819,-14.584075,296.23819,-14.584075,18.811,0.098,18.142,0.067,18.063,0.091
296.23819,-14.65151111,296.23819,-14.651511,18.657,0.086,17.725,0.047,17.666,0.065
296.23819,-14.73241306,296.23819,-14.732413,18.637,0.089,19.145,0.208,18.874,0.208
296.23819,-14.78722889,296.23819,-14.787229,16.439,0.016,16.093,0.016,16.051,0.019
296.23819,-14.836885,296.23819,-14.836885,18.123,0.059,17.451,0.049,17.231,0.051
296.23819,-14.93237806,296.23819,-14.932378,19.202,0.143,18.507,0.121,18.252,0.121
296.23825111,-14.86614806,296.238251,-14.866148,18.972,0.119,18.208,0.094,18.166,0.112
296.23825111,-14.88058889,296.238251,-14.880589,17.591,0.038,17.324,0.044,17.407,0.059
296.23825111,-14.88374389,296.238251,-14.883744,18.54,0.083,17.954,0.076,17.778,0.081
296.23828111,-14.878345,296.238281,-14.878345,16.163,0.013,15.618,0.011,15.364,0.011
296.23828111,-14.97708806,296.238281,-14.977088,16.28,0.014,15.756,0.012,15.58,0.014
296.23828111,-15.05372194,296.238281,-15.053722,15.64,0.01,15.333,0.008,15.275,0.011
296.23831194,-14.55833111,296.238312,-14.558331,18.525,0.076,18.017,0.06,17.992,0.085
296.23831194,-14.85438111,296.238312,-14.854381,16.435,0.016,15.93,0.014,15.817,0.016
296.23831194,-14.89841889,296.238312,-14.898419,18.572,0.085,17.785,0.065,17.773,0.08
296.23834194,-14.52863889,296.238342,-14.528639,13.65,0.003,13.159,0.002,13.062,0.003
296.23834194,-14.66398306,296.238342,-14.663983,17.648,0.037,17.121,0.028,16.876,0.033
296.23834194,-14.82567806,296.238342,-14.825678,18.675,0.093,17.968,0.076,17.885,0.088
296.23834194,-15.06604194,296.238342,-15.066042,17.593,0.037,17.126,0.035,16.753,0.036
296.23837306,-14.79827306,296.238373,-14.798273,18.121,0.058,17.646,0.059,17.544,0.067
296.23840306,-14.84116111,296.238403,-14.841161,18.933,0.117,18.254,0.098,17.85,0.086
296.23843389,-14.77447806,296.238434,-14.774478,17.996,0.053,17.26,0.042,17.026,0.043
296.23846389,-14.76709694,296.238464,-14.767097,17.498,0.035,16.889,0.031,16.736,0.034
296.238495,-14.80942,296.238495,-14.80942,17.401,0.033,16.326,0.019,15.618,0.014
296.238495,-14.99691389,296.238495,-14.996914,18.517,0.079,17.946,0.07,17.98,0.103
296.238525,-14.714225,296.238525,-14.714225,18.657,0.087,17.959,0.058,17.816,0.074
296.238525,-14.83910306,296.238525,-14.839103,17.429,0.034,16.379,0.02,15.768,0.015
296.23855611,-14.50452194,296.238556,-14.504522,17.726,0.039,17.28,0.032,17.228,0.044
296.23855611,-14.76302194,296.238556,-14.763022,18.442,0.076,17.89,0.072,17.726,0.078
296.23858611,-14.63666111,296.238586,-14.636661,18.965,0.111,18.442,0.087,18.277,0.109
296.23858611,-14.67079694,296.238586,-14.670797,16.793,0.019,16.2,0.014,15.923,0.016
296.23861694,-14.769905,296.238617,-14.769905,16.54,0.017,15.919,0.014,15.813,0.016
296.23861694,-14.84881111,296.238617,-14.848811,19.311,0.159,18.569,0.128,18.163,0.112
296.23861694,-14.88505611,296.238617,-14.885056,18.167,0.061,17.655,0.058,17.429,0.06
296.23861694,-14.914305,296.238617,-14.914305,19.352,0.163,18.745,0.148,18.359,0.132
296.23864694,-14.84010194,296.238647,-14.840102,17.636,0.04,16.614,0.024,15.979,0.018
296.23864694,-14.88861389,296.238647,-14.888614,18.176,0.061,17.545,0.053,17.476,0.062
296.23867806,-15.03761194,296.238678,-15.037612,17.987,0.051,17.381,0.043,17.085,0.049
296.23870806,-14.64904694,296.238708,-14.649047,18.599,0.082,17.875,0.054,17.789,0.072
296.23870806,-14.80600806,296.238708,-14.806008,17.348,0.031,16.599,0.024,16.247,0.023
296.23870806,-14.92868889,296.238708,-14.928689,17.136,0.027,16.696,0.026,16.682,0.032
296.23870806,-15.10303111,296.238708,-15.103031,18.449,0.074,17.952,0.07,18.104,0.114
296.23873889,-14.79965611,296.238739,-14.799656,18.732,0.097,17.913,0.074,17.556,0.067
296.23877,-14.755875,296.23877,-14.755875,16.947,0.023,16.536,0.023,16.197,0.022
296.23877,-14.780475,296.23877,-14.780475,15.745,0.01,15.5,0.01,15.48,0.013
296.23877,-14.82236694,296.23877,-14.822367,13.352,0.003,12.652,0.002,12.453,0.002
296.23877,-14.83848306,296.23877,-14.838483,18.637,0.091,17.944,0.076,17.653,0.073
296.23877,-14.85516194,296.23877,-14.855162,16.594,0.018,15.924,0.014,15.763,0.015
296.23877,-14.85753306,296.23877,-14.857533,16.51,0.017,15.424,0.009,14.684,0.007
296.2388,-14.86442,296.2388,-14.86442,16.327,0.015,15.691,0.011,15.546,0.013
296.23883111,-14.51411306,296.238831,-14.514113,16.246,0.013,15.956,0.011,15.908,0.015
296.23883111,-14.91001,296.238831,-14.91001,17.06,0.025,15.999,0.015,15.342,0.011
296.23886111,-14.89422194,296.238861,-14.894222,18.95,0.117,18.24,0.097,18.565,0.158
296.23889194,-14.91833111,296.238892,-14.918331,16.535,0.017,16.336,0.019,16.329,0.024
296.23892194,-14.891375,296.238922,-14.891375,16.324,0.015,15.556,0.01,15.413,0.012
296.23892194,-15.05973111,296.238922,-15.059731,18.015,0.052,17.544,0.05,17.11,0.049
296.23895306,-14.8196,296.238953,-14.8196,17.84,0.047,17.062,0.035,16.83,0.036
296.23904389,-14.72959111,296.239044,-14.729591,18.875,0.109,18.046,0.082,17.898,0.091
296.239075,-14.66224694,296.239075,-14.662247,15.785,0.01,15.435,0.008,15.379,0.011
296.239075,-14.90233611,296.239075,-14.902336,14.826,0.006,14.096,0.004,13.939,0.005
296.239105,-14.82675806,296.239105,-14.826758,18.133,0.059,17.356,0.045,17.005,0.042
296.239105,-14.91312694,296.239105,-14.913127,19.015,0.123,18.052,0.082,17.996,0.097
296.239105,-14.94048,296.239105,-14.94048,12.252,0.002,11.835,0.001,11.728,0.001
296.239105,-15.12954389,296.239105,-15.129544,17.743,0.042,17.153,0.035,17.093,0.049
296.23916611,-14.76743,296.239166,-14.76743,18.31,0.068,17.749,0.064,17.597,0.07
296.23916611,-14.85218,296.239166,-14.85218,16.702,0.019,16.112,0.016,15.884,0.017
296.23919694,-14.76636111,296.239197,-14.766361,16.25,0.014,15.702,0.012,15.485,0.013
296.23922694,-14.75963611,296.239227,-14.759636,19.438,0.176,18.725,0.147,18.286,0.125
296.23922694,-14.83417194,296.239227,-14.834172,16.992,0.024,16.098,0.016,15.766,0.015
296.23922694,-14.89544389,296.239227,-14.895444,17.837,0.046,16.986,0.033,16.878,0.038
296.23925806,-14.60437,296.239258,-14.60437,18.911,0.106,18.189,0.07,18.104,0.094
296.23925806,-14.72457194,296.239258,-14.724572,17.399,0.031,16.151,0.013,15.392,0.011
296.23925806,-14.7506,296.239258,-14.7506,14.912,0.006,14.717,0.006,14.725,0.007
296.23925806,-15.071305,296.239258,-15.071305,18.607,0.085,17.889,0.067,17.466,0.067
296.23928806,-14.69348889,296.239288,-14.693489,18.894,0.106,18.496,0.092,17.879,0.078
296.23928806,-14.78869,296.239288,-14.78869,16.702,0.019,16.462,0.022,16.429,0.026
296.23931889,-14.48646194,296.239319,-14.486462,15.051,0.006,14.621,0.005,14.539,0.006
296.23931889,-14.52313611,296.239319,-14.523136,16.096,0.012,15.778,0.01,15.724,0.013
296.23931889,-14.76456389,296.239319,-14.764564,16.726,0.02,16.103,0.016,15.959,0.018
296.23931889,-14.95191111,296.239319,-14.951911,17.86,0.047,16.925,0.03,16.512,0.031
296.23931889,-15.02297806,296.239319,-15.022978,19.476,0.175,18.461,0.11,17.784,0.088
296.23931889,-15.117355,296.239319,-15.117355,19.459,0.172,18.563,0.118,18.504,0.161
296.23934889,-14.80180806,296.239349,-14.801808,18.592,0.086,17.779,0.066,17.799,0.083
296.23938,-14.69417194,296.23938,-14.694172,18.393,0.069,18.193,0.07,18.308,0.112
296.23938,-14.82046694,296.23938,-14.820467,19.557,0.195,18.973,0.181,18.76,0.185
296.23941,-14.70653611,296.23941,-14.706536,15.244,0.007,14.792,0.005,14.717,0.007
296.23941,-14.85417611,296.23941,-14.854176,18.546,0.083,18.129,0.088,17.95,0.093
296.23941,-14.85936694,296.23941,-14.859367,18.972,0.119,17.876,0.07,17.824,0.084
296.23947111,-14.92042806,296.239471,-14.920428,15.162,0.007,14.741,0.006,14.7,0.007
296.23950194,-14.76022,296.239502,-14.76022,18.536,0.083,17.81,0.067,17.757,0.08
296.23950194,-14.77094194,296.239502,-14.770942,19.443,0.176,18.507,0.123,18.338,0.131
296.23950194,-14.78808694,296.239502,-14.788087,17.851,0.047,17.049,0.035,16.916,0.039
296.23953194,-14.7563,296.239532,-14.7563,14.554,0.005,14.259,0.004,14.241,0.005
296.23956306,-14.73134111,296.239563,-14.731341,16.105,0.013,15.743,0.012,15.687,0.015
296.23956306,-14.83798889,296.239563,-14.837989,19.142,0.138,18.42,0.113,18.133,0.11
296.23956306,-14.84747806,296.239563,-14.847478,19.344,0.163,18.564,0.128,18.109,0.107
296.23962389,-14.76585611,296.239624,-14.765856,17.25,0.029,16.735,0.027,16.52,0.028
296.239655,-14.776555,296.239655,-14.776555,17.099,0.026,16.499,0.022,16.353,0.025
296.239655,-14.81980806,296.239655,-14.819808,17.947,0.051,17.041,0.035,16.575,0.029
296.239685,-14.541945,296.239685,-14.541945,18.735,0.091,18.12,0.065,17.99,0.085
296.239685,-14.70886306,296.239685,-14.708863,18.557,0.08,17.716,0.047,17.732,0.069
296.239685,-14.92975306,296.239685,-14.929753,18.606,0.087,17.949,0.075,17.743,0.078
296.23971611,-14.82424194,296.239716,-14.824242,19.363,0.165,18.781,0.154,18.549,0.155
296.23977694,-15.01699389,296.239777,-15.016994,16.804,0.021,16.381,0.019,16.275,0.025
296.23977694,-15.12062806,296.239777,-15.120628,18.376,0.07,17.969,0.071,18.178,0.122
296.23980694,-14.53257806,296.239807,-14.532578,16.293,0.013,15.951,0.011,15.926,0.016
296.23986806,-14.80440806,296.239868,-14.804408,17.36,0.032,16.63,0.025,16.282,0.023
296.23989889,-14.84877194,296.239899,-14.848772,19.035,0.126,17.978,0.077,17.592,0.069
296.23996,-14.65239111,296.23996,-14.652391,18.167,0.057,17.499,0.039,17.325,0.049
