_RAJ2000(deg),_DEJ2000(deg),RAJ2000(deg),DEJ2000(deg),JmagUKIRT(mag),e_JmagUKIRT(mag),HmagUKIRT(mag),e_HmagUKIRT(mag),KmagUKIRT(mag),e_KmagUKIRT(mag)
296.15274,-14.50063,296.15274,-14.50063,19.744,0.209,19.075,0.147,18.749,0.161
296.15274,-14.67002306,296.15274,-14.670023,16.968,0.022,16.318,0.015,16.204,0.019
296.15280194,-14.664425,296.152802,-14.664425,18.479,0.074,17.689,0.046,17.415,0.052
296.15286306,-14.97559611,296.152863,-14.975596,17.086,0.025,16.717,0.025,16.606,0.033
296.15289306,-14.75287806,296.152893,-14.752878,19.513,0.186,18.899,0.175,18.822,0.196
296.15289306,-14.83217,296.152893,-14.83217,19.065,0.129,18.169,0.092,17.834,0.085
296.15289306,-14.86659694,296.152893,-14.866597,19.167,0.141,18.182,0.093,18.122,0.109
296.15292389,-14.71785806,296.152924,-14.717858,19.562,0.193,18.68,0.142,18.597,0.164
296.15292389,-14.82640806,296.152924,-14.826408,19.232,0.149,18.331,0.105,18.154,0.112
296.15295389,-14.72447806,296.152954,-14.724478,17.99,0.052,17.152,0.038,16.834,0.037
296.152985,-14.87364806,296.152985,-14.873648,19.218,0.147,18.645,0.137,18.336,0.13
296.152985,-14.91777194,296.152985,-14.917772,17.664,0.04,17.104,0.037,16.916,0.039
296.153015,-14.54798111,296.153015,-14.547981,18.035,0.051,17.72,0.046,17.893,0.078
296.15307611,-14.714745,296.153076,-14.714745,18.079,0.053,16.989,0.025,16.494,0.024
296.15307611,-15.04683389,296.153076,-15.046834,18.235,0.062,17.957,0.071,17.679,0.08
296.15310694,-14.50564806,296.153107,-14.505648,18.158,0.056,17.5,0.038,17.372,0.05
296.15310694,-14.89191611,296.153107,-14.891916,16.909,0.023,16.443,0.021,16.381,0.025
296.15313694,-14.88351111,296.153137,-14.883511,18.524,0.082,17.804,0.067,17.567,0.068
296.15313694,-15.12836889,296.153137,-15.128369,18.128,0.057,17.689,0.057,17.653,0.078
296.15319806,-14.77499694,296.153198,-14.774997,17.984,0.052,17.657,0.059,17.591,0.069
296.15319806,-14.86284694,296.153198,-14.862847,19.168,0.141,18.979,0.184,18.65,0.17
296.15319806,-14.901305,296.153198,-14.901305,18.353,0.071,17.663,0.059,17.585,0.069
296.15322889,-14.53163306,296.153229,-14.531633,18.845,0.099,18.408,0.083,18.09,0.092
296.15322889,-14.55330306,296.153229,-14.553303,16.659,0.017,16.283,0.014,16.222,0.02
296.15322889,-14.77155194,296.153229,-14.771552,19.564,0.195,19.158,0.211,18.475,0.147
296.15322889,-14.80375,296.153229,-14.80375,18.827,0.106,18.237,0.098,18.021,0.1
296.15329,-14.52419889,296.15329,-14.524199,18.481,0.073,17.816,0.05,17.742,0.068
296.15332,-14.90806111,296.15332,-14.908061,18.743,0.098,18.315,0.103,18.172,0.113
296.15335111,-14.70358611,296.153351,-14.703586,19.06,0.121,18.295,0.077,18.11,0.095
296.15338111,-14.51736611,296.153381,-14.517366,17.09,0.024,16.514,0.017,16.445,0.023
296.15338111,-15.10966111,296.153381,-15.109661,16.175,0.013,15.899,0.013,15.827,0.017
296.15341194,-14.66371611,296.153412,-14.663716,17.0,0.022,16.681,0.02,16.699,0.029
296.15341194,-14.74931389,296.153412,-14.749314,17.719,0.042,16.32,0.019,14.88,0.008
296.15347306,-14.57074694,296.153473,-14.570747,16.652,0.017,15.966,0.011,15.836,0.015
296.15347306,-14.93613306,296.153473,-14.936133,19.095,0.132,19.141,0.209,18.481,0.147
296.15350306,-14.71960806,296.153503,-14.719608,18.934,0.109,18.057,0.063,17.921,0.081
296.15353389,-14.55570889,296.153534,-14.555709,19.409,0.16,18.614,0.1,18.456,0.126
296.15353389,-15.07038306,296.153534,-15.070383,18.235,0.062,17.712,0.057,17.355,0.06
296.15356389,-14.82146389,296.153564,-14.821464,18.636,0.09,17.816,0.067,17.686,0.075
296.153595,-14.66768889,296.153595,-14.667689,18.52,0.077,17.93,0.056,17.775,0.071
296.153595,-15.06135806,296.153595,-15.061358,17.456,0.033,16.807,0.027,16.718,0.035
296.153625,-14.67178611,296.153625,-14.671786,17.523,0.034,16.896,0.024,16.566,0.026
296.153625,-14.75383889,296.153625,-14.753839,19.208,0.144,18.499,0.122,18.649,0.17
296.153625,-14.81634694,296.153625,-14.816347,19.471,0.181,18.767,0.152,18.413,0.14
296.153625,-14.88669389,296.153625,-14.886694,18.005,0.054,17.21,0.04,16.923,0.039
296.153625,-15.03531694,296.153625,-15.035317,16.398,0.015,15.91,0.013,15.621,0.015
296.15365611,-14.91628,296.153656,-14.91628,19.637,0.207,18.824,0.16,18.665,0.172
296.15365611,-15.10517806,296.153656,-15.105178,17.698,0.04,17.29,0.04,17.141,0.05
296.15371694,-14.95583111,296.153717,-14.955831,18.785,0.1,18.184,0.089,17.963,0.104
296.15374806,-14.61362611,296.153748,-14.613626,18.492,0.075,17.958,0.057,17.679,0.065
296.15380889,-14.70903611,296.153809,-14.709036,17.288,0.028,16.476,0.017,16.306,0.021
296.15380889,-14.78601694,296.153809,-14.786017,17.53,0.036,16.681,0.026,16.599,0.03
296.15380889,-14.85509194,296.153809,-14.855092,18.41,0.075,17.682,0.06,17.46,0.062
296.15383889,-14.51838889,296.153839,-14.518389,19.763,0.213,19.141,0.155,18.6,0.142
296.15383889,-14.661425,296.153839,-14.661425,12.992,0.002,12.488,0.001,12.418,0.002
296.15383889,-14.71304111,296.153839,-14.713041,17.957,0.048,17.386,0.035,17.339,0.049
296.15387,-14.72836889,296.15387,-14.728369,15.258,0.008,14.692,0.006,14.577,0.007
296.15387,-14.80308306,296.15387,-14.803083,16.484,0.017,16.154,0.017,16.044,0.019
296.15387,-14.97226611,296.15387,-14.972266,18.826,0.103,18.527,0.119,18.334,0.142
296.15393111,-14.78708111,296.153931,-14.787081,16.335,0.015,15.73,0.012,15.533,0.013
296.15393111,-14.85229194,296.153931,-14.852292,17.523,0.036,16.67,0.025,16.47,0.027
296.15396111,-14.70173389,296.153961,-14.701734,17.519,0.034,16.781,0.021,16.628,0.027
296.15399194,-14.65097111,296.153992,-14.650971,16.193,0.013,15.54,0.008,15.388,0.011
296.15399194,-14.73390889,296.153992,-14.733909,16.265,0.014,15.665,0.011,15.582,0.014
296.15399194,-15.05654389,296.153992,-15.056544,18.778,0.098,17.967,0.071,17.811,0.089
296.15405306,-14.87673889,296.154053,-14.876739,18.174,0.062,17.793,0.066,17.293,0.053
296.15405306,-15.02646389,296.154053,-15.026464,19.307,0.152,18.868,0.155,18.551,0.169
296.154175,-14.59269389,296.154175,-14.592694,17.969,0.048,17.229,0.031,17.122,0.041
296.154205,-14.82876694,296.154205,-14.828767,19.112,0.134,18.237,0.097,17.986,0.097
296.15432694,-14.89961111,296.154327,-14.899611,18.832,0.106,18.076,0.084,17.632,0.071
296.15432694,-15.04538306,296.154327,-15.045383,16.396,0.015,16.143,0.016,16.025,0.02
296.15438806,-14.71239694,296.154388,-14.712397,16.46,0.015,15.937,0.011,15.876,0.015
296.15441889,-14.57971694,296.154419,-14.579717,17.603,0.036,17.285,0.032,17.276,0.046
296.15441889,-14.75345,296.154419,-14.75345,18.661,0.091,17.846,0.07,17.767,0.08
296.15444889,-14.74463111,296.154449,-14.744631,19.092,0.131,18.266,0.1,18.032,0.101
296.15444889,-14.80943889,296.154449,-14.809439,19.483,0.183,18.336,0.105,18.432,0.143
296.15444889,-14.85059694,296.154449,-14.850597,19.571,0.197,19.04,0.192,18.61,0.164
296.15444889,-15.01574694,296.154449,-15.015747,19.385,0.163,18.751,0.14,17.769,0.086
296.15448,-14.74118889,296.15448,-14.741189,18.904,0.112,18.252,0.098,18.36,0.134
296.15448,-14.79003889,296.15448,-14.790039,18.088,0.057,17.558,0.054,17.407,0.059
296.15451,-14.53111611,296.15451,-14.531116,18.046,0.051,17.486,0.038,17.278,0.046
296.15454111,-14.76293611,296.154541,-14.762936,17.145,0.027,16.295,0.019,16.095,0.02
296.15454111,-14.76559694,296.154541,-14.765597,18.812,0.104,18.301,0.103,17.936,0.093
296.15454111,-14.80191389,296.154541,-14.801914,18.834,0.107,18.285,0.101,18.043,0.102
296.15454111,-14.91926111,296.154541,-14.919261,17.475,0.035,16.96,0.032,16.667,0.032
296.15454111,-14.94043611,296.154541,-14.940436,16.557,0.017,16.248,0.018,16.284,0.023
296.15457194,-14.812575,296.154572,-14.812575,13.662,0.003,13.09,0.002,12.997,0.003
296.15457194,-14.87094694,296.154572,-14.870947,19.143,0.138,18.487,0.12,18.547,0.155
296.15460194,-14.50463611,296.154602,-14.504636,17.689,0.038,17.051,0.026,17.032,0.038
296.15460194,-14.60878694,296.154602,-14.608787,15.652,0.009,15.222,0.007,15.132,0.009
296.15460194,-14.74290306,296.154602,-14.742903,16.933,0.023,16.329,0.019,16.166,0.021
296.15463306,-14.53666111,296.154633,-14.536661,19.457,0.166,18.926,0.13,18.58,0.14
296.15466306,-14.94508889,296.154663,-14.945089,17.068,0.025,16.454,0.02,16.151,0.023
296.15469389,-14.83039194,296.154694,-14.830392,19.458,0.179,18.583,0.13,18.43,0.141
296.154785,-14.491745,296.154785,-14.491745,18.114,0.053,17.417,0.037,17.334,0.049
296.15481611,-14.88725889,296.154816,-14.887259,14.52,0.005,14.153,0.004,14.105,0.005
296.15484611,-14.80689111,296.154846,-14.806891,17.599,0.039,17.04,0.035,16.964,0.041
296.15484611,-15.120275,296.154846,-15.120275,17.586,0.037,17.181,0.036,16.87,0.04
296.15496806,-14.70441889,296.154968,-14.704419,17.617,0.037,16.754,0.021,16.46,0.024
296.15496806,-14.80464194,296.154968,-14.804642,18.941,0.116,18.457,0.118,18.316,0.129
296.15499889,-14.52754389,296.154999,-14.527544,16.487,0.015,15.844,0.01,15.654,0.013
296.15502889,-14.59736111,296.155029,-14.597361,14.205,0.004,13.867,0.003,13.824,0.004
296.15502889,-14.73540889,296.155029,-14.735409,17.636,0.039,17.095,0.036,16.972,0.041
296.15502889,-14.81099694,296.155029,-14.810997,17.643,0.04,17.249,0.042,17.188,0.049
296.15502889,-15.12171611,296.155029,-15.121716,18.802,0.099,18.873,0.156,18.68,0.187
296.15506,-14.82957694,296.15506,-14.829577,18.609,0.088,18.085,0.085,17.746,0.079
296.15506,-15.12091889,296.15506,-15.120919,17.789,0.043,17.228,0.038,16.949,0.043
296.15509,-14.93393306,296.15509,-14.933933,15.212,0.007,14.619,0.005,14.477,0.006
296.15512111,-14.73870611,296.155121,-14.738706,19.047,0.126,18.151,0.09,18.171,0.114
296.15512111,-14.84838,296.155121,-14.84838,18.919,0.114,18.056,0.083,17.706,0.076
296.15512111,-14.88249194,296.155121,-14.882492,18.439,0.077,17.843,0.069,17.539,0.066
296.15515111,-14.77452194,296.155151,-14.774522,18.276,0.067,17.615,0.057,17.348,0.056
296.15515111,-14.79768111,296.155151,-14.797681,18.936,0.116,18.384,0.11,17.878,0.089
296.15518194,-14.50322,296.155182,-14.50322,15.302,0.007,14.983,0.006,14.953,0.008
296.15518194,-15.09441889,296.155182,-15.094419,18.587,0.083,17.918,0.069,17.625,0.076
296.15521194,-14.93727194,296.155212,-14.937272,19.208,0.145,19.086,0.2,18.387,0.135
296.15524306,-15.01766389,296.155243,-15.017664,17.431,0.033,17.094,0.034,16.971,0.044
296.15527306,-14.549515,296.155273,-14.549515,19.591,0.186,19.039,0.143,18.819,0.171
296.15527306,-14.62251694,296.155273,-14.622517,18.909,0.106,18.152,0.067,17.9,0.079
296.15527306,-14.697375,296.155273,-14.697375,18.653,0.086,17.981,0.059,17.892,0.079
296.15527306,-14.78276611,296.155273,-14.782766,18.618,0.089,17.686,0.06,17.507,0.064
296.15527306,-14.81637,296.155273,-14.81637,17.879,0.048,17.397,0.047,17.382,0.058
296.15527306,-14.82608306,296.155273,-14.826083,18.353,0.071,18.074,0.084,18.031,0.101
296.15533389,-14.96709389,296.155334,-14.967094,17.673,0.04,16.942,0.03,16.619,0.033
296.155365,-15.10160389,296.155365,-15.101604,18.077,0.055,17.916,0.069,17.812,0.089
296.15539611,-14.51226111,296.155396,-14.512261,16.211,0.013,15.937,0.011,15.914,0.015
296.15542611,-14.87195611,296.155426,-14.871956,18.858,0.109,18.101,0.086,18.22,0.118
296.15542611,-15.05253306,296.155426,-15.052533,18.719,0.093,17.931,0.069,17.709,0.082
296.15545694,-14.59524194,296.155457,-14.595242,18.603,0.082,17.956,0.057,17.762,0.07
296.15545694,-14.79095389,296.155457,-14.790954,19.475,0.181,18.952,0.178,18.558,0.158
296.15545694,-14.87867306,296.155457,-14.878673,17.625,0.039,16.429,0.021,15.762,0.015
296.15548694,-14.499515,296.155487,-14.499515,18.369,0.066,17.879,0.053,17.63,0.062
296.15551806,-14.81803889,296.155518,-14.818039,15.962,0.012,15.405,0.009,15.38,0.012
296.15551806,-14.84521111,296.155518,-14.845211,19.225,0.148,18.586,0.131,18.748,0.184
296.15551806,-14.91195806,296.155518,-14.911958,18.476,0.079,17.882,0.071,17.988,0.097
296.15551806,-14.99263111,296.155518,-14.992631,15.792,0.011,15.173,0.008,14.938,0.009
296.15554806,-14.76736611,296.155548,-14.767366,13.368,0.003,13.034,0.002,12.968,0.003
296.15557889,-14.84905,296.155579,-14.84905,19.084,0.131,18.323,0.105,18.378,0.135
296.15560889,-14.839855,296.155609,-14.839855,18.919,0.115,18.158,0.091,17.892,0.089
296.15570111,-14.74566694,296.155701,-14.745667,16.963,0.023,16.055,0.015,15.614,0.014
296.15570111,-14.76390806,296.155701,-14.763908,19.261,0.151,18.273,0.1,18.375,0.135
296.15573111,-15.01481611,296.155731,-15.014816,17.247,0.029,17.02,0.032,17.033,0.046
296.15579194,-14.702925,296.155792,-14.702925,17.811,0.043,17.114,0.028,16.901,0.034
296.15582306,-14.82942194,296.155823,-14.829422,18.357,0.072,17.955,0.076,18.084,0.105
296.15582306,-14.96591389,296.155823,-14.965914,19.623,0.2,18.732,0.143,18.485,0.162
296.15585306,-14.63202194,296.155853,-14.632022,19.099,0.125,18.521,0.093,18.298,0.111
296.15588389,-14.80709694,296.155884,-14.807097,18.895,0.112,18.649,0.138,18.684,0.176
296.15588389,-14.84296611,296.155884,-14.842966,14.383,0.005,14.066,0.004,14.028,0.005
296.155945,-14.81157806,296.155945,-14.811578,16.713,0.02,16.37,0.02,16.45,0.027
296.155945,-15.10115889,296.155945,-15.101159,17.747,0.042,17.086,0.034,16.803,0.038
296.155975,-15.03572806,296.155975,-15.035728,19.435,0.169,18.739,0.138,18.553,0.169
296.155975,-15.05409111,296.155975,-15.054091,18.389,0.071,17.91,0.068,17.68,0.08
296.15600611,-14.55655889,296.156006,-14.556559,15.596,0.008,15.251,0.007,15.212,0.009
296.15603611,-14.48427194,296.156036,-14.484272,18.076,0.051,17.662,0.045,17.495,0.056
296.15603611,-14.52971389,296.156036,-14.529714,16.511,0.016,15.923,0.011,15.731,0.013
296.15606694,-14.51701611,296.156067,-14.517016,15.334,0.007,14.898,0.005,14.846,0.007
296.15606694,-14.80571694,296.156067,-14.805717,18.663,0.092,17.913,0.073,17.86,0.088
296.15609694,-14.49645,296.156097,-14.49645,18.085,0.052,17.471,0.039,17.319,0.048
296.15612806,-14.69874194,296.156128,-14.698742,17.0,0.023,16.315,0.015,16.112,0.018
296.15612806,-14.80841389,296.156128,-14.808414,18.829,0.106,18.539,0.126,18.334,0.131
296.15615806,-14.86096389,296.156158,-14.860964,17.108,0.026,16.214,0.018,15.634,0.014
296.15618889,-14.66855611,296.156189,-14.668556,17.604,0.036,17.013,0.026,16.94,0.035
296.15618889,-14.83179806,296.156189,-14.831798,17.836,0.047,17.381,0.046,17.347,0.056
296.15618889,-14.88146694,296.156189,-14.881467,19.209,0.146,18.262,0.099,18.215,0.117
296.15621889,-14.99635611,296.156219,-14.996356,18.915,0.11,18.863,0.154,18.481,0.158
296.15628111,-14.48620611,296.156281,-14.486206,18.271,0.06,17.623,0.044,17.378,0.051
296.15628111,-14.55251111,296.156281,-14.552511,13.716,0.003,13.405,0.002,13.349,0.003
296.15628111,-14.60927,296.156281,-14.60927,15.942,0.011,15.39,0.008,15.289,0.01
296.15628111,-14.82315,296.156281,-14.82315,19.249,0.151,18.206,0.094,18.163,0.113
296.15634194,-14.90311306,296.156342,-14.903113,17.264,0.029,16.668,0.025,16.639,0.031
296.15634194,-15.02523306,296.156342,-15.025233,19.42,0.167,18.614,0.125,18.627,0.18
296.15637194,-14.91707806,296.156372,-14.917078,19.413,0.172,18.884,0.168,18.581,0.16
296.15637194,-15.07474111,296.156372,-15.074741,18.692,0.091,18.191,0.086,18.264,0.131
296.15640306,-14.523685,296.156403,-14.523685,18.772,0.093,18.098,0.064,17.944,0.081
296.15643306,-14.75906111,296.156433,-14.759061,17.296,0.03,16.389,0.02,16.028,0.019
296.15643306,-14.75996111,296.156433,-14.759961,17.0,0.024,16.388,0.02,16.209,0.022
296.15646389,-14.61494694,296.156464,-14.614947,17.695,0.039,17.026,0.026,16.948,0.035
296.15646389,-14.65049889,296.156464,-14.650499,14.619,0.005,14.011,0.003,13.896,0.004
296.15646389,-14.80249806,296.156464,-14.802498,18.586,0.087,17.64,0.058,17.536,0.066
296.15646389,-14.85577806,296.156464,-14.855778,16.683,0.019,16.105,0.016,15.904,0.017
296.15649389,-14.54072889,296.156494,-14.540729,15.856,0.01,15.505,0.008,15.457,0.011
296.156525,-14.83729194,296.156525,-14.837292,18.895,0.112,18.162,0.091,17.788,0.082
296.156555,-14.66441306,296.156555,-14.664413,17.24,0.027,16.748,0.021,16.682,0.028
296.15658611,-14.66172194,296.156586,-14.661722,18.197,0.059,17.736,0.047,17.803,0.073
296.15658611,-14.79887889,296.156586,-14.798879,18.124,0.059,17.548,0.053,17.25,0.052
296.15658611,-15.013355,296.156586,-15.013355,18.709,0.093,18.331,0.098,17.874,0.095
296.15661611,-14.54397889,296.156616,-14.543979,19.654,0.196,19.39,0.192,18.828,0.172
296.15664694,-14.99415306,296.156647,-14.994153,15.705,0.01,15.412,0.009,15.311,0.012
296.15667694,-14.67871194,296.156677,-14.678712,15.004,0.006,14.481,0.004,14.418,0.006
296.15667694,-14.90151111,296.156677,-14.901511,16.142,0.013,15.688,0.012,15.64,0.014
296.15667694,-14.93143889,296.156677,-14.931439,17.66,0.04,16.894,0.031,16.685,0.032
296.15667694,-14.97550806,296.156677,-14.975508,18.764,0.098,17.974,0.073,17.929,0.101
296.15670806,-15.11605389,296.156708,-15.116054,18.687,0.09,18.079,0.079,18.217,0.126
296.15676889,-14.85678694,296.156769,-14.856787,19.687,0.216,18.607,0.133,18.467,0.145
296.15679889,-14.73597,296.156799,-14.73597,19.447,0.176,19.196,0.219,18.843,0.201
296.15683,-14.635895,296.15683,-14.635895,17.998,0.05,17.514,0.039,17.581,0.06
296.15683,-14.75165611,296.15683,-14.751656,15.719,0.01,15.347,0.009,15.261,0.011
296.15683,-14.96106611,296.15683,-14.961066,19.44,0.172,18.54,0.12,18.437,0.156
296.15686,-14.51893889,296.15686,-14.518939,18.732,0.09,18.427,0.084,18.384,0.118
296.15689111,-14.62160611,296.156891,-14.621606,16.702,0.018,16.019,0.012,15.896,0.015
296.15695194,-14.82173889,296.156952,-14.821739,19.315,0.159,18.608,0.133,18.66,0.172
296.15701306,-14.79083306,296.157013,-14.790833,19.309,0.158,18.8,0.157,18.407,0.139
296.15704306,-14.75430611,296.157043,-14.754306,15.51,0.009,15.13,0.008,15.042,0.009
296.15707389,-14.81920194,296.157074,-14.819202,17.98,0.052,17.245,0.041,17.248,0.052
296.15710389,-14.51175,296.157104,-14.51175,14.0,0.003,13.501,0.002,13.433,0.003
296.15710389,-14.78306389,296.157104,-14.783064,17.472,0.035,16.574,0.023,16.444,0.026
296.15710389,-15.06932306,296.157104,-15.069323,17.268,0.029,16.942,0.03,16.884,0.04
296.15716611,-14.69283111,296.157166,-14.692831,18.604,0.083,17.854,0.053,17.573,0.06
296.15719611,-14.796445,296.157196,-14.796445,19.054,0.128,18.46,0.117,18.304,0.128
296.15722694,-14.59617694,296.157227,-14.596177,18.819,0.098,18.207,0.071,18.154,0.098
296.15728806,-14.54748889,296.157288,-14.547489,18.036,0.051,17.328,0.033,17.115,0.04
296.15728806,-14.86393389,296.157288,-14.863934,17.318,0.031,16.473,0.022,16.265,0.023
296.15728806,-14.87160611,296.157288,-14.871606,14.256,0.004,13.738,0.003,13.667,0.004
296.15728806,-15.01263611,296.157288,-15.012636,19.183,0.138,18.284,0.094,18.542,0.167
296.15734889,-14.53105,296.157349,-14.53105,17.324,0.028,16.738,0.02,16.477,0.024
296.15734889,-14.58220889,296.157349,-14.582209,19.573,0.184,18.949,0.133,18.694,0.154
296.15734889,-14.66359389,296.157349,-14.663594,15.519,0.008,15.029,0.006,14.953,0.008
296.15734889,-14.85787611,296.157349,-14.857876,18.876,0.11,17.947,0.076,17.978,0.096
296.15741,-14.57603389,296.15741,-14.576034,16.821,0.02,16.378,0.015,16.299,0.021
296.15744,-14.722555,296.15744,-14.722555,16.934,0.022,16.575,0.018,16.478,0.024
296.15744,-14.77021611,296.15744,-14.770216,17.698,0.041,16.878,0.03,16.736,0.034
296.15744,-14.78383611,296.15744,-14.783836,17.132,0.027,16.681,0.026,16.695,0.032
296.15744,-14.92190306,296.15744,-14.921903,18.83,0.106,18.063,0.083,17.742,0.078
296.15747111,-14.75939806,296.157471,-14.759398,18.551,0.083,17.925,0.075,17.632,0.072
296.15750111,-14.75836111,296.157501,-14.758361,19.312,0.157,18.696,0.144,18.399,0.138
296.15753194,-14.88475806,296.157532,-14.884758,16.177,0.013,15.86,0.013,15.864,0.017
296.15753194,-14.91481306,296.157532,-14.914813,19.201,0.144,18.759,0.151,18.557,0.157
296.15756194,-14.83191111,296.157562,-14.831911,17.041,0.025,16.723,0.026,16.651,0.031
296.15759306,-14.75656111,296.157593,-14.756561,18.457,0.077,17.671,0.06,17.612,0.07
296.15765389,-14.62383889,296.157654,-14.623839,17.58,0.035,17.021,0.026,16.746,0.03
296.15765389,-14.68286694,296.157654,-14.682867,17.42,0.031,16.624,0.019,16.412,0.023
