Ra(J2000) deg,Dec(J2000) deg,Types,RUN,DCG,imag,e_imag,J,eJ,H,eH,Ks,eKs,IRAC1,e_IRAC1,IRAC2,e_IRAC2,IRAC3,e_IRAC3,IRAC4,e_IRAC4,WISE1,e_WISE1,WISE2,e_WISE2,WISE3,e_WISE3,WISE4,e_WISE4,VmagLGGS,e_VmagLGGS,BmagLGGS,RmagLGSS,ImagLGSS,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt,selected_Z
296.22888,-14.72012,C,C,0.081557691,20.093,0.022,17.3,89.99,16.56,89.99,16.23,89.99,15.93,0.05,15.96,0.05,16.01,0.19,16.08,0.17,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0700000000000003,0.12233868475999987,1.3253747263910027,9.59918,3973562057.1059113,5.994775660301087,988042.5783059815,0.003
296.170105,-14.844587,C,C,0.073683648,20.427,0.032,17.154,89.99,16.234,89.99,15.439,89.99,14.8,0.06,14.98,0.07,14.9,0.04,14.18,0.05,15.135,0.046,15.274,0.115,12.073,89.99,8.321,89.99,89.99,89.99,89.99,89.99,89.99,1.7149999999999999,0.268486342738,1.8556084551823115,9.141948000000001,1386589796.400434,6.397897771245691,2499756.8736521695,0.006
296.167816,-14.842195,C,C,0.074223483,89.99,89.99,17.52,89.99,16.99,89.99,16.53,89.99,16.34,0.05,16.13,0.03,16.03,0.08,16.0,0.17,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9899999999999984,0.06690973735999983,1.1665671355722196,9.728480000000001,5351555083.818907,5.706011099610916,508172.4301632338,0.003
296.21267,-14.87307,C,C,0.073473049,89.99,89.99,17.46,89.99,16.8,89.99,16.4,89.99,15.79,0.05,15.98,0.08,15.75,0.06,15.33,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0600000000000023,0.09092894790000017,1.2329031094563834,9.67245,4703812479.659846,5.830158278232687,676329.4181284892,0.003
296.313934,-14.783896,C,C,0.085795288,20.069,0.067,17.188000000000002,89.99,16.359,89.99,15.597999999999999,89.99,14.97,0.05,15.16,0.05,15.09,0.08,14.5,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.5900000000000034,0.23910900061600016,1.734239208031396,9.258336,1812742011.7978163,6.400843199892915,2516768.095683951,0.006
296.227081,-14.876891,C,C,0.075277616,20.058,0.027,17.343,89.99,16.457,89.99,15.788,89.99,15.43,0.05,15.37,0.04,15.24,0.05,15.05,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.5549999999999997,0.204004000596,1.5995727633515617,9.397416,2496985382.6539383,6.3640489355516525,2312325.324318324,0.006
296.171387,-14.745203,C,C,0.081387996,20.393,0.028,17.82,89.99,17.23,89.99,16.9,89.99,16.59,0.06,16.59,0.06,15.99,0.09,16.36,0.18,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9200000000000017,-0.008099999999999774,0.9815219132257578,9.88795,7725916320.765037,5.358931579493058,228523.87492705704,0.003
296.281311,-14.863727,C,C/O,0.080522605,20.426,0.034,18.271,89.99,17.403,89.99,17.108999999999998,89.99,16.98,0.04,17.08,0.08,16.56,0.1,16.76,0.0,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.608,0.015,22.798,20.611,19.661,1.1620000000000026,-0.04547423867099987,0.9005871818834528,10.012196999999999,10284827216.211555,5.368797264020277,233774.56848369574,0.002
296.179535,-14.737016,C,C/O,0.082017412,19.942,0.023,16.865000000000002,89.99,16.054,89.99,15.283,89.99,15.0,0.05,15.1,0.04,14.96,0.05,14.48,0.04,15.13,0.06,15.567,0.175,12.314,89.99,8.429,89.99,21.761,0.021,23.627,20.353,19.026,1.5820000000000025,0.297309395386,1.9829391868540909,9.071860000000001,1179940206.5548675,6.405456964377784,2543647.722493591,0.006
296.179565,-14.858191,C,C,0.075751651,20.096,0.024,17.141000000000002,89.99,16.375,89.99,15.748,89.99,15.1,0.05,15.25,0.03,15.37,0.12,14.69,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3930000000000025,0.21139452691600003,1.6270261268693007,9.368136,2334188902.7688627,6.3750943312775155,2371888.837711673,0.006
296.173828,-14.855554,C,C,0.077838159,20.488,0.026,17.64,89.99,16.97,89.99,16.58,89.99,16.37,0.05,16.6,0.09,15.88,0.11,16.41,0.2,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,22.102,0.027,24.362,20.731,19.596,1.0600000000000023,0.05767157946000023,1.1420143983356343,9.750029999999999,5623801716.946197,5.659744884246125,456819.763098606,0.003
296.30838,-14.840508,C,C,0.087474651,19.688,0.023,17.05,89.99,16.46,89.99,16.009999999999998,89.99,15.66,0.03,15.79,0.08,15.65,0.06,15.92,0.2,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.238,0.013,23.461,19.984,18.93,1.0400000000000027,0.16298657952000029,1.4554141049755593,9.50436,3194184515.3941073,6.220510908157172,1661540.4100867365,0.006
296.226807,-14.881382,C,C,0.079775925,20.076,0.026,17.165,89.99,16.369,89.99,15.838,89.99,15.34,0.03,15.32,0.02,15.08,0.05,14.89,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.327,0.19476584269600017,1.565906557136944,9.430228,2692948202.1490235,6.344210049148359,2209072.9061328955,0.006
296.294189,-14.884681,C,C,0.104933569,19.774,0.045,16.706,89.99,15.826,89.99,15.086,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,14.507,0.036,14.632,0.071,12.408,0.532,8.842,89.99,89.99,89.99,89.99,89.99,89.99,1.6199999999999992,0.3337077375119999,2.156292823581218,8.989120000000002,975259074.5324236,6.348042046319254,2228650.9061713135,0.008
296.21816,-14.88035,O,C/O,0.079565872,19.269,0.117,16.1,89.99,15.53,89.99,15.02,89.99,14.29,0.05,14.21,0.05,14.02,0.04,13.84,0.03,14.894,0.045,14.649,0.071,12.042,89.99,7.456,0.167,22.138,0.029,22.118,22.037,22.037,1.0800000000000018,0.34590210594000004,2.2176964738173233,8.961400000000001,914955558.7213839,6.334297878802221,2159224.8949160017,0.008
296.198029,-14.719869,C,C,0.087826809,20.442,0.046,17.406000000000002,89.99,16.479,89.99,15.732,89.99,15.09,0.04,15.25,0.07,15.03,0.06,14.56,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.674000000000003,0.21435073744400013,1.6381389529779888,9.356424,2272081994.1571016,6.379044697587533,2393562.089136101,0.006
296.19858,-14.71837,LPV,C/O,0.089028683,21.428,0.096,18.91,89.99,17.07,89.99,14.835933083460452,89.99,13.11,0.04,12.57,0.04,11.96,0.03,11.61,0.03,13.62,0.031,12.704,0.028,11.635,0.364,8.811,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3799108907231694,2.3983407729126074,8.884091895053391,765758621.36896,6.270933568012543,1866094.2213318727,0.008
296.164886,-14.853178,C,C,0.083023533,20.289,0.031,17.017,89.99,16.028,89.99,14.999315300473944,89.99,14.63,0.05,14.7,0.04,14.79,0.02,14.28,0.08,14.608,0.037,14.583,0.066,12.016,89.99,8.236,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3497238763467152,2.2372982160742216,8.952712426199056,896834746.925716,6.329016091394171,2133123.9477735315,0.008
296.18801,-14.87231,O,C/O,0.082177672,21.112,0.088,15.680000000000001,89.99,15.19,89.99,14.61,89.99,13.84,0.04,13.82,0.05,13.53,0.09,13.21,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.070000000000002,0.45259692640000004,2.8352863457287363,8.673200000000001,471194269.4202774,5.968518963667345,930077.1261107386,0.008
296.30347,-14.74166,LPV,C/O,0.094863275,89.99,89.99,18.5,89.99,17.18,89.99,15.582131920335508,89.99,14.39,0.05,14.0,0.05,13.68,0.04,13.31,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.24204083712620705,1.7459863219684848,9.246720565685592,1764901879.8424442,6.4020125546462765,2523553.722673897,0.006
296.264954,-14.715384,C,C,0.093097024,20.161,0.043,17.211000000000002,89.99,16.435,89.99,15.971,89.99,15.65,0.03,15.69,0.03,15.62,0.05,15.39,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.240000000000002,0.170192342682,1.479763608750087,9.487551,3072918202.51804,6.250600198291329,1780738.7047575184,0.006
296.22287,-14.71018,C,C,0.091767407,20.12,0.032,17.400000000000002,89.99,16.76,89.99,16.3,89.99,16.05,0.04,16.02,0.08,15.76,0.09,14.86,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.1000000000000014,0.10940526369999981,1.286486590302801,9.62935,4259415431.768328,5.927277215250528,845818.5687774307,0.003
296.178772,-14.868636,C,C,0.084313422,20.41,0.021,17.278000000000002,89.99,16.402,89.99,15.718,89.99,15.12,0.04,15.14,0.03,14.97,0.05,14.54,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.5600000000000023,0.21693742165600005,1.6479249216819138,9.346176,2219095537.1114783,6.38227568737981,2411435.7070065145,0.006
296.262299,-14.882443,C,C,0.086991396,19.254,0.019,16.154,89.99,15.396,89.99,14.834999999999999,89.99,14.07,0.05,14.06,0.06,14.19,0.1,13.67,0.04,14.094,0.034,14.207,0.062,11.732,89.99,8.67,89.99,21.136,0.011,23.276,19.777,18.569,1.3190000000000008,0.3800832901700002,2.3992930178008334,8.883700000000001,765067934.1290944,6.270518547184328,1864311.7947284314,0.008
296.261414,-14.883708,C,C,0.087846872,20.248,0.045,17.740000000000002,89.99,17.07,89.99,16.72,89.99,16.32,0.04,16.18,0.06,16.19,0.08,15.79,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0200000000000031,0.031140000000000168,1.0743356814317544,9.81037,6462045327.258815,5.532494981200595,340796.3864620816,0.003
296.171783,-14.865685,C,C,0.086528257,19.773,0.021,16.905,89.99,16.145,89.99,15.555,89.99,15.08,0.04,15.1,0.06,14.99,0.1,14.62,0.04,15.298,0.059,15.64,0.144,12.424,89.99,8.159,89.99,89.99,89.99,89.99,89.99,89.99,1.3500000000000014,0.24705381641000002,1.7662566761132519,9.22686,1686009432.5505908,6.403281827923614,2530939.873491854,0.006
296.187347,-14.717557,C,C/O,0.094309465,20.168,0.035,17.471,89.99,16.723,89.99,16.421,89.99,16.37,0.04,16.45,0.07,16.04,0.1,16.2,0.17,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0500000000000007,0.08704892158200006,1.2219372988903037,9.681501,4802871861.405338,5.809844539625238,645423.1515288965,0.003
296.184784,-14.717754,C,C,0.095322514,20.137,0.062,17.235,89.99,16.459,89.99,15.969000000000001,89.99,15.58,0.04,15.69,0.03,15.55,0.06,14.97,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.2659999999999982,0.17056186899799974,1.4810232247832609,9.486689000000002,3066825036.296859,6.252113620855925,1786955.0198931666,0.006
296.263336,-14.708953,C,C,0.098527818,19.662,0.014,16.871000000000002,89.99,16.053,89.99,15.497,89.99,15.4,0.06,15.28,0.06,15.18,0.04,14.85,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3740000000000023,0.2577700795739999,1.8103814024171685,9.184404,1528987729.1232703,6.402823356686927,2528269.4484280786,0.006
296.25891,-14.88796,LPV,C/O,0.091004133,20.691,0.041,16.53,89.99,15.44,89.99,14.217759882508155,89.99,12.98,0.06,12.43,0.07,12.07,0.04,11.07,0.03,13.507,0.029,12.889,0.03,10.105,0.068,8.497,0.334,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.5889456258543726,3.881017721810235,8.27311508015832,187549141.34266633,5.170154199761895,147963.36507862396,0.008
296.201691,-14.886331,C,C,0.089268608,19.24,0.057,16.485,89.99,15.619,89.99,14.937,89.99,14.34,0.05,14.41,0.05,14.49,0.07,14.09,0.05,14.554,0.036,14.643,0.074,11.678,89.99,8.508,89.99,89.99,89.99,89.99,89.99,89.99,1.548,0.36123744805400015,2.2974043976670373,8.926540000000001,844384008.9689264,6.310289202699824,2043098.0189907562,0.008
296.297241,-14.869897,C,C,0.095792879,19.911,0.029,17.29,89.99,16.7,89.99,16.14,89.99,15.89,0.04,15.97,0.08,15.88,0.08,15.45,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.1499999999999986,0.13896736897999995,1.3771059951834832,9.560390000000002,3634042482.75839,6.113228631100866,1297862.3411490116,0.006
296.178711,-14.876316,C,C,0.090568134,20.337,0.052,17.87,89.99,17.083,89.99,16.65,89.99,16.18,0.05,16.22,0.05,15.8,0.08,15.46,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.2200000000000024,0.04473815840000017,1.108506281383614,9.7802,6028371389.224656,5.596980770606333,395349.11468321807,0.003
296.289734,-14.876258,C,C,0.09555899,20.088,0.028,17.204,89.99,16.537,89.99,15.921,89.99,15.6,0.03,15.77,0.03,15.73,0.08,15.07,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.2830000000000013,0.17943050058200005,1.5115777847454632,9.466001,2924159110.9607644,6.287515695324262,1938722.6997749237,0.006
296.306183,-14.863027,C,C/O,0.097818868,20.197,0.02,17.251,89.99,16.284,89.99,15.376463727896569,89.99,14.7,0.08,14.55,0.05,14.44,0.04,14.06,0.05,14.902,0.043,14.865,0.071,12.075,89.99,8.981,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2800407418613773,1.9056394806718975,9.111114765716561,1291560533.5027447,6.402346242263608,2525493.425456194,0.006
296.31088,-14.73645,C,C,0.103900062,20.051,0.03,16.98,89.99,16.31,89.99,15.84,89.99,15.34,0.04,15.45,0.05,15.63,0.06,14.96,0.06,15.563,0.06,15.815,0.156,12.323,89.99,8.247,89.99,89.99,89.99,89.99,89.99,89.99,1.1400000000000006,0.19439631638,1.5645747474982983,9.431090000000001,2698298550.090818,6.3429163109835285,2202501.9976397413,0.006
296.159454,-14.733295,C,C,0.098243976,20.194,0.019,17.318,89.99,16.572,89.99,15.85,89.99,15.28,0.04,15.18,0.08,15.1,0.06,14.6,0.03,15.714,0.06,16.301,0.27,12.555,89.99,8.585,89.99,21.862,0.024,23.242,20.77,20.72,1.4680000000000017,0.19254868479999998,1.5579326706893233,9.435400000000001,2725210163.849207,6.336391986540999,2169661.5195504455,0.006
296.330048,-14.767764,C,C,0.105637205,19.908,0.032,16.905,89.99,16.08,89.99,15.312999999999999,89.99,14.63,0.03,14.69,0.05,14.76,0.03,14.37,0.04,15.377,0.041,15.465,0.111,12.003,89.99,8.902,89.99,89.99,89.99,89.99,89.99,89.99,1.5920000000000023,0.2917665006460002,1.9577917795622244,9.08446,1214674739.6410658,6.405833651347551,2545854.922087999,0.006
296.33786,-14.988564,C,C,0.215784955,19.537,0.053,16.53,89.99,15.73,89.99,15.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,14.719,0.035,14.842,0.069,12.202,89.99,8.834,89.99,89.99,89.99,89.99,89.99,89.99,1.410000000000002,0.3274257901400002,2.125327149936543,9.003400000000001,1007859514.4150324,6.353279158219219,2255688.6703491104,0.008
296.156158,-14.860965,C,C,0.094702365,20.134,0.087,16.908,89.99,16.214,89.99,15.564,89.99,14.82,0.06,14.69,0.07,14.28,0.06,13.94,0.05,15.054,0.043,14.823,0.07,12.28,0.499,8.481,89.99,89.99,89.99,89.99,89.99,89.99,1.3440000000000012,0.24539094798799987,1.7595067934660917,9.233448000000001,1711780205.4137082,6.402963859382007,2529087.524996122,0.006
296.333038,-14.770712,C,C,0.10758823,20.586,0.022,18.04,89.99,17.51,89.99,17.18,89.99,17.12,0.07,17.22,0.06,16.09,0.07,16.63,0.17,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.8599999999999994,-0.06380990837000011,0.8633563580139348,10.05359,11313318139.4195,4.685917330903869,48519.61330120251,0.0015
296.318024,-14.739033,C,C,0.108035264,19.684,0.011,16.973,89.99,16.378,89.99,15.9,89.99,15.58,0.06,15.66,0.08,15.43,0.06,15.06,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.354,0.015,23.727,20.039,18.939,1.0729999999999986,0.18331052689999994,1.5251428634597846,9.45695,2863848238.212973,6.302423274755555,2006426.5905341667,0.006
296.338257,-14.808908,C,C,0.108498694,19.956,0.024,17.21,89.99,16.5,89.99,15.98,89.99,15.59,0.03,15.68,0.05,15.31,0.08,15.4,0.1,15.717,0.066,16.501,0.327,11.476,89.99,8.77,89.99,89.99,89.99,89.99,89.99,89.99,1.2300000000000004,0.16852947425999987,1.4741085808938974,9.491430000000001,3100487608.697522,6.243753294746421,1752884.4756938242,0.006
296.1295,-14.78983333,C,C/O,0.101194648,19.612,0.072,17.457,89.99,89.99,89.99,15.945999999999998,89.99,15.82,0.04,15.7,0.04,15.73,0.05,15.61,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.5110000000000028,0.17481142163200025,1.4955861050643027,9.476776,2997616012.6224084,6.26930110589431,1859092.9583095878,0.006
296.18011,-14.71067,C,C/O,0.103778669,19.703,0.084,17.68,89.99,16.89,89.99,16.32,89.99,16.07,0.06,15.97,0.03,15.92,0.1,15.96,0.16,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3599999999999994,0.10571000054000002,1.2755867533072334,9.637970000000001,4344802103.052788,5.907862601145223,808839.963929257,0.003
296.309265,-14.868592,C,C,0.103737622,19.672,0.017,17.126,89.99,16.568,89.99,16.059,89.99,15.69,0.04,15.79,0.06,15.9,0.16,15.61,0.13,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.239,0.012,23.57,19.969,18.921,1.0670000000000002,0.15393318477799967,1.425388283974684,9.525479,3353350891.6939816,6.181246708288777,1517912.398271953,0.006
296.31192,-14.728691,C,C,0.109712446,20.076,0.046,17.338,89.99,16.72,89.99,15.897,89.99,14.98,0.05,14.64,0.07,14.37,0.06,14.01,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.4410000000000007,0.18386481637399998,1.5270906439937457,9.455657,2855334547.4022493,6.304522802129831,2016149.8235017916,0.006
296.20285,-14.700215,C,C,0.105024947,20.138,0.056,16.915,89.99,15.986,89.99,15.312,89.99,15.0,0.05,15.12,0.07,15.98,0.11,14.77,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.6029999999999998,0.29195126380400005,1.958624865782146,9.084040000000002,1213500612.8549147,6.40584218711731,2545904.9596682885,0.006
296.207458,-14.896397,C,C,0.097372205,20.209,0.016,17.19,89.99,16.58,89.99,16.13,89.99,15.69,0.05,15.82,0.04,15.48,0.07,15.05,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.767,0.018,24.211,20.491,19.383,1.0600000000000023,0.14081500056000018,1.3829771370923714,9.55608,3598156095.361582,6.121813945776722,1323774.301269186,0.006
296.168549,-14.87782,C,C,0.097852174,20.058,0.039,17.022000000000002,89.99,16.157,89.99,15.494,89.99,14.97,0.05,15.11,0.03,14.97,0.06,14.6,0.1,15.262,0.051,15.736,0.152,12.105,89.99,9.015,89.99,89.99,89.99,89.99,89.99,89.99,1.5280000000000022,0.25832436904799994,1.812693464938757,9.182208000000001,1521275951.6885748,6.402679582138704,2527432.5954389726,0.006
296.1280417,-14.7905,C,C/O,0.102568337,19.743,0.032,17.6,89.99,89.99,89.99,15.817684349409221,89.99,15.41,0.05,15.37,0.04,15.26,0.04,14.72,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.19851942645597687,1.5794992588470567,9.41914494376755,2625094510.3097615,6.354811024809296,2263659.103977858,0.006
296.30014,-14.87872,C,C/O,0.104193676,21.329,0.065,18.17,89.99,17.07,89.99,15.568710173289391,89.99,14.54,0.03,14.2,0.08,13.91,0.03,13.96,0.08,15.087,0.045,14.551,0.061,12.134,89.99,8.399,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.24452068149632478,1.7559845137800634,9.236895846847835,1725424048.5921013,6.40275651961579,2527880.3826451194,0.006
296.17703,-14.71031,C,C/O,0.105605258,20.78,0.01,17.64,89.99,16.76,89.99,15.95,89.99,15.39,0.04,15.29,0.07,15.2,0.05,14.76,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.6900000000000013,0.17407236900000012,1.4930431832674276,9.4785,3009539168.873204,6.266341039456844,1846464.8278251656,0.006
296.19156,-14.89296,S,C/O,0.099053004,19.923,0.027,17.560000000000002,0.06,16.85,0.04,16.44,0.1,16.22,0.06,16.2,0.07,16.66,0.14,15.98,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.120000000000001,0.08353842157999969,1.2120999172475482,9.68969,4894293393.163711,5.7915282914879285,618768.6350310232,0.003
296.1269167,-14.78975,C,C/O,0.103770194,19.865,0.018,16.794,89.99,89.99,89.99,14.85339522293228,89.99,14.81,0.05,14.76,0.05,14.75,0.04,14.31,0.03,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.37668453068891794,2.380589592930174,8.89142599363156,778800091.0677996,6.278526331309942,1899005.9754985971,0.008
296.293854,-14.708783,C,C,0.112717914,19.916,0.011,17.337,89.99,16.573,89.99,16.274,89.99,15.98,0.03,16.17,0.07,15.91,0.07,15.62,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.303,0.013,23.379,20.069,18.999,1.0629999999999988,0.1142091058079997,1.3007957395048941,9.618144000000001,4150916526.939119,5.95245123668534,896295.5427292722,0.003
296.131714,-14.759347,C,C,0.107011093,20.043,0.02,17.17,89.99,16.47,89.99,16.11,89.99,15.84,0.07,15.8,0.05,15.58,0.06,15.33,0.09,16.006,0.078,15.913,0.178,12.367,89.99,8.594,89.99,89.99,89.99,89.99,89.99,89.99,1.0600000000000023,0.14451026371999998,1.3947946205554291,9.547460000000001,3527442961.723371,6.138833534031104,1376681.6828267782,0.006
296.129822,-14.832311,C,C,0.10475926,20.456,0.057,17.36,89.99,16.74,89.99,16.419999999999998,89.99,15.99,0.03,16.01,0.03,15.81,0.06,15.81,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9400000000000013,0.08723368474000037,1.2224572618076797,9.68107,4798107787.647147,5.81081034692763,646860.0752232895,0.003
296.151001,-14.726998,C,C,0.108704874,19.733,0.019,16.672,89.99,16.0,89.99,15.416,89.99,15.18,0.07,15.1,0.09,14.91,0.08,14.54,0.07,15.375,0.049,15.598,0.153,12.39,89.99,8.903,89.99,89.99,89.99,89.99,89.99,89.99,1.2560000000000002,0.2727358953719998,1.8738546267001546,9.127720000000002,1341899527.5874472,6.3972801750517805,2496204.5763227977,0.006
296.248596,-14.689795,C,C,0.113409994,19.841,0.012,17.060000000000002,89.99,16.43,89.99,16.04,89.99,15.68,0.06,15.92,0.03,15.54,0.08,15.17,0.08,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.892,0.018,24.669,20.471,19.277,1.0200000000000031,0.15744368478000004,1.4369567102562508,9.517290000000001,3290712947.783594,6.196654603631199,1572731.5664114659,0.006
296.251007,-14.9064,C,C,0.106816043,20.423,0.012,17.76,89.99,17.09,89.99,16.7,89.99,16.27,0.05,16.22,0.05,16.02,0.1,15.71,0.13,16.133,0.087,16.542,0.34,11.663,89.99,8.896,0.526,89.99,89.99,89.99,89.99,89.99,1.0600000000000023,0.03550000050000013,1.0851755508821355,9.80175,6335049315.220376,5.553850118606969,357972.8740949583,0.003
296.342804,-14.764064,C,C,0.118907332,20.448,0.028,18.0,89.99,17.41,89.99,16.95,89.99,16.55,0.04,16.54,0.04,16.12,0.1,15.43,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0500000000000007,-0.016862500000000002,0.9619167782726822,9.9195,8308067187.019132,5.3394947634386565,218521.79709488395,0.003
296.155457,-14.878673,C,C,0.107173322,20.453,0.035,17.425,89.99,16.429,89.99,15.686730019385415,89.99,15.05,0.04,15.28,0.04,15.08,0.03,14.84,0.07,15.512,0.058,15.405,0.124,12.343,89.99,9.002,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.22271496202494956,1.669994196955005,9.323286374190126,2105166130.7218156,6.388713920071828,2447450.5178609174,0.006
296.337067,-14.850516,C,C,0.117682939,19.436,0.015,16.724,89.99,16.08,89.99,15.623,89.99,15.24,0.05,15.18,0.04,14.98,0.06,14.8,0.04,15.487,0.055,15.577,0.131,12.286,89.99,8.8,89.99,89.99,89.99,89.99,89.99,89.99,1.1010000000000009,0.23448992166600013,1.7158918902914628,9.276636,1890758232.4029782,6.398373533946122,2502496.8180744243,0.006
296.22229,-14.90997,LPV,C/O,0.108574095,20.298,0.054,18.75,89.99,17.42,89.99,15.90095327967331,89.99,14.45,0.05,13.93,0.03,13.57,0.05,13.33,0.04,14.865,0.044,14.386,0.061,12.433,89.99,8.648,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.18313439593710212,1.5245244572207814,9.457360863539197,2866558858.8441772,6.301754533995291,2003339.4071325134,0.006
296.345673,-14.834577,C,C,0.120262686,19.883,0.052,17.019000000000002,89.99,16.341,89.99,15.828,89.99,15.6,0.05,15.67,0.04,15.64,0.15,15.11,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.1910000000000025,0.19661347427600018,1.5725826297451264,9.425918,2666355177.1966944,6.350622492997946,2241932.294854256,0.006
296.24246,-14.91158,LPV,C/O,0.110614012,89.99,89.99,18.75,89.99,17.21,89.99,15.32285386123578,89.99,14.04,0.08,13.53,0.04,13.14,0.04,12.87,0.03,14.837,0.044,14.07,0.047,11.933,89.99,8.123,89.99,23.382,0.181,23.441,21.682,20.213,1.7189999999999994,0.2899458701255835,1.949601588919767,9.08859862171903,1226305346.4886122,6.405672062725145,2544907.858091755,0.006
296.339813,-14.745103,C,C,0.123526193,20.177,0.037,17.844,89.99,16.882,89.99,16.258,89.99,15.62,0.04,15.75,0.09,15.64,0.04,15.12,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.586000000000002,0.11716531633600002,1.3096803644149173,9.611248,4085526200.721532,5.967889913458996,928730.9388520466,0.003
