Ra(J2000) deg,Dec(J2000) deg,Types,RUN,DCG,imag,e_imag,J,eJ,H,eH,Ks,eKs,IRAC1,e_IRAC1,IRAC2,e_IRAC2,IRAC3,e_IRAC3,IRAC4,e_IRAC4,WISE1,e_WISE1,WISE2,e_WISE2,WISE3,e_WISE3,WISE4,e_WISE4,VmagLGGS,e_VmagLGGS,BmagLGGS,RmagLGSS,ImagLGSS,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt,selected_Z
295.9872917,-14.71725,C,C/O,0.256970923,20.212,0.024,17.719,89.99,89.99,89.99,15.679292465485846,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.858,0.058,16.275,0.229,12.146,89.99,9.002,89.99,22.088,0.028,23.791,20.397,19.002,1.7189999999999994,0.22408914797122903,1.6752867281633645,9.31784208473564,2078940619.1247995,6.390083841472258,2455182.8482008525,0.006
296.01275,-14.74005556,C,C/O,0.225818294,20.04,0.027,17.353,89.99,89.99,89.99,15.674999999999999,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.807,0.048,16.016,0.183,12.363,89.99,8.942,89.99,89.99,89.99,89.99,89.99,89.99,1.6780000000000026,0.22488223745000013,1.6783488582051458,9.3147,2063953934.3992267,6.390845804369197,2459494.2092284877,0.006
296.4752083,-14.89816667,C,C,0.263512272,19.744,0.018,17.07,89.99,89.99,89.99,15.674,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.164,0.04,15.185,0.099,11.857,89.99,8.529,89.99,89.99,89.99,89.99,89.99,89.99,1.3960000000000008,0.225067000608,1.6790630349222961,9.313968000000001,2060478086.04054,6.3910202896431105,2460482.5518358983,0.006
296.5227083,-14.84297222,C,C/O,0.295607886,20.228,0.026,17.42,89.99,89.99,89.99,15.667965747517854,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.251,0.042,14.585,0.068,12.545,89.99,8.874,89.99,20.859,0.009,23.537,19.564,18.543,1.7189999999999994,0.2261819081527705,1.6833790118736542,9.309550927183071,2039627820.8545775,6.392048810525118,2466316.51192668,0.006
296.21112,-14.91074,LAV,C/O,0.110692002,89.99,89.99,19.26,0.36,17.55,0.2,15.667682598825056,0.13,14.63,0.04,14.12,0.05,13.66,0.05,13.28,0.03,15.275,0.057,14.395,0.064,11.736,89.99,8.838,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.22623422359943546,1.6835818052157023,9.309343662339941,2038654651.0401354,6.3920960429513585,2466584.754910088,0.006
296.299103,-14.783449,C,C,0.071464883,20.252,0.052,17.28,89.99,16.529,89.99,15.658999999999999,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.6210000000000022,0.22783844797800024,1.689812226065647,9.302988,2009037300.0897324,6.39349937015443,2474567.8725321824,0.006
296.539612,-14.704988,C,C/O,0.324356285,20.419,0.057,17.39,89.99,16.48,89.99,15.655859300945684,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.174,0.041,15.152,0.109,12.123,89.99,8.626,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.22841873345360297,1.6920715890646065,9.300689008292242,1998430311.424912,6.393985419726866,2477338.886224395,0.006
296.345795,-14.960103,C,C,0.196238369,19.475,0.015,16.71,89.99,16.07,89.99,15.65,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.599,0.048,15.683,0.148,11.711,89.99,8.126,89.99,21.23,0.013,23.699,19.85,18.771,1.0600000000000005,0.22950131639999993,1.6962947439303306,9.296400000000002,1978791335.2337463,6.39486138868463,2482340.704195618,0.006
296.021149,-14.796692,C,C,0.208910317,19.927,0.022,17.156000000000002,89.99,16.289,89.99,15.642999999999999,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.059,0.035,15.139,0.081,12.131,89.99,8.851,89.99,22.28,0.08,23.977,20.764,19.268,1.5130000000000035,0.23079465850600012,1.701353890403106,9.291276,1955581859.5954854,6.395855030354763,2488026.6640504487,0.006
296.4022917,-14.87413889,C,C/O,0.186912198,19.48,0.02,17.012,89.99,89.99,89.99,15.635,89.99,15.02,0.04,14.92,0.09,14.79,0.07,14.7,0.17,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3770000000000007,0.23227276376999995,1.7071542507259234,9.285420000000002,1929389896.7002947,6.396919674584675,2494133.3790872754,0.006
296.311035,-14.973057,C,C,0.189578941,20.328,0.032,17.164,89.99,16.349,89.99,15.634,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.553,0.05,15.689,0.163,12.365,89.99,8.627,89.99,89.99,89.99,89.99,89.99,89.99,1.5300000000000011,0.2324575269279998,1.7078806848117167,9.284688000000001,1926140663.9563088,6.397047407046459,2494867.0486691394,0.006
295.968842,-14.682981,C,C/O,0.286863347,19.671,0.032,16.62,89.99,16.02,89.99,15.61,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.277,0.039,15.262,0.095,12.283,89.99,8.764,89.99,89.99,89.99,89.99,89.99,89.99,1.0100000000000016,0.2368918427200002,1.7254081405230406,9.26712,1849779661.380545,6.399752777426359,2510456.9445216726,0.006
296.4102083,-14.84980556,C,C/O,0.186526308,19.742,0.021,17.09,89.99,89.99,89.99,15.604,89.99,14.83,0.05,14.97,0.06,14.87,0.08,14.74,0.1,15.068,0.042,15.234,0.114,11.612,89.99,8.82,89.99,89.99,89.99,89.99,89.99,89.99,1.4860000000000007,0.23800042166800006,1.7298180387403757,9.262728,1831167197.37812,6.400320038269784,2513738.161376668,0.006
296.209412,-14.569217,C,C,0.233362943,89.99,89.99,17.253,89.99,16.39,89.99,15.59,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.6630000000000003,0.24058710587999999,1.7401516830016424,9.252480000000002,1788463165.4388187,6.401471753958111,2520413.249365177,0.006
296.191315,-14.818703,C,C,0.04226881,20.292,0.037,16.75,89.99,16.05,89.99,15.57,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.117,0.066,15.358,0.149,12.163,89.99,8.933,89.99,21.241,0.015,23.289,20.18,19.229,1.1799999999999997,0.24428236904,1.7550212084518753,9.237840000000002,1729179188.6954885,6.402694856183702,2527521.486271478,0.006
296.286987,-14.962574,C,C,0.170697438,20.028,0.033,17.246000000000002,89.99,16.297,89.99,15.559,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.225,0.046,15.631,0.142,12.265,89.99,8.457,89.99,89.99,89.99,89.99,89.99,89.99,1.687000000000003,0.2463147637780001,1.7632535373535683,9.229788,1697414860.4548883,6.403153216925395,2530190.4775762544,0.006
296.461375,-14.85475,C,C,0.237385503,89.99,89.99,17.220000000000002,89.99,89.99,89.99,15.548,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.6720000000000024,0.24834715851599998,1.7715244818792877,9.221736,1666234030.185578,6.403457768770985,2531965.4124649544,0.006
296.275482,-14.853798,C,C,0.069180494,20.369,0.027,17.152,89.99,16.271,89.99,15.535,89.99,14.8,0.03,14.93,0.04,14.86,0.05,14.45,0.04,15.409,0.064,16.429,0.315,12.25,89.99,8.857,89.99,89.99,89.99,89.99,89.99,89.99,1.6170000000000009,0.25074907957000003,1.781349267669298,9.212220000000002,1630121592.1298862,6.403617623062157,2532897.545041526,0.006
296.4646,-14.807542,C,C/O,0.234673476,19.521,0.031,16.944,89.99,16.231,89.99,15.497,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.4469999999999992,0.2577700795739999,1.8103814024171685,9.184404,1528987729.1232703,6.402823356686927,2528269.4484280786,0.006
296.08905,-14.945495,C,C/O,0.201376595,20.732,0.076,18.44,89.99,89.99,89.99,15.494603376600386,89.99,14.94,0.07,14.61,0.07,14.32,0.04,13.91,0.07,14.476,0.031,13.95,0.04,12.522,89.99,8.829,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.25821288728184943,1.8122282130354541,9.182649671671484,1522823855.922146,6.402709460534404,2527606.4825870777,0.006
296.250244,-15.015092,C,C,0.214379966,20.29,0.04,18.236,89.99,17.14,89.99,15.491561745866766,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,14.901,0.035,14.262,0.053,12.346,89.99,8.768,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.25877486858166265,1.8145747719444307,9.180423197974473,1515036856.0426795,6.4025539053535665,2526701.309039069,0.006
296.28897,-14.81087,LPV,C/O,0.059683339,89.99,89.99,19.73,89.99,17.89,89.99,15.476997549182165,89.99,13.74,0.04,12.91,0.06,12.31,0.04,11.84,0.03,14.432,0.042,13.375,0.036,10.497,0.1,7.482,0.163,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.26146579555484273,1.8258529417073732,9.169762206001346,1478298737.484408,6.4016377272863405,2521376.654007857,0.006
296.334747,-14.99367,C,C,0.218714275,20.131,0.029,17.119,89.99,16.239,89.99,15.459,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.136,0.04,15.181,0.092,12.026,89.99,8.605,0.486,89.99,89.99,89.99,89.99,89.99,1.6600000000000001,0.26479107957799997,1.8398866980792505,9.156588,1434128280.427845,6.400111104358296,2512529.1226859344,0.006
296.29114,-14.6977,LPV,C/O,0.120614512,89.99,89.99,19.04,89.99,17.62,89.99,15.44768259882506,89.99,14.56,0.05,13.98,0.05,13.62,0.04,13.17,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.266882118359435,1.848766735475134,9.148303662339945,1407030988.1206758,6.398925849116187,2505681.399673431,0.006
296.3714583,-14.90411111,C,C/O,0.174655752,20.097,0.034,17.297,89.99,89.99,89.99,15.437604426950884,89.99,14.54,0.05,14.73,0.07,14.65,0.07,14.16,0.06,14.762,0.034,14.531,0.062,12.509,89.99,8.712,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.26874419322177445,1.8567104991295205,9.140926440528048,1383332054.572427,6.397722869171612,2498750.3569836994,0.006
296.21729,-14.77647,LPV,C/O,0.028223821,89.99,89.99,18.17,89.99,16.99,89.99,15.431067454613787,89.99,14.29,0.04,13.83,0.05,13.72,0.04,13.24,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2699519848745351,1.8618812777147202,9.136141376777292,1368174137.655558,6.396867904710936,2493836.084786043,0.006
296.26569,-14.72024,LPV,C/O,0.088907936,89.99,89.99,19.580000000000002,89.99,17.78,89.99,15.42334745225509,89.99,13.91,0.05,13.28,0.04,12.85,0.06,12.51,0.06,14.401,0.039,13.586,0.038,11.075,0.16,6.545,0.075,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2713783568900954,1.868006387318801,9.130490335050727,1350486773.2908223,6.395782209391088,2487609.5155075346,0.006
296.545625,-14.90069444,C,C/O,0.330794468,19.993,0.028,17.223,89.99,89.99,89.99,15.420037941607882,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.011,0.04,15.015,0.089,12.243,89.99,8.892,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.271989832528708,1.8706383454637039,9.12806777325697,1342974520.9173281,6.395291496687944,2484800.3335811435,0.006
296.20415,-14.63486,O,C/O,0.168801062,19.92,0.013,16.38,89.99,15.91,89.99,15.39,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,20.508,0.007,22.37,19.277,17.864,0.9899999999999984,0.27753973747999994,1.894696869160043,9.116800000000001,1308579161.2451036,6.400859136260906,2516860.449789479,0.006
296.0512083,-14.72680556,C,C,0.193832805,19.839,0.022,17.388,89.99,89.99,89.99,15.375821009220967,89.99,14.9,0.05,15.03,0.08,15.09,0.06,14.64,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.28015949259358686,1.906160617905715,9.110844823872807,1290757995.3271084,6.40241040753294,2525866.5845549786,0.006
296.479218,-14.974156,C,C,0.303085849,19.493,0.015,16.682000000000002,89.99,15.943,89.99,15.317,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.365000000000002,0.29102744801400005,1.9544629766446704,9.08614,1219382618.0877285,6.40578501099856,2545569.806013886,0.006
296.0104583,-14.74452778,C,C/O,0.226856323,19.272,0.011,16.783,89.99,89.99,89.99,15.291,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.162,0.043,15.28,0.106,11.884,89.99,8.942,89.99,89.99,89.99,89.99,89.99,89.99,1.4920000000000009,0.29583129012199993,1.9762017981400368,9.075220000000002,1189104438.0072792,6.40568567707275,2544987.6376070753,0.006
296.0429167,-14.78219444,C,C,0.188094281,19.577,0.04,16.833000000000002,89.99,89.99,89.99,15.251999999999999,89.99,15.04,0.08,14.95,0.06,14.85,0.14,14.33,0.05,14.997,0.04,15.107,0.093,12.477,89.99,8.798,89.99,89.99,89.99,89.99,89.99,89.99,1.581000000000003,0.3030370532840001,2.009264232383692,9.05884,1145090996.6117702,6.403684966842172,2533290.338705606,0.006
296.0052083,-14.88833333,C,C/O,0.240918744,19.474,0.037,16.732,89.99,89.99,89.99,15.237,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.147,0.041,15.608,0.129,12.555,89.99,8.874,89.99,21.354,0.012,23.785,19.856,18.573,1.4949999999999992,0.3058085006539999,2.0221273380814395,9.05254,1128599880.6313765,6.36178559088295,2300305.8869704576,0.008
296.4425,-14.76263889,C,C,0.216054802,19.939,0.037,16.974,89.99,89.99,89.99,15.20957790283705,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,14.615,0.034,14.629,0.063,12.294,89.99,8.612,0.505,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.3108750939248093,2.045856149825204,9.041022719191563,1099063333.0879426,6.361108593927864,2296722.8644286008,0.008
296.117004,-14.632751,C,C,0.203228257,19.008,0.019,16.26,89.99,15.59,89.99,15.19,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.009,0.038,15.073,0.092,11.961,89.99,8.963,89.99,20.607,0.008,22.887,19.353,18.22,1.070000000000002,0.3144923690800001,2.0629674189163674,9.032800000000002,1078449963.293836,6.360133512482534,2291572.0283914213,0.008
296.30179,-14.90356,LAV,C/O,0.124640989,89.99,89.99,19.55,0.26,17.75,0.18,15.159354830506567,0.44,14.43,0.04,13.84,0.08,13.39,0.06,12.91,0.05,14.515,0.036,13.6,0.038,12.2,89.99,8.622,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.32015446737305187,2.0900393718993526,9.01992902881276,1046957443.218987,6.357781839955228,2279196.8707137182,0.008
296.29793,-14.74687,LPV,C/O,0.087278433,89.99,89.99,20.2,89.99,18.08,89.99,15.121141237128557,89.99,14.14,0.07,13.07,0.08,12.19,0.07,11.47,0.02,14.116,0.035,12.553,0.028,10.904,0.133,8.848,89.99,23.11,0.195,23.56,22.372,21.801,1.7189999999999994,0.3272149315641011,2.1242955119554825,9.003879319593995,1008972476.9708778,6.353433259073893,2256489.199123716,0.008
