Ra(J2000) deg,Types,RUN,DCG,imag,e_imag,J,eJ,H,eH,Ks,eKs,IRAC1,e_IRAC1,IRAC2,e_IRAC2,IRAC3,e_IRAC3,IRAC4,e_IRAC4,WISE1,e_WISE1,WISE2,e_WISE2,WISE3,e_WISE3,WISE4,e_WISE4,VmagLGGS,e_VmagLGGS,BmagLGGS,RmagLGSS,ImagLGSS,Flux_imag,Flambda_imag,err_Flambda_imag,lambda_imag,err_lambda_imag,err_Flambda_prime_imag,Flux_J,Flambda_J,err_Flambda_J,lambda_J,err_lambda_J,err_Flambda_prime_J,Flux_H,Flambda_H,err_Flambda_H,lambda_H,err_lambda_H,err_Flambda_prime_H,Flux_Ks,Flambda_Ks,err_Flambda_Ks,lambda_Ks,err_lambda_Ks,err_Flambda_prime_Ks,Flux_IRAC1,Flambda_IRAC1,err_Flambda_IRAC1,lambda_IRAC1,err_lambda_IRAC1,err_Flambda_prime_IRAC1,Flux_IRAC2,Flambda_IRAC2,err_Flambda_IRAC2,lambda_IRAC2,err_lambda_IRAC2,err_Flambda_prime_IRAC2,Flux_IRAC3,Flambda_IRAC3,err_Flambda_IRAC3,lambda_IRAC3,err_lambda_IRAC3,err_Flambda_prime_IRAC3,Flux_IRAC4,Flambda_IRAC4,err_Flambda_IRAC4,lambda_IRAC4,err_lambda_IRAC4,err_Flambda_prime_IRAC4,Flux_WISE1,Flambda_WISE1,err_Flambda_WISE1,lambda_WISE1,err_lambda_WISE1,err_Flambda_prime_WISE1,Flux_WISE2,Flambda_WISE2,err_Flambda_WISE2,lambda_WISE2,err_lambda_WISE2,err_Flambda_prime_WISE2,Flux_WISE3,Flambda_WISE3,err_Flambda_WISE3,lambda_WISE3,err_lambda_WISE3,err_Flambda_prime_WISE3,Flux_WISE4,Flambda_WISE4,err_Flambda_WISE4,lambda_WISE4,err_lambda_WISE4,err_Flambda_prime_WISE4,f_scale_c,f_scale_o,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
296.1151667,C,C/O,0.119224407,20.288,0.025,17.248,89.99,89.99,89.99,15.15302,89.99,15.05,0.08,15.2,0.04,14.97,0.05,14.79,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,2.92E-05,1.17E-16,2.07E-17,0.75,0.12533,0.070815819,0.000201043,4.83E-16,89.99,1.25,0.214914,89.99,89.99,89.99,89.99,1.66,0.260965,89.99,0.000449915,6.16E-16,89.99,2.19,0.278455,89.99,0.000268257,2.24E-16,5.33E-17,3.6,0.743171,0.092873704,0.000149468,9.96E-17,2.40E-17,4.5,1.009682,0.093552576,0.000118222,6.11E-17,1.59E-17,5.8,1.391189,0.100322347,7.87E-05,2.95E-17,1.15E-17,8,2.831177,0.142982657,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,8.50E-16,9.10E-16,1.1,0.36761914,2.331412604,8.715477876,519371215.4,5.394292983,247909.3933
296.21322,O,C/O,0.121860816,19.235,0.096,16.15,89.99,15.55,89.99,14.981,89.99,14.2,0.07,14.06,0.09,13.83,0.05,13.5,0.06,14.863,0.034,14.602,0.067,11.969,89.99,8.352,89.99,89.99,89.99,89.99,89.99,89.99,7.71E-05,3.08E-16,6.33E-17,0.75,0.12533,0.081169616,0.000552699,1.33E-15,89.99,1.25,0.214914,89.99,0.000689128,1.25E-15,89.99,1.66,0.260965,89.99,0.0006667,9.13E-16,89.99,2.19,0.278455,89.99,0.000586883,4.89E-16,1.15E-16,3.6,0.743171,0.091468715,0.000427118,2.85E-16,7.41E-17,4.5,1.009682,0.100499359,0.00033783,1.75E-16,4.54E-17,5.8,1.391189,0.100322347,0.000258372,9.69E-17,3.66E-17,8,2.831177,0.139216794,0.000351169,3.13E-16,6.33E-17,3.368,0.635793,0.080039809,0.000247851,1.61E-16,4.29E-17,4.618,1.107319,0.102633737,0.000516539,1.28E-16,89.99,12.082,6.275804,89.99,0.003815593,5.16E-16,89.99,22.194,4.739734,89.99,1.65E-15,2.10E-15,1.1,0.383617,2.418894906,8.677594944,475986838.3,5.382730079,241396.0056
296.170105,C,C,0.121039928,20.16,0.021,17.166,89.99,16.439,89.99,16.00114,89.99,15.68,0.05,15.75,0.05,15.96,0.16,15.28,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.29E-05,1.31E-16,2.31E-17,0.75,0.12533,0.070225096,0.000216814,5.20E-16,89.99,1.25,0.214914,89.99,0.000303878,5.49E-16,89.99,1.66,0.260965,89.99,0.000260814,3.57E-16,89.99,2.19,0.278455,89.99,0.000150159,1.25E-16,2.83E-17,3.6,0.743171,0.088645028,9.01E-05,6.00E-17,1.47E-17,4.5,1.009682,0.094950851,4.75E-05,2.46E-17,7.47E-18,5.8,1.391189,0.11523102,5.01E-05,1.88E-17,7.48E-18,8,2.831177,0.145475212,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6.50E-16,89.99,1.1,0.24617004,1.762666051,9.040233653,1097068267,5.447258588,280064.8387
296.163086,C,C,0.114423182,19.389,0.01,16.55,89.99,15.88,89.99,15.3396,89.99,14.89,0.05,14.88,0.07,14.65,0.06,14.44,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,6.69E-05,2.67E-16,4.58E-17,0.75,0.12533,0.068596453,0.000382374,9.18E-16,89.99,1.25,0.214914,89.99,0.000508511,9.19E-16,89.99,1.66,0.260965,89.99,0.000474166,6.50E-16,89.99,2.19,0.278455,89.99,0.000310851,2.59E-16,5.87E-17,3.6,0.743171,0.088645028,0.0002007,1.34E-16,3.38E-17,4.5,1.009682,0.097733966,0.000158744,8.21E-17,2.17E-17,5.8,1.391189,0.101699028,0.000108704,4.08E-17,1.51E-17,8,2.831177,0.136687954,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,1.15E-15,89.99,1.1,0.3502672,2.240098937,8.762086042,578210590,5.412748933,258671.7096
296.138214,C,C,0.120802324,20.053,0.03,17.027,89.99,16.188,89.99,15.2991,89.99,14.96,0.05,15.03,0.05,14.92,0.08,14.74,0.05,15.317,0.056,15.523,0.136,11.772,89.99,8.587,89.99,89.99,89.99,89.99,89.99,89.99,3.63E-05,1.45E-16,2.60E-17,0.75,0.12533,0.071553095,0.000246427,5.91E-16,89.99,1.25,0.214914,89.99,0.000382913,6.92E-16,89.99,1.66,0.260965,89.99,0.000431649,5.91E-16,89.99,2.19,0.278455,89.99,0.000291442,2.43E-16,5.50E-17,3.6,0.743171,0.088645028,0.000174803,1.17E-16,2.85E-17,4.5,1.009682,0.094950851,0.000123793,6.40E-17,1.74E-17,5.8,1.391189,0.104439368,8.25E-05,3.09E-17,1.16E-17,8,2.831177,0.137954215,0.000231162,2.06E-16,4.35E-17,3.368,0.635793,0.08320677,0.000106118,6.89E-17,2.03E-17,4.618,1.107319,0.111995771,0.000619303,1.54E-16,89.99,12.082,6.275804,89.99,0.003072997,4.15E-16,89.99,22.194,4.739734,89.99,8.50E-16,89.99,1.1,0.3540337,2.259611103,8.752021954,564965533.1,5.408832489,256349.5087
296.112915,C,C,0.119810963,20.063,0.018,17.15,89.99,16.46,89.99,15.774,89.99,15.44,0.05,15.43,0.04,15.65,0.06,15.17,0.08,15.649,0.057,15.915,0.185,11.99,89.99,8.69,89.99,21.964,0.025,23.095,21.071,20.066,3.59E-05,1.44E-16,2.51E-17,0.75,0.12533,0.069781526,0.000220033,5.28E-16,89.99,1.25,0.214914,89.99,0.000298057,5.39E-16,89.99,1.66,0.260965,89.99,0.000304741,4.17E-16,89.99,2.19,0.278455,89.99,0.000187306,1.56E-16,3.53E-17,3.6,0.743171,0.088645028,0.000120934,8.06E-17,1.94E-17,4.5,1.009682,0.093552576,6.32E-05,3.27E-17,8.63E-18,5.8,1.391189,0.101699028,5.55E-05,2.08E-17,8.03E-18,8,2.831177,0.141730994,0.000170262,1.52E-16,3.21E-17,3.368,0.635793,0.083350176,7.40E-05,4.80E-17,1.51E-17,4.618,1.107319,0.118523717,0.000506644,1.26E-16,89.99,12.082,6.275804,89.99,0.002794873,3.78E-16,89.99,22.194,4.739734,89.99,7.10E-16,89.99,1.1,0.272272,1.871854121,8.970489216,934306168.1,5.459315145,287948.715
296.1207083,C,C/O,0.117374212,20.225,0.02,17.611,89.99,89.99,89.99,15.85274,89.99,15.9,0.05,16.04,0.07,15.54,0.07,15.48,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.10E-05,1.24E-16,2.17E-17,0.75,0.12533,0.07007729,0.000143909,3.45E-16,89.99,1.25,0.214914,89.99,89.99,89.99,89.99,1.66,0.260965,89.99,0.000257235,3.52E-16,89.99,2.19,0.278455,89.99,0.000122617,1.02E-16,2.31E-17,3.6,0.743171,0.088645028,6.90E-05,4.60E-17,1.16E-17,4.5,1.009682,0.097733966,6.99E-05,3.62E-17,9.69E-18,5.8,1.391189,0.103071359,4.17E-05,1.56E-17,6.29E-18,8,2.831177,0.146716145,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,5.10E-16,6.00E-16,1.1,0.26308764,1.832684218,8.995029826,988620987.6,5.457158259,286522.1879
296.350891,C,C,0.128850172,89.99,89.99,16.78,89.99,16.22,89.99,15.78,89.99,15.27,0.04,15.27,0.07,14.96,0.06,14.86,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.75,0.12533,89.99,0.000309377,7.43E-16,89.99,1.25,0.214914,89.99,0.000371792,6.72E-16,89.99,1.66,0.260965,89.99,0.000325035,4.45E-16,89.99,2.19,0.278455,89.99,0.000219054,1.83E-16,4.06E-17,3.6,0.743171,0.087226269,0.000140135,9.34E-17,2.36E-17,4.5,1.009682,0.097733966,0.000119316,6.17E-17,1.63E-17,5.8,1.391189,0.101699028,7.38E-05,2.77E-17,1.09E-17,8,2.831177,0.144230722,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,9.10E-16,89.99,1,0.27124,1.867411375,8.97324672,940257313.2,5.459179401,287858.7276
296.12738,C,C,0.123094049,20.097,0.016,17.36,89.99,16.81,89.99,16.34,89.99,16.11,0.06,16.15,0.06,15.87,0.08,15.81,0.13,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.48E-05,1.39E-16,2.42E-17,0.75,0.12533,0.069485561,0.000181338,4.35E-16,89.99,1.25,0.214914,89.99,0.000215924,3.90E-16,89.99,1.66,0.260965,89.99,0.000194058,2.66E-16,89.99,2.19,0.278455,89.99,0.000101054,8.42E-17,1.94E-17,3.6,0.743171,0.090059166,6.23E-05,4.15E-17,1.03E-17,4.5,1.009682,0.096344638,5.16E-05,2.67E-17,7.26E-18,5.8,1.391189,0.104439368,3.08E-05,1.15E-17,4.68E-18,8,2.831177,0.147953543,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,5.10E-16,89.99,1.02,0.20677,1.609792872,9.14551056,1398010908,5.391080569,246082.4088
296.2677,LAV,C/O,0.126794375,20.764,0.042,19.4,1.62,17.6,0.76,15.4434,0.53,14.36,0.08,13.99,0.06,13.71,0.06,13.42,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.88E-05,7.54E-17,1.39E-17,0.75,0.12533,0.073317466,2.77E-05,6.65E-17,5.45E-17,1.25,0.214914,0.26005497,0.000104304,1.89E-16,8.69E-17,1.66,0.260965,0.164711991,0.000214749,2.94E-16,9.98E-17,2.19,0.278455,0.126828707,0.000506468,4.22E-16,1.01E-16,3.6,0.743171,0.092873704,0.000455563,3.04E-16,7.54E-17,4.5,1.009682,0.096344638,0.00037731,1.95E-16,5.15E-17,5.8,1.391189,0.101699028,0.000278128,1.04E-16,3.90E-17,8,2.831177,0.137954215,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6.10E-16,6.90E-16,1.1,0.3291352,2.133709054,8.818550746,658492367.7,5.433333876,271227.5971
296.1187083,C,C/O,0.119601325,20.235,0.065,18.091,89.99,89.99,89.99,15.76004,89.99,15.08,0.06,14.76,0.06,14.6,0.07,14.3,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.07E-05,1.23E-16,2.37E-17,0.75,0.12533,0.076679272,9.25E-05,2.22E-16,89.99,1.25,0.214914,89.99,89.99,89.99,89.99,1.66,0.260965,89.99,0.000242287,3.32E-16,89.99,2.19,0.278455,89.99,0.000260947,2.17E-16,5.01E-17,3.6,0.743171,0.090059166,0.000224155,1.49E-16,3.71E-17,4.5,1.009682,0.096344638,0.000166226,8.60E-17,2.30E-17,5.8,1.391189,0.103071359,0.000123664,4.64E-17,1.77E-17,8,2.831177,0.140475713,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6.10E-16,6.30E-16,1.1,0.27467312,1.882231859,8.964073423,920605199.4,5.459529651,288090.9734
296.179413,C,C,0.124382671,19.926,0.025,17.04,89.99,16.35,89.99,16.01,89.99,15.87,0.08,15.88,0.08,15.96,0.1,15.56,0.14,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,4.08E-05,1.63E-16,2.89E-17,0.75,0.12533,0.070815819,0.000243494,5.84E-16,89.99,1.25,0.214914,89.99,0.000329837,5.96E-16,89.99,1.66,0.260965,89.99,0.000262985,3.60E-16,89.99,2.19,0.278455,89.99,0.000126053,1.05E-16,2.50E-17,3.6,0.743171,0.092873704,7.99E-05,5.33E-17,1.37E-17,4.5,1.009682,0.099118864,4.75E-05,2.46E-17,6.88E-18,5.8,1.391189,0.107162525,3.87E-05,1.45E-17,5.96E-18,8,2.831177,0.149187425,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,3.00E-16,89.99,1.03,0.24516,1.758571376,9.04293248,1103906982,5.446411202,279518.9154
296.346741,C,C,0.128493765,19.924,0.012,17.12,89.99,16.481,89.99,15.92616,89.99,15.51,0.08,15.46,0.06,15.29,0.04,15.21,0.05,15.73,0.065,15.724,0.158,12.37,89.99,8.914,89.99,89.99,89.99,89.99,89.99,89.99,4.08E-05,1.63E-16,2.81E-17,0.75,0.12533,0.068893025,0.000226198,5.43E-16,89.99,1.25,0.214914,89.99,0.000292348,5.28E-16,89.99,1.66,0.260965,89.99,0.000277415,3.80E-16,89.99,2.19,0.278455,89.99,0.000175611,1.46E-16,3.49E-17,3.6,0.743171,0.092873704,0.000117638,7.84E-17,1.95E-17,4.5,1.009682,0.096344638,8.80E-05,4.55E-17,1.17E-17,5.8,1.391189,0.098941288,5.35E-05,2.01E-17,7.50E-18,8,2.831177,0.137954215,0.000158022,1.41E-16,3.02E-17,3.368,0.635793,0.084495718,8.82E-05,5.73E-17,1.74E-17,4.618,1.107319,0.114938829,0.000357029,8.87E-17,89.99,12.082,6.275804,89.99,0.002273851,3.07E-16,89.99,22.194,4.739734,89.99,6.50E-16,89.99,1.1,0.25471776,1.797702242,9.017394145,1040864377,5.453256007,283959.2412
296.29919,C,C/O,0.130154192,20.384,0.049,17.36,89.99,16.22,89.99,14.6454,89.99,14.08,0.04,13.68,0.04,13.49,0.09,13.36,0.02,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,2.67E-05,1.07E-16,2.00E-17,0.75,0.12533,0.074343382,0.000181338,4.35E-16,89.99,1.25,0.214914,89.99,0.000371792,6.72E-16,89.99,1.66,0.260965,89.99,0.000613664,8.41E-16,89.99,2.19,0.278455,89.99,0.000655468,5.46E-16,1.22E-16,3.6,0.743171,0.087226269,0.000606105,4.04E-16,9.71E-17,4.5,1.009682,0.093552576,0.000462059,2.39E-16,6.59E-17,5.8,1.391189,0.105803081,0.000293931,1.10E-16,3.99E-17,8,2.831177,0.134144303,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,2.00E-15,2.20E-15,1.1,0.4558742,2.856762919,8.506489894,320988811.2,5.358253514,228167.3583
296.18378,LAV,C/O,0.127828638,89.99,89.99,19.37,1.4,17.64,0.95,15.1236,0.67,14.08,0.11,13.64,0.07,13.03,0.05,12.39,0.02,14.551,0.03,13.333,0.031,11.584,0.24,8.984,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.75,0.12533,89.99,2.85E-05,6.83E-17,5.00E-17,1.25,0.214914,0.238530636,0.000100531,1.82E-16,9.76E-17,1.66,0.260965,0.186732588,0.000267874,3.67E-16,1.45E-16,2.19,0.278455,0.144620406,0.000655468,5.46E-16,1.37E-16,3.6,0.743171,0.097061604,0.000628851,4.19E-16,1.06E-16,4.5,1.009682,0.097733966,0.000705826,3.65E-16,9.49E-17,5.8,1.391189,0.100322347,0.000718199,2.69E-16,9.75E-17,8,2.831177,0.134144303,0.000468076,4.17E-16,8.37E-17,3.368,0.635793,0.079461509,0.000797609,5.18E-16,1.31E-16,4.618,1.107319,0.097667886,0.000736382,1.83E-16,1.13E-16,12.082,6.275804,0.208289273,0.002131877,2.88E-16,89.99,22.194,4.739734,89.99,9.20E-16,9.80E-16,1.1,0.3703552,2.346146893,8.708998886,511680523.5,5.392256892,246749.8468
296.223907,C,C,0.120924601,20.059,0.034,17.02,89.99,16.33,89.99,15.6716,89.99,15.16,0.06,14.97,0.06,14.62,0.04,14.5,0.09,15.579,0.052,15.366,0.121,12.362,89.99,8.759,89.99,89.99,89.99,89.99,89.99,89.99,3.61E-05,1.44E-16,2.61E-17,0.75,0.12533,0.072142015,0.000248021,5.95E-16,89.99,1.25,0.214914,89.99,0.00033597,6.07E-16,89.99,1.66,0.260965,89.99,0.000337233,4.62E-16,89.99,2.19,0.278455,89.99,0.000242411,2.02E-16,4.66E-17,3.6,0.743171,0.090059166,0.000184735,1.23E-16,3.06E-17,4.5,1.009682,0.096344638,0.000163192,8.44E-17,2.16E-17,5.8,1.391189,0.098941288,0.00010286,3.86E-17,1.50E-17,8,2.831177,0.142982657,0.0001816,1.62E-16,3.39E-17,3.368,0.635793,0.082632674,0.000122628,7.97E-17,2.30E-17,4.618,1.107319,0.109977644,0.000359669,8.93E-17,89.99,12.082,6.275804,89.99,0.002622781,3.55E-16,89.99,22.194,4.739734,89.99,8.10E-16,89.99,1.1,0.2898848,1.949327457,8.923427814,838354721.2,5.457773042,286928.0735
296.193542,C,C,0.128689322,19.929,0.039,17.288,89.99,16.498,89.99,15.92994,89.99,15.67,0.07,15.58,0.06,15.08,0.07,14.8,0.06,15.773,0.056,15.891,0.167,12.335,89.99,8.776,89.99,89.99,89.99,89.99,89.99,89.99,4.07E-05,1.63E-16,2.97E-17,0.75,0.12533,0.072877045,0.000193771,4.65E-16,89.99,1.25,0.214914,89.99,0.000287806,5.20E-16,89.99,1.66,0.260965,89.99,0.000265174,3.63E-16,89.99,2.19,0.278455,89.99,0.000151549,1.26E-16,2.96E-17,3.6,0.743171,0.091468715,0.000105329,7.02E-17,1.74E-17,4.5,1.009682,0.096344638,0.000106831,5.53E-17,1.48E-17,5.8,1.391189,0.103071359,7.80E-05,2.93E-17,1.11E-17,8,2.831177,0.139216794,0.000151886,1.35E-16,2.86E-17,3.368,0.635793,0.08320677,7.56E-05,4.91E-17,1.51E-17,4.618,1.107319,0.116137083,0.000368725,9.16E-17,89.99,12.082,6.275804,89.99,0.002582035,3.49E-16,89.99,22.194,4.739734,89.99,6.10E-16,89.99,1.1,0.25428684,1.795919392,9.018545564,1043627618,5.453003135,283793.9513
296.233887,C,C,0.130439928,19.534,0.023,16.94,89.99,16.26,89.99,15.94,89.99,15.77,0.04,15.82,0.06,15.62,0.07,15.18,0.06,16.037,0.066,16.555,0.327,12.381,89.99,8.641,89.99,21.152,0.015,23.432,19.93,18.887,5.85E-05,2.34E-16,4.13E-17,0.75,0.12533,0.070520558,0.000266986,6.41E-16,89.99,1.25,0.214914,89.99,0.000358344,6.48E-16,89.99,1.66,0.260965,89.99,0.000280498,3.84E-16,89.99,2.19,0.278455,89.99,0.000138214,1.15E-16,2.56E-17,3.6,0.743171,0.087226269,8.44E-05,5.63E-17,1.40E-17,4.5,1.009682,0.096344638,6.50E-05,3.36E-17,9.00E-18,5.8,1.391189,0.103071359,5.50E-05,2.06E-17,7.79E-18,8,2.831177,0.139216794,0.000119101,1.06E-16,2.28E-17,3.368,0.635793,0.084638699,4.10E-05,2.66E-17,9.88E-18,4.618,1.107319,0.136905417,0.00035343,8.78E-17,89.99,12.082,6.275804,89.99,0.002923897,3.95E-16,89.99,22.194,4.739734,89.99,8.50E-16,89.99,1,0.25314,1.79118317,9.02160992,1051017434,5.452304868,283338.0287
296.204498,C,C,0.129910664,20.699,0.083,18.12,89.99,17.55,89.99,17.21,89.99,16.83,0.06,16.96,0.07,16.67,0.09,16.17,0,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,2.00E-05,8.00E-17,1.60E-17,0.75,0.12533,0.079292218,9.01E-05,2.16E-16,89.99,1.25,0.214914,89.99,0.000109219,1.97E-16,89.99,1.66,0.260965,89.99,8.71E-05,1.19E-16,89.99,2.19,0.278455,89.99,5.21E-05,4.34E-17,1.00E-17,3.6,0.743171,0.090059166,2.95E-05,1.97E-17,4.97E-18,4.5,1.009682,0.097733966,2.47E-05,1.28E-17,3.52E-18,5.8,1.391189,0.105803081,2.21E-05,8.28E-18,2.93E-18,8,2.831177,0.131585666,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,2.50E-16,89.99,0.91,0.03568,1.08562541,9.6496456,4463192309,4.647448966,44406.74762
296.106384,C,C,0.128325533,20.333,0.034,17.42,89.99,16.8,89.99,16.51,89.99,16.31,0.06,16.33,0.05,16.68,0.16,15.29,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,2.80E-05,1.12E-16,2.03E-17,0.75,0.12533,0.072142015,0.000171589,4.12E-16,89.99,1.25,0.214914,89.99,0.000217921,3.94E-16,89.99,1.66,0.260965,89.99,0.000165932,2.27E-16,89.99,2.19,0.278455,89.99,8.41E-05,7.00E-17,1.61E-17,3.6,0.743171,0.090059166,5.28E-05,3.52E-17,8.60E-18,4.5,1.009682,0.094950851,2.45E-05,1.27E-17,3.85E-18,5.8,1.391189,0.11523102,4.97E-05,1.86E-17,7.04E-18,8,2.831177,0.139216794,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,4.50E-16,89.99,0.91,0.17158,1.48449931,9.23953824,1735954108,5.298736586,198946.6296
296.356781,C,C/O,0.137604615,19.594,0.034,17.054,89.99,16.329,89.99,15.76218,89.99,15.44,0.06,15.5,0.05,15.31,0.05,15.13,0.1,14.701,0.038,14.91,0.093,12.281,89.99,8.844,89.99,21.494,0.018,23.471,20.199,19.067,5.54E-05,2.21E-16,4.00E-17,0.75,0.12533,0.072142015,0.000240374,5.77E-16,89.99,1.25,0.214914,89.99,0.000336279,6.08E-16,89.99,1.66,0.260965,89.99,0.000314724,4.31E-16,89.99,2.19,0.278455,89.99,0.000187306,1.56E-16,3.60E-17,3.6,0.743171,0.090059166,0.000113383,7.56E-17,1.85E-17,4.5,1.009682,0.094950851,8.64E-05,4.47E-17,1.16E-17,5.8,1.391189,0.100322347,5.76E-05,2.16E-17,8.50E-18,8,2.831177,0.144230722,0.000407678,3.63E-16,7.41E-17,3.368,0.635793,0.080617341,0.000186634,1.21E-16,3.36E-17,4.618,1.107319,0.106185197,0.000387528,9.62E-17,89.99,12.082,6.275804,89.99,0.002425281,3.28E-16,89.99,22.194,4.739734,89.99,8.10E-16,8.80E-16,1.1,0.27430504,1.880637276,8.965056933,922692378.1,5.459505888,288075.2107
296.21802,C,C/O,0.124637089,20.329,0.062,17.47,89.99,16.56,89.99,15.5696,89.99,15.22,0.04,15.26,0.07,15.25,0.11,14.65,0.08,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,2.81E-05,1.13E-16,2.16E-17,0.75,0.12533,0.076242249,0.000163866,3.93E-16,89.99,1.25,0.214914,89.99,0.000271832,4.91E-16,89.99,1.66,0.260965,89.99,0.000322055,4.41E-16,89.99,2.19,0.278455,89.99,0.000229378,1.91E-16,4.25E-17,3.6,0.743171,0.087226269,0.000141432,9.43E-17,2.38E-17,4.5,1.009682,0.097733966,9.13E-05,4.72E-17,1.34E-17,5.8,1.391189,0.108517726,8.96E-05,3.36E-17,1.30E-17,8,2.831177,0.141730994,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6.80E-16,7.30E-16,1.1,0.3074288,2.029685738,8.876550246,752575795.6,5.449851507,281741.9441
296.1002083,C,C/O,0.130665577,20.396,0.025,17.418,89.99,89.99,89.99,15.1588,89.99,15.02,0.05,15.15,0.08,15.08,0.05,14.52,0.06,15.014,0.046,14.895,0.093,12.309,89.99,8.57,89.99,89.99,89.99,89.99,89.99,89.99,2.64E-05,1.06E-16,1.87E-17,0.75,0.12533,0.070815819,0.000171905,4.13E-16,89.99,1.25,0.214914,89.99,89.99,89.99,89.99,1.66,0.260965,89.99,0.00042927,5.88E-16,89.99,2.19,0.278455,89.99,0.000275773,2.30E-16,5.20E-17,3.6,0.743171,0.088645028,0.000156512,1.04E-16,2.68E-17,4.5,1.009682,0.099118864,0.000106831,5.53E-17,1.44E-17,5.8,1.391189,0.100322347,0.000100982,3.79E-17,1.43E-17,8,2.831177,0.139216794,0.000305574,2.72E-16,5.64E-17,3.368,0.635793,0.081770105,0.00018923,1.23E-16,3.40E-17,4.618,1.107319,0.106185197,0.000377662,9.38E-17,89.99,12.082,6.275804,89.99,0.003121491,4.22E-16,89.99,22.194,4.739734,89.99,7.80E-16,8.00E-16,1.1,0.3670816,2.328528726,8.717157965,521384318.4,5.395101727,248371.481
