#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.87  0.13  0.49841 -1.382 3.593  4.833 12.70  0.038 0.00 20.924 24.465 23.376 22.104 21.196 20.278 19.269 18.616 18.470  0.498 
 1   9.87  0.13  0.16946 -2.455 3.509  5.104 12.80  0.038 0.00 23.707 28.977 27.446 25.836 24.655 23.200 21.871 21.327 21.064  0.169 
 1   9.87  0.13  0.22651 -2.136 3.540  5.034 13.90  0.038 0.00 24.010 28.587 27.219 25.717 24.660 23.421 22.246 21.680 21.439  0.227 
 1   9.87  0.13  0.29380 -1.909 3.554  4.976 14.30  0.038 0.00 23.844 28.137 26.840 25.391 24.378 23.228 22.110 21.530 21.302  0.294 
 1   9.87  0.17  0.41205 -1.599 3.574  4.893 10.80  0.037 0.90 18.947 22.877 21.728 20.395 19.413 18.312 17.219 16.626 16.434  0.412 
 1   9.89 -0.77  0.57535 -0.963 3.663  4.760 14.90  0.038 0.00 22.077 24.247 23.583 22.569 21.939 21.414 20.677 20.076 19.982  0.575 
 1   9.89 -0.75  0.28582 -1.769 3.609  5.043 11.40  0.037 0.98 19.860 22.913 21.970 20.705 19.868 19.179 18.304 17.698 17.538  0.286 
 1   9.89 -0.75  0.33789 -1.630 3.617  5.011 13.90  0.038 0.00 22.746 25.674 24.763 23.535 22.728 22.068 21.215 20.599 20.450  0.338 
 1   9.89 -0.75  0.27585 -1.800 3.607  5.051 14.80  0.038 0.00 24.070 27.144 26.196 24.924 24.083 23.389 22.509 21.905 21.744  0.276 
 1   9.89 -0.73  0.13768 -2.595 3.521  5.202  9.70  0.033 0.82 20.456 26.212 24.178 22.347 21.179 19.897 18.676 18.082 17.846  0.138 
 1   9.89 -0.73  0.21407 -2.022 3.592  5.105 12.50  0.038 0.91 21.690 25.176 24.076 22.701 21.791 21.016 20.077 19.489 19.304  0.214 
 1   9.89 -0.73  0.58869 -0.925 3.666  4.743 13.40  0.038 0.71 20.180 22.445 21.753 20.713 20.059 19.515 18.758 18.151 18.049  0.589 
 1   9.89 -0.73  0.22101 -1.995 3.594  5.099 13.60  0.038 0.91 22.697 26.086 25.024 23.672 22.776 22.020 21.094 20.503 20.324  0.221 
 1   9.89 -0.71  0.16922 -2.329 3.553  5.152 12.80  0.038 0.99 22.654 27.258 25.661 24.040 23.015 22.033 20.971 20.383 20.149  0.169 
 1   9.89 -0.71  0.16816 -2.338 3.551  5.153 12.90  0.038 0.00 23.515 28.133 26.529 24.905 23.879 22.894 21.830 21.242 21.008  0.168 
 1   9.89 -0.71  0.47818 -1.266 3.636  4.875 13.00  0.038 0.00 20.935 23.588 22.747 21.605 20.869 20.271 19.458 18.821 18.701  0.478 
 1   9.89 -0.71  0.20177 -2.072 3.589  5.115 13.50  0.038 0.00 23.450 26.922 25.825 24.455 23.547 22.774 21.838 21.249 21.066  0.202 
 1   9.89 -0.71  0.27581 -1.803 3.606  5.050 13.80  0.038 0.00 23.076 26.169 25.213 23.938 23.093 22.395 21.513 20.907 20.747  0.276 
 1   9.89 -0.71  0.24470 -1.903 3.599  5.073 14.40  0.038 0.00 23.927 27.117 26.134 24.831 23.965 23.244 22.345 21.747 21.578  0.245 
 1   9.89 -0.69  0.19839 -2.093 3.586  5.118 11.10  0.037 0.00 21.103 24.649 23.523 22.136 21.218 20.430 19.483 18.897 18.710  0.198 
 1   9.89 -0.69  0.11849 -2.776 3.503  5.247 12.60  0.038 0.80 23.918 30.418 28.140 26.216 24.920 23.419 22.070 21.486 21.261  0.118 
 1   9.89 -0.69  0.96347  0.500 3.799  4.065 13.00  0.038 0.00 16.519 16.972 17.077 16.616 16.310 16.022 15.674 15.396 15.371  0.963 
 1   9.89 -0.67  0.18014 -2.244 3.564  5.139 11.30  0.037 0.00 21.681 25.875 24.471 22.940 21.950 21.036 20.013 19.432 19.214  0.180 
 1   9.89 -0.67  0.12359 -2.732 3.507  5.234 13.20  0.038 0.00 24.800 30.817 28.691 26.827 25.619 24.261 23.003 22.410 22.170  0.124 
 1   9.89 -0.67  0.37737 -1.518 3.620  4.958 13.60  0.038 0.00 22.165 25.079 24.162 22.943 22.144 21.493 20.642 20.013 19.871  0.377 
 1   9.89 -0.67  0.19773 -2.100 3.584  5.117 15.00  0.038 0.00 25.020 28.605 27.464 26.068 25.145 24.347 23.395 22.810 22.621  0.198 
 1   9.89 -0.65  0.72063 -0.492 3.722  4.622 11.90  0.038 0.00 17.899 19.136 18.904 18.115 17.655 17.247 16.698 16.252 16.195  0.721 
 1   9.89 -0.65  0.45960 -1.327 3.630  4.892 12.30  0.038 0.84 19.829 22.663 21.764 20.572 19.794 19.161 18.321 17.684 17.552  0.460 
 1   9.89 -0.65  0.13329 -2.646 3.514  5.210 12.90  0.038 0.00 24.286 30.012 28.014 26.198 25.028 23.733 22.507 21.915 21.672  0.133 
 1   9.89 -0.65  0.14223 -2.565 3.521  5.187 13.00  0.038 0.77 23.735 29.442 27.471 25.661 24.490 23.186 21.950 21.360 21.118  0.142 
 1   9.89 -0.65  0.68748 -0.605 3.707  4.653 13.50  0.038 0.00 19.783 21.259 20.904 20.053 19.555 19.120 18.522 18.034 17.970  0.687 
 1   9.89 -0.65  0.26114 -1.844 3.600  5.046 14.30  0.038 0.00 23.681 26.862 25.880 24.582 23.717 22.997 22.099 21.498 21.333  0.261 
 1   9.89 -0.65  0.17174 -2.317 3.553  5.147 14.60  0.038 0.00 25.163 29.714 28.151 26.545 25.525 24.539 23.478 22.892 22.658  0.172 
 1   9.89 -0.63  0.11496 -2.816 3.498  5.251 10.60  0.036 0.00 22.409 28.736 26.503 24.600 23.342 21.890 20.586 19.994 19.753  0.115 
 1   9.89 -0.63  0.34786 -1.599 3.613  4.977 11.50  0.038 0.82 19.711 22.775 21.819 20.557 19.721 19.032 18.155 17.540 17.386  0.348 
 1   9.89 -0.63  0.10826 -2.888 3.490  5.267 12.30  0.038 0.76 24.104 30.959 28.573 26.622 25.287 23.710 22.216 21.624 21.374  0.108 
 1   9.89 -0.63  0.28657 -1.768 3.603  5.023 12.60  0.038 0.00 21.790 24.932 23.957 22.673 21.818 21.108 20.218 19.612 19.451  0.287 
 1   9.89 -0.63  0.13519 -2.632 3.514  5.204 12.80  0.038 0.00 24.150 29.830 27.859 26.053 24.888 23.596 22.372 21.781 21.536  0.135 
 1   9.89 -0.63  0.31728 -1.679 3.609  4.999 13.70  0.038 0.81 22.121 25.259 24.283 23.000 22.148 21.440 20.551 19.943 19.783  0.317 
 1   9.89 -0.63  0.18335 -2.227 3.565  5.133 13.80  0.038 0.70 23.815 28.219 26.777 25.215 24.195 23.194 22.114 21.530 21.306  0.183 
 1   9.89 -0.63  0.27466 -1.807 3.601  5.034 13.90  0.038 0.00 23.187 26.360 25.378 24.084 23.222 22.504 21.608 21.005 20.841  0.275 
 1   9.89 -0.63  0.19492 -2.133 3.578  5.118 14.60  0.038 0.00 24.703 28.456 27.250 25.817 24.869 24.035 23.058 22.480 22.282  0.195 
 1   9.89 -0.63  0.38588 -1.511 3.617  4.951 14.70  0.038 0.00 23.248 26.206 25.274 24.044 23.236 22.575 21.716 21.087 20.945  0.386 
 1   9.89 -0.61  0.11260 -2.840 3.495  5.254 12.20  0.038 0.94 23.428 30.057 27.715 25.778 24.465 22.931 21.582 20.993 20.754  0.113 
 1   9.89 -0.61  0.11628 -2.806 3.498  5.247 12.40  0.038 0.00 24.186 30.481 28.272 26.377 25.121 23.669 22.363 21.772 21.528  0.116 
 1   9.89 -0.61  0.15198 -2.484 3.528  5.162 12.70  0.038 0.00 23.681 28.878 27.100 25.375 24.275 23.100 21.937 21.348 21.102  0.152 
 1   9.89 -0.61  0.26418 -1.848 3.597  5.042 12.90  0.038 0.00 22.289 25.550 24.536 23.221 22.344 21.607 20.698 20.099 19.930  0.264 
 1   9.89 -0.61  1.14542 -3.298 3.895  8.052 13.00  0.038 0.00 26.014 26.226 26.351 26.099 25.949 25.808 25.674 25.564 25.560  0.620 
 1   9.89 -0.61  0.11865 -2.785 3.500  5.242 13.20  0.038 0.81 24.502 31.044 28.786 26.866 25.555 24.016 22.648 22.062 21.827  0.119 
 1   9.89 -0.61  0.23702 -1.946 3.591  5.070 13.60  0.038 0.00 23.236 26.649 25.576 24.225 23.326 22.559 21.628 21.035 20.857  0.237 
 1   9.89 -0.61  0.94897  0.301 3.801  4.263 14.30  0.038 0.00 18.317 18.763 18.876 18.410 18.103 17.818 17.475 17.200 17.176  0.949 
 1   9.89 -0.61  0.29143 -1.759 3.603  5.018 14.40  0.038 0.75 23.092 26.366 25.346 24.030 23.153 22.413 21.501 20.901 20.732  0.291 
 1   9.89 -0.59  0.49631 -1.241 3.633  4.851 12.20  0.038 0.00 20.073 22.823 21.938 20.774 20.021 19.411 18.583 17.935 17.815  0.496 
 1   9.89 -0.59  0.10673 -2.916 3.486  5.271 12.50  0.038 0.71 24.475 31.390 28.970 27.011 25.658 24.067 22.626 22.005 21.732  0.107 
 1   9.89 -0.59  0.12604 -2.720 3.505  5.224 12.60  0.038 0.96 23.467 29.514 27.419 25.562 24.341 22.939 21.659 21.068 20.821  0.126 
 1   9.89 -0.59  0.36823 -1.565 3.612  4.963 12.90  0.038 0.71 21.143 24.271 23.291 22.016 21.170 20.466 19.578 18.963 18.807  0.368 
 1   9.89 -0.59  0.20360 -2.088 3.581  5.105 13.00  0.038 0.00 22.990 26.657 25.487 24.077 23.141 22.319 21.354 20.771 20.579  0.204 
 1   9.89 -0.59  0.42086 -1.438 3.619  4.922 13.10  0.038 0.00 21.466 24.417 23.481 22.256 21.452 20.796 19.938 19.301 19.163  0.421 
 1   9.89 -0.59  0.58435 -0.975 3.656  4.749 13.20  0.038 0.83 19.966 22.452 21.657 20.567 19.872 19.306 18.516 17.881 17.776  0.584 
 1   9.89 -0.59  0.63570 -0.804 3.677  4.699 13.30  0.038 0.88 19.588 21.732 21.067 20.062 19.440 18.925 18.194 17.592 17.505  0.636 
 1   9.89 -0.59  0.29905 -1.742 3.602  5.011 13.50  0.038 0.00 22.625 25.790 24.807 23.518 22.658 21.943 21.048 20.442 20.281  0.299 
 1   9.89 -0.59  0.79004 -0.284 3.747  4.555 13.70  0.038 0.00 19.179 20.095 20.022 19.334 18.926 18.559 18.081 17.696 17.651  0.790 
 1   9.89 -0.59  0.59970 -0.927 3.660  4.731 14.00  0.038 0.00 21.088 23.368 22.641 21.604 20.958 20.427 19.675 19.057 18.967  0.600 
 1   9.89 -0.59  0.37909 -1.539 3.613  4.955 14.10  0.038 0.00 22.718 25.742 24.790 23.543 22.720 22.044 21.174 20.548 20.401  0.379 
 1   9.89 -0.59  1.05447  1.765 3.702  2.449 15.10  0.038 0.00 15.457 17.040 16.621 15.727 15.233 14.789 14.171 13.671 13.613  1.054 
 1   9.89 -0.57  0.97719  0.366 3.801  4.213 12.70  0.038 0.00 16.556 17.007 17.110 16.645 16.339 16.056 15.714 15.442 15.417  0.977 
 1   9.89 -0.57  0.12506 -2.732 3.503  5.226 12.80  0.038 0.00 24.399 30.422 28.347 26.497 25.276 23.872 22.590 22.000 21.751  0.125 
 1   9.89 -0.57  0.15073 -2.500 3.525  5.161 13.70  0.038 1.00 23.968 29.224 27.443 25.712 24.601 23.394 22.215 21.628 21.379  0.151 
 1   9.89 -0.57  0.27389 -1.830 3.596  5.033 14.20  0.038 0.00 23.544 26.853 25.819 24.495 23.612 22.864 21.948 21.349 21.178  0.274 
 1   9.89 -0.57  0.23109 -1.982 3.586  5.075 14.30  0.038 0.00 24.026 27.566 26.444 25.066 24.149 23.352 22.403 21.815 21.631  0.231 
 1   9.89 -0.55  0.18170 -2.258 3.557  5.130 12.20  0.038 0.00 22.615 26.987 25.520 23.959 22.953 21.982 20.933 20.351 20.122  0.182 
 1   9.89 -0.55  0.15531 -2.467 3.529  5.156 12.30  0.038 0.00 23.237 28.372 26.638 24.930 23.834 22.656 21.492 20.907 20.658  0.155 
 1   9.89 -0.55  0.12903 -2.698 3.506  5.215 12.40  0.038 0.73 23.595 29.796 27.721 25.863 24.596 23.106 21.750 21.165 20.923  0.129 
 1   9.89 -0.55  0.22702 -2.005 3.583  5.079 12.80  0.038 0.00 22.582 26.190 25.043 23.650 22.723 21.909 20.951 20.365 20.177  0.227 
 1   9.89 -0.55  0.13312 -2.661 3.509  5.205 13.00  0.038 0.00 24.423 30.214 28.239 26.428 25.238 23.885 22.629 22.040 21.789  0.133 
 1   9.89 -0.55  0.18762 -2.211 3.564  5.123 13.10  0.038 0.00 23.398 27.572 26.191 24.672 23.684 22.753 21.725 21.146 20.927  0.188 
 1   9.89 -0.55  0.24556 -1.930 3.588  5.056 13.30  0.038 0.00 22.896 26.392 25.287 23.920 23.009 22.220 21.277 20.687 20.505  0.246 
 1   9.89 -0.55  0.44402 -1.392 3.619  4.901 13.50  0.038 0.84 21.196 24.204 23.250 22.011 21.194 20.525 19.656 19.022 18.881  0.444 
 1   9.89 -0.55  0.21178 -2.066 3.580  5.095 13.50  0.038 0.00 23.435 27.135 25.954 24.538 23.598 22.765 21.793 21.213 21.019  0.212 
 1   9.89 -0.55  0.22799 -2.001 3.584  5.078 14.00  0.038 0.00 23.772 27.374 26.230 24.838 23.912 23.100 22.141 21.556 21.368  0.228 
 1   9.89 -0.55  0.16332 -2.403 3.537  5.149 14.20  0.038 0.76 24.569 29.733 28.001 26.296 25.192 23.995 22.816 22.229 21.982  0.163 
 1   9.89 -0.53  0.09901 -3.049 3.467  5.297 10.60  0.036 0.00 22.993 30.635 27.926 25.881 24.367 22.578 21.080 20.498 20.260  0.099 
 1   9.89 -0.53  0.40830 -1.485 3.612  4.928 10.90  0.037 0.00 19.381 22.437 21.470 20.218 19.390 18.708 17.832 17.201 17.056  0.408 
 1   9.89 -0.53  0.41662 -1.464 3.613  4.921 11.80  0.038 0.00 20.230 23.270 22.306 21.060 20.236 19.558 18.685 18.051 17.909  0.417 
 1   9.89 -0.53  0.12656 -2.723 3.503  5.220 11.90  0.038 0.00 23.479 29.474 27.432 25.592 24.370 22.955 21.667 21.078 20.825  0.127 
 1   9.89 -0.53  0.23209 -1.990 3.583  5.072 12.00  0.038 0.00 21.746 25.366 24.215 22.820 21.891 21.074 20.112 19.528 19.339  0.232 
 1   9.89 -0.53  0.31006 -1.735 3.599  5.004 12.10  0.038 0.00 21.207 24.448 23.438 22.132 21.259 20.524 19.617 19.014 18.849  0.310 
 1   9.89 -0.53  0.12997 -2.693 3.505  5.212 12.20  0.038 0.00 23.701 29.596 27.592 25.767 24.560 23.171 21.897 21.309 21.056  0.130 
 1   9.89 -0.53  0.12751 -2.715 3.503  5.218 12.50  0.038 0.00 24.057 30.025 27.993 26.157 24.940 23.532 22.248 21.659 21.406  0.128 
 1   9.89 -0.53  0.16552 -2.390 3.538  5.146 12.60  0.038 0.00 23.344 28.217 26.572 24.914 23.852 22.745 21.622 21.038 20.793  0.166 
 1   9.89 -0.53  0.44217 -1.402 3.618  4.901 12.80  0.038 0.76 20.603 23.653 22.688 21.438 20.611 19.930 19.054 18.424 18.279  0.442 
 1   9.89 -0.53  0.34661 -1.641 3.604  4.981 13.00  0.038 0.00 21.871 25.028 24.041 22.758 21.903 21.191 20.298 19.685 19.528  0.347 
 1   9.89 -0.53  1.22305  0.507 3.798  4.077 13.10  0.038 0.83 16.603 17.081 17.163 16.689 16.380 16.093 15.746 15.469 15.444  1.014 
 1   9.89 -0.53  0.64976 -0.778 3.678  4.688 13.10  0.038 0.00 19.815 21.802 21.188 20.221 19.636 19.148 18.454 17.881 17.804  0.650 
 1   9.89 -0.53  0.16285 -2.411 3.536  5.149 13.30  0.038 0.00 24.096 29.040 27.374 25.703 24.631 23.503 22.368 21.784 21.537  0.163 
 1   9.89 -0.53  0.64325 -0.800 3.675  4.694 13.60  0.038 0.82 19.986 22.186 21.499 20.480 19.846 19.322 18.581 17.975 17.885  0.643 
 1   9.89 -0.53  0.47929 -1.302 3.625  4.866 13.70  0.038 0.00 21.726 24.619 23.685 22.483 21.698 21.064 20.215 19.559 19.432  0.479 
 1   9.89 -0.53  0.17318 -2.329 3.547  5.138 13.80  0.038 0.00 24.393 29.063 27.481 25.861 24.825 23.780 22.691 22.108 21.866  0.173 
 1   9.89 -0.53  0.79548 -0.294 3.744  4.556 13.90  0.038 0.72 19.219 20.328 20.178 19.436 18.987 18.587 18.047 17.597 17.539  0.795 
 1   9.89 -0.53  0.52281 -1.178 3.635  4.820 14.10  0.038 0.00 21.814 24.548 23.660 22.504 21.758 21.155 20.330 19.676 19.562  0.523 
 1   9.89 -0.53  0.19003 -2.197 3.565  5.118 14.20  0.038 0.00 24.463 28.598 27.237 25.727 24.742 23.815 22.791 22.213 21.995  0.190 
 1   9.89 -0.53  0.84334 -0.134 3.764  4.500 14.60  0.038 0.00 19.706 20.454 20.455 19.833 19.457 19.116 18.683 18.333 18.296  0.843 
 1   9.89 -0.51  0.56000 -1.072 3.643  4.777 10.80  0.037 0.81 17.813 20.526 19.647 18.498 17.755 17.152 16.327 15.677 15.563  0.560 
 1   9.89 -0.51  0.35680 -1.622 3.604  4.973 11.70  0.038 0.00 20.525 23.691 22.700 21.416 20.559 19.845 18.950 18.335 18.179  0.357 
 1   9.89 -0.51  0.17457 -2.323 3.547  5.136 12.60  0.038 0.91 22.561 27.368 25.754 24.110 23.055 21.959 20.842 20.259 20.013  0.175 
 1   9.89 -0.51  0.70594 -0.601 3.701  4.640 12.80  0.038 0.00 19.072 20.672 20.240 19.360 18.846 18.404 17.788 17.284 17.220  0.706 
 1   9.89 -0.51  0.60782 -0.926 3.658  4.726 13.00  0.038 0.00 20.085 22.431 21.669 20.619 19.961 19.426 18.665 18.037 17.947  0.608 
 1   9.89 -0.51  0.16304 -2.412 3.535  5.148 13.30  0.038 0.00 24.101 29.056 27.393 25.722 24.648 23.509 22.370 21.786 21.538  0.163 
 1   9.89 -0.51  0.70878 -0.591 3.703  4.637 13.90  0.038 0.00 20.148 21.726 21.306 20.431 19.921 19.481 18.869 18.369 18.305  0.709 
 1   9.89 -0.51  0.42753 -1.442 3.614  4.912 14.00  0.038 0.72 21.937 25.058 24.072 22.805 21.963 21.263 20.376 19.751 19.601  0.428 
 1   9.89 -0.51  0.21918 -2.048 3.578  5.085 14.20  0.038 0.75 23.695 27.679 26.415 24.944 23.969 23.048 22.021 21.441 21.228  0.219 
 1   9.89 -0.51  0.20850 -2.090 3.576  5.096 14.60  0.038 0.00 24.596 28.396 27.180 25.743 24.788 23.928 22.940 22.365 22.165  0.209 
 1   9.89 -0.49  0.19171 -2.194 3.563  5.113 10.30  0.035 0.00 20.554 24.718 23.349 21.837 20.850 19.908 18.877 18.300 18.080  0.192 
 1   9.89 -0.49  0.26037 -1.899 3.586  5.042 11.50  0.038 0.00 21.017 24.570 23.445 22.070 21.151 20.343 19.390 18.801 18.618  0.260 
 1   9.89 -0.49  0.13717 -2.633 3.510  5.192 11.60  0.038 0.83 22.437 28.377 26.388 24.567 23.344 21.919 20.621 20.035 19.780  0.137 
 1   9.89 -0.49  1.04306  0.584 3.726  3.723 12.40  0.038 0.00 15.709 16.910 16.684 15.906 15.460 15.060 14.520 14.082 14.032  1.043 
 1   9.89 -0.49  0.13625 -2.641 3.509  5.194 12.90  0.038 0.00 24.273 30.004 28.082 26.289 25.101 23.737 22.476 21.890 21.634  0.136 
 1   9.89 -0.49  0.22592 -2.027 3.578  5.077 13.20  0.038 0.00 23.037 26.776 25.584 24.164 23.218 22.368 21.387 20.809 20.613  0.226 
 1   9.89 -0.49  0.13959 -2.611 3.512  5.186 13.50  0.038 0.00 24.798 30.432 28.546 26.768 25.594 24.256 23.008 22.422 22.167  0.140 
 1   9.89 -0.49  0.28660 -1.817 3.591  5.022 13.50  0.038 1.00 22.064 25.499 24.418 23.069 22.168 21.387 20.451 19.856 19.680  0.287 
 1   9.89 -0.49  0.19992 -2.130 3.572  5.102 13.60  0.038 0.00 23.695 27.607 26.346 24.888 23.922 23.034 22.032 21.456 21.250  0.200 
 1   9.89 -0.49  0.15693 -2.463 3.527  5.152 13.70  0.038 0.00 24.628 29.754 28.047 26.349 25.250 24.050 22.878 22.295 22.043  0.157 
 1   9.89 -0.49  0.50144 -1.251 3.627  4.842 13.80  0.038 0.00 21.699 24.577 23.642 22.446 21.668 21.039 20.192 19.531 19.409  0.501 
 1   9.89 -0.49  0.15569 -2.473 3.526  5.153 13.90  0.038 0.97 24.140 29.359 27.622 25.908 24.796 23.569 22.381 21.798 21.545  0.156 
 1   9.89 -0.49  0.62937 -0.860 3.666  4.707 14.10  0.038 0.00 21.021 23.236 22.523 21.504 20.874 20.358 19.622 19.014 18.930  0.629 
 1   9.89 -0.49  0.40741 -1.497 3.609  4.926 14.20  0.038 0.00 22.713 25.825 24.841 23.576 22.736 22.039 21.152 20.523 20.376  0.407 
 1   9.89 -0.49  0.21266 -2.079 3.575  5.090 14.30  0.038 0.98 23.537 27.370 26.142 24.701 23.743 22.871 21.878 21.303 21.101  0.213 
 1   9.89 -0.49  0.29412 -1.793 3.592  5.015 14.40  0.038 0.00 23.653 27.052 25.984 24.644 23.748 22.976 22.045 21.448 21.274  0.294 
 1   9.89 -0.49  0.22768 -2.020 3.578  5.075 14.60  0.038 0.80 23.927 27.864 26.600 25.138 24.172 23.272 22.263 21.683 21.473  0.228 
 1   9.89 -0.47  0.47225 -1.336 3.619  4.871 11.70  0.038 0.73 19.394 22.461 21.483 20.235 19.408 18.724 17.843 17.206 17.064  0.472 
 1   9.89 -0.47  0.23793 -1.985 3.579  5.063 11.90  0.038 0.76 21.183 25.106 23.852 22.397 21.433 20.529 19.519 18.938 18.728  0.238 
 1   9.89 -0.47  0.80610 -0.283 3.744  4.551 12.60  0.038 0.00 18.076 19.065 18.943 18.233 17.817 17.447 16.962 16.570 16.525  0.806 
 1   9.89 -0.47  0.12361 -2.758 3.497  5.223 12.70  0.038 0.00 24.365 30.496 28.433 26.586 25.334 23.859 22.536 21.951 21.694  0.124 
 1   9.89 -0.47  0.39454 -1.535 3.605  4.935 12.80  0.038 0.00 21.408 24.571 23.576 22.298 21.445 20.732 19.836 19.212 19.060  0.395 
 1   9.89 -0.47  0.11212 -2.862 3.488  5.247 12.80  0.038 0.91 24.132 30.936 28.620 26.687 25.317 23.676 22.257 21.673 21.420  0.112 
 1   9.89 -0.47  0.14863 -2.532 3.518  5.161 12.90  0.038 0.00 24.001 29.393 27.604 25.868 24.728 23.444 22.226 21.643 21.389  0.149 
 1   9.89 -0.47  0.11174 -2.865 3.488  5.247 13.10  0.038 0.84 24.592 31.504 29.189 27.251 25.851 24.167 22.697 22.117 21.868  0.112 
 1   9.89 -0.47  0.35871 -1.631 3.600  4.971 13.10  0.038 0.00 21.948 25.168 24.162 22.867 21.999 21.268 20.362 19.749 19.591  0.359 
 1   9.89 -0.47  0.26594 -1.888 3.585  5.037 13.30  0.038 0.00 22.790 26.362 25.232 23.855 22.934 22.117 21.160 20.571 20.387  0.266 
 1   9.89 -0.47  0.20056 -2.133 3.570  5.100 13.40  0.038 0.00 23.502 27.455 26.179 24.716 23.747 22.843 21.834 21.258 21.050  0.201 
 1   9.89 -0.47  0.70799 -0.610 3.699  4.638 13.50  0.038 0.00 19.796 21.457 20.991 20.096 19.572 19.125 18.499 17.987 17.922  0.708 
 1   9.89 -0.47  0.25790 -1.913 3.584  5.043 13.80  0.038 0.00 23.353 26.960 25.818 24.432 23.506 22.681 21.718 21.131 20.944  0.258 
 1   9.89 -0.47  1.08087 -1.551 4.297  7.899 13.80  0.038 0.00 22.447 23.508 24.280 24.445 24.528 24.641 24.903 24.982 25.046  0.597 
 1   9.89 -0.47  0.22094 -2.052 3.575  5.081 13.90  0.038 0.00 23.801 27.609 26.394 24.962 24.006 23.133 22.141 21.566 21.366  0.221 
 1   9.89 -0.47  0.17303 -2.342 3.543  5.135 14.00  0.038 0.00 24.626 29.366 27.781 26.156 25.108 24.020 22.911 22.329 22.085  0.173 
 1   9.89 -0.47  0.35002 -1.655 3.599  4.980 14.40  0.038 0.77 22.799 26.149 25.100 23.775 22.886 22.121 21.195 20.592 20.423  0.350 
 1   9.89 -0.47  0.17997 -2.289 3.550  5.127 14.50  0.038 0.00 24.993 29.562 28.027 26.433 25.408 24.374 23.294 22.713 22.471  0.180 
 1   9.89 -0.47  0.53428 -1.159 3.634  4.806 15.10  0.038 0.00 22.768 25.541 24.633 23.469 22.717 22.110 21.279 20.619 20.506  0.534 
 1   9.89 -0.47  0.27601 -1.857 3.587  5.030 15.40  0.038 0.00 24.812 28.338 27.225 25.858 24.943 24.138 23.187 22.595 22.414  0.276 
 1   9.89 -0.45  0.23118 -2.018 3.576  5.069 10.90  0.037 0.00 20.715 24.504 23.298 21.874 20.921 20.047 19.055 18.478 18.280  0.231 
 1   9.89 -0.45  0.30743 -1.770 3.591  5.006 11.00  0.037 0.00 20.196 23.632 22.552 21.208 20.307 19.520 18.581 17.983 17.809  0.307 
 1   9.89 -0.45  0.89025 -0.011 3.774  4.442 11.50  0.038 0.83 15.997 16.801 16.771 16.135 15.748 15.400 14.947 14.576 14.536  0.890 
 1   9.89 -0.45  0.11673 -2.822 3.491  5.237 12.50  0.038 0.00 24.326 30.720 28.564 26.687 25.388 23.842 22.478 21.895 21.638  0.117 
 1   9.89 -0.45  0.11133 -2.871 3.486  5.247 12.60  0.038 0.00 24.548 31.138 28.904 27.002 25.670 24.077 22.687 22.104 21.849  0.111 
 1   9.89 -0.45  0.57619 -1.042 3.644  4.761 12.70  0.038 0.75 19.711 22.447 21.556 20.405 19.659 19.050 18.220 17.571 17.457  0.576 
 1   9.89 -0.45  0.42983 -1.452 3.609  4.906 12.80  0.038 0.95 20.513 23.653 22.659 21.391 20.547 19.840 18.948 18.316 18.169  0.430 
 1   9.89 -0.45  0.43492 -1.439 3.610  4.902 12.90  0.038 0.00 21.268 24.376 23.388 22.129 21.293 20.597 19.711 19.074 18.931  0.435 
 1   9.89 -0.45  0.38004 -1.580 3.601  4.950 13.00  0.038 0.90 21.085 24.341 23.321 22.021 21.148 20.407 19.494 18.881 18.721  0.380 
 1   9.89 -0.45  0.16747 -2.389 3.536  5.140 13.10  0.038 0.97 23.143 28.103 26.461 24.800 23.721 22.556 21.403 20.822 20.574  0.167 
 1   9.89 -0.45  0.46486 -1.361 3.616  4.877 13.20  0.038 0.00 21.374 24.408 23.434 22.197 21.380 20.707 19.834 19.185 19.051  0.465 
 1   9.89 -0.45  0.47820 -1.325 3.619  4.864 13.30  0.038 0.00 21.383 24.381 23.414 22.187 21.380 20.719 19.851 19.198 19.067  0.478 
 1   9.89 -0.45  0.58507 -1.016 3.646  4.752 13.30  0.038 0.00 20.610 23.186 22.333 21.226 20.521 19.953 19.154 18.501 18.402  0.585 
 1   9.89 -0.45  0.31277 -1.757 3.592  5.003 13.40  0.038 0.00 22.562 25.981 24.907 23.567 22.669 21.886 20.950 20.351 20.178  0.313 
 1   9.89 -0.45  0.12405 -2.757 3.497  5.221 13.60  0.038 0.94 24.587 30.831 28.735 26.878 25.604 24.093 22.748 22.164 21.908  0.124 
 1   9.89 -0.45  0.35630 -1.645 3.598  4.974 13.60  0.038 0.84 21.900 25.248 24.199 22.876 21.988 21.222 20.296 19.691 19.523  0.356 
 1   9.89 -0.45  0.18026 -2.291 3.549  5.126 14.30  0.038 0.97 24.097 28.747 27.195 25.590 24.554 23.486 22.388 21.807 21.564  0.180 
 1   9.89 -0.45  0.37751 -1.587 3.601  4.952 14.40  0.038 0.00 23.138 26.355 25.348 24.057 23.191 22.460 21.553 20.935 20.779  0.378 
 1   9.89 -0.45  0.57929 -1.033 3.645  4.758 14.60  0.038 0.00 21.952 24.555 23.694 22.580 21.868 21.295 20.492 19.837 19.737  0.579 
