Gc,logAg,e [M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,U,B,V,R,I,J,H,K,Mact
1,8.97,0.17,1.09418,0.044,3.764,4.435,9.3,0.636,0.86,13.547,15.612,15.189,14.27,13.733,13.255,12.605,12.17,12.089,1.094
1,8.97,0.17,0.21846,-2.186,3.536,5.052,9.7,0.677,0.93,19.251,24.93,23.377,21.67,20.472,19.06,17.663,17.03,16.743,0.218
1,8.97,0.17,0.97512,-0.216,3.732,4.518,10.3,0.723,0.86,15.196,17.855,17.19,16.113,15.479,14.927,14.149,13.616,13.516,0.975
1,8.97,0.17,2.18183,1.583,3.682,2.868,10.7,0.743,0,11.512,14.898,13.871,12.578,11.868,11.247,10.341,9.729,9.611,2.182
1,8.97,0.17,0.78411,-0.682,3.668,4.633,10.8,0.747,0,17.275,20.842,19.761,18.476,17.685,17.021,16.069,15.39,15.268,0.784
1,8.97,0.17,0.37729,-1.707,3.567,4.935,11.5,0.764,0,20.537,25.667,24.3,22.728,21.603,20.343,19.026,18.352,18.104,0.377
1,8.97,0.17,0.73474,-0.81,3.652,4.669,12.3,0.769,0,19.095,22.973,21.786,20.435,19.584,18.868,17.85,17.119,16.986,0.735
1,8.97,0.17,0.57926,-1.206,3.609,4.789,15.1,0.77,0,22.886,27.348,26.074,24.619,23.628,22.682,21.508,20.734,20.566,0.579
1,8.97,0.19,0.07766,-3.545,3.366,5.283,8.1,0.484,0,21.732,34.103,30.051,27.485,25.118,22.545,19.774,19.113,18.76,0.078
1,8.97,0.19,1.09769,0.046,3.763,4.432,11,0.754,0,15.655,17.765,17.37,16.462,15.929,15.447,14.803,14.391,14.307,1.098
1,8.97,0.19,0.11246,-2.901,3.46,5.178,11.2,0.759,0.74,22.913,31.175,28.938,26.878,25.223,23.154,21.131,20.508,20.164,0.112
1,8.97,0.19,1.1471,0.147,3.774,4.393,11.4,0.763,0,15.803,17.794,17.459,16.596,16.085,15.618,15.001,14.613,14.532,1.147
1,8.97,0.19,0.14942,-2.589,3.49,5.107,11.5,0.764,0,22.742,29.651,27.803,25.908,24.494,22.742,21.075,20.456,20.131,0.149
1,8.97,0.19,0.22823,-2.152,3.537,5.042,12,0.768,0,22.151,27.918,26.355,24.631,23.424,22.01,20.596,19.951,19.659,0.228
1,8.97,0.21,0.18951,-2.325,3.522,5.075,9.5,0.657,0.79,19.613,25.743,24.093,22.324,21.042,19.476,17.961,17.346,17.043,0.19
1,8.97,0.21,0.74806,-0.777,3.655,4.654,10.2,0.717,0,16.913,20.683,19.513,18.183,17.35,16.651,15.658,14.943,14.815,0.748
1,8.97,0.21,0.21881,-2.188,3.534,5.05,10.3,0.723,0,20.539,26.282,24.72,23.002,21.795,20.375,18.965,18.327,18.036,0.219
1,8.97,0.21,0.12927,-2.76,3.473,5.149,11.1,0.757,0.95,22.09,29.632,27.581,25.599,24.071,22.165,20.371,19.754,19.419,0.129
1,8.97,0.21,0.45078,-1.521,3.579,4.876,11.5,0.764,0.83,19.539,24.532,23.22,21.695,20.583,19.343,18.033,17.346,17.114,0.451
1,8.97,0.21,1.78676,1.085,3.856,3.976,11.7,0.766,0.89,13.263,14.766,14.543,13.974,13.62,13.284,12.851,12.62,12.553,1.787
1,8.97,0.21,0.19232,-2.307,3.524,5.072,11.8,0.767,0.85,21.799,28.006,26.348,24.559,23.273,21.712,20.191,19.563,19.256,0.192
1,8.97,0.21,0.16927,-2.458,3.506,5.094,12,0.768,0,22.915,29.386,27.658,25.826,24.492,22.859,21.287,20.663,20.349,0.169
1,8.97,0.23,0.14125,-2.659,3.483,5.125,9.6,0.667,0,21.017,27.998,26.105,24.207,22.772,20.985,19.304,18.697,18.374,0.141
1,8.97,0.23,0.16408,-2.492,3.501,5.097,10.4,0.729,0.99,20.663,27.193,25.446,23.606,22.259,20.599,19.012,18.395,18.08,0.164
1,8.97,0.25,0.13518,-2.71,3.478,5.138,9.5,0.657,0,21.045,28.17,26.229,24.311,22.85,21.026,19.316,18.711,18.386,0.135
1,8.97,0.25,0.27847,-1.987,3.547,5.003,10.3,0.723,0,20.038,25.537,24.027,22.347,21.184,19.849,18.495,17.844,17.561,0.278
1,8.97,0.25,0.21867,-2.188,3.534,5.05,10.5,0.734,0,20.741,26.501,24.936,23.215,22.006,20.583,19.17,18.53,18.239,0.219
1,8.97,0.27,0.25707,-2.052,3.542,5.016,7.2,0.364,0,17.101,22.131,20.694,19.105,17.995,16.705,15.441,14.835,14.573,0.257
1,8.97,0.27,0.60062,-1.158,3.613,4.773,9.3,0.636,0,16.964,21.207,19.955,18.549,17.594,16.682,15.554,14.788,14.634,0.601
1,8.97,0.27,0.1377,-2.689,3.48,5.133,10.2,0.717,0,21.692,28.842,26.907,24.982,23.521,21.701,19.986,19.374,19.046,0.138
1,8.97,0.27,0.24114,-2.106,3.539,5.029,10.8,0.747,0,20.836,26.524,24.976,23.266,22.071,20.677,19.281,18.635,18.345,0.241
1,8.97,0.27,0.92676,-0.335,3.715,4.546,11.7,0.766,0,17.306,20.158,19.392,18.266,17.613,17.05,16.256,15.725,15.624,0.927
1,8.97,0.27,0.42739,-1.579,3.575,4.894,12,0.768,0.79,20.227,25.317,23.99,22.451,21.323,20.042,18.71,18.029,17.788,0.427
1,8.97,0.29,0.14751,-2.606,3.488,5.111,8.2,0.498,0,19.485,26.039,24.24,22.415,21.041,19.331,17.734,17.146,16.837,0.148
1,8.97,0.29,1.6512,0.922,3.848,4.072,9.4,0.647,0,11.864,13.198,13.002,12.451,12.11,11.796,11.396,11.176,11.117,1.651
1,8.97,0.29,0.53752,-1.309,3.598,4.814,10.2,0.717,0,18.243,22.784,21.529,20.092,19.07,18.016,16.798,16.036,15.861,0.538
1,8.97,0.29,0.35709,-1.765,3.562,4.951,10.8,0.747,0,19.982,25.188,23.794,22.207,21.074,19.789,18.46,17.787,17.533,0.357
1,8.97,0.29,0.42013,-1.597,3.574,4.899,13.4,0.77,0.94,21.487,26.537,25.227,23.707,22.582,21.302,19.969,19.285,19.05,0.42
1,8.97,0.31,0.10761,-2.953,3.455,5.187,10.8,0.747,0,22.953,31.133,28.859,26.797,25.154,23.108,21.186,20.572,20.231,0.108
1,8.97,0.31,0.18095,-2.381,3.515,5.084,11.7,0.766,0,22.424,28.661,26.99,25.193,23.902,22.336,20.816,20.187,19.881,0.181
1,8.97,0.33,0.07984,-3.46,3.381,5.272,9,0.602,0,22.421,34.16,30.399,27.929,25.668,23.126,20.488,19.846,19.497,0.08
1,8.97,0.33,0.21482,-2.202,3.534,5.053,10.2,0.717,0,20.476,26.225,24.661,22.942,21.734,20.309,18.898,18.261,17.97,0.215
1,8.97,0.33,0.12365,-2.807,3.469,5.16,10.6,0.739,0.7,22.083,29.958,27.841,25.83,24.242,22.249,20.317,19.7,19.361,0.124
1,8.97,0.33,0.10386,-3.001,3.449,5.197,10.9,0.751,0,23.172,31.589,29.233,27.141,25.455,23.361,21.391,20.777,20.434,0.104
1,8.97,0.35,0.72994,-0.824,3.649,4.667,10,0.702,0,16.829,20.741,19.5,18.14,17.282,16.559,15.546,14.82,14.689,0.73
1,8.97,0.35,0.12856,-2.766,3.473,5.151,10.3,0.723,0,21.985,29.399,27.381,25.418,23.911,22.029,20.262,19.649,19.317,0.129
1,8.97,0.35,0.1914,-2.313,3.524,5.073,11.1,0.757,0.82,21.14,27.366,25.703,23.912,22.622,21.053,19.525,18.898,18.59,0.191
1,8.97,0.35,0.32649,-1.849,3.556,4.973,11.6,0.765,0,20.992,26.354,24.903,23.27,22.122,20.816,19.472,18.804,18.535,0.326
1,8.97,0.37,0.88473,-0.435,3.701,4.571,8.3,0.511,0,14.158,16.889,16.04,14.921,14.272,13.738,12.978,12.441,12.35,0.885
1,8.97,0.37,1.83859,1.146,3.857,3.933,9.3,0.636,0.75,10.96,12.301,12.076,11.528,11.192,10.884,10.488,10.27,10.21,1.839
1,8.97,0.37,0.16401,-2.493,3.501,5.097,11.2,0.759,0,22.202,28.763,27.012,25.166,23.815,22.154,20.561,19.941,19.624,0.164
1,8.97,0.39,2.70942,-1.954,4.23,8.1,9,0.602,0,18.654,20.182,20.73,20.717,20.683,20.667,20.731,20.739,20.76,0.694
1,8.97,0.39,0.16979,-2.455,3.506,5.093,10.4,0.729,0,21.307,27.706,25.991,24.171,22.847,21.226,19.668,19.048,18.737,0.17
1,8.97,0.39,0.17658,-2.41,3.512,5.088,12.2,0.769,0,22.995,29.323,27.63,25.82,24.512,22.921,21.381,20.754,20.444,0.177
1,8.97,0.39,0.28066,-1.981,3.547,5.002,15,0.77,0,24.721,30.285,28.764,27.072,25.901,24.56,23.194,22.536,22.25,0.281
1,8.97,0.41,0.09676,-3.105,3.436,5.218,8.9,0.589,0.87,20.946,30.138,27.488,25.328,23.487,21.24,19.061,18.457,18.119,0.097
1,8.97,0.41,0.15441,-2.556,3.494,5.103,10.6,0.739,0,21.76,28.516,26.707,24.835,23.447,21.729,20.094,19.478,19.157,0.154
1,8.97,0.41,0.14671,-2.613,3.487,5.113,10.9,0.751,0.75,21.765,28.983,27.051,25.119,23.647,21.81,20.062,19.446,19.115,0.147
1,8.97,0.41,0.25531,-2.058,3.542,5.017,11.9,0.768,0,21.815,27.476,25.936,24.229,23.041,21.663,20.273,19.621,19.333,0.255
1,8.97,0.49,0.4895,-1.427,3.587,4.85,11.2,0.759,0.85,18.99,23.871,22.617,21.173,20.073,18.811,17.48,16.758,16.55,0.489
1,8.97,0.51,0.10091,-3.038,3.445,5.204,11,0.754,0,23.365,31.999,29.563,27.444,25.721,23.589,21.575,20.96,20.616,0.101
1,8.97,0.53,0.23111,-2.143,3.537,5.039,11.5,0.764,0,21.627,27.383,25.822,24.1,22.895,21.483,20.072,19.426,19.134,0.231
1,8.99,-0.45,1.50659,0.953,3.907,4.236,11.2,0.759,0,13.587,14.943,14.743,14.348,14.105,13.856,13.524,13.371,13.313,1.507
1,8.99,-0.45,0.15994,-2.448,3.528,5.147,11.9,0.768,0,22.789,29.006,27.143,25.247,24.011,22.652,21.253,20.589,20.29,0.16
1,8.99,-0.37,0.22343,-2.086,3.567,5.086,8.9,0.589,0,18.885,23.783,22.348,20.722,19.639,18.568,17.367,16.726,16.478,0.223
1,8.99,-0.37,0.20298,-2.163,3.562,5.103,10.2,0.717,0.71,20.032,25.505,23.93,22.2,21.045,19.83,18.511,17.856,17.58,0.203
1,8.99,-0.37,0.16609,-2.416,3.529,5.139,11.6,0.765,0,22.411,28.541,26.733,24.869,23.638,22.271,20.87,20.212,19.913,0.166
1,8.99,-0.35,1.06751,0.158,3.803,4.466,11.2,0.759,0.76,15.335,17.052,16.908,16.161,15.684,15.226,14.619,14.221,14.141,1.068
1,8.99,-0.35,0.14051,-2.618,3.506,5.172,11.3,0.761,0,22.614,29.422,27.401,25.436,24.098,22.53,21.012,20.356,20.049,0.141
1,8.99,-0.33,2.22359,1.271,4.939,7.714,9.6,0.667,0,11.192,16.462,17.542,17.683,17.704,17.759,17.991,18.052,18.122,0.699
1,8.99,-0.31,0.9633,-0.096,3.767,4.533,15,0.77,0,20.01,21.923,21.698,20.855,20.341,19.854,19.207,18.786,18.702,0.963
1,8.99,-0.27,0.14715,-2.568,3.508,5.151,8.7,0.564,0.77,19.449,26.059,24.106,22.206,20.873,19.275,17.762,17.137,16.84,0.147
1,8.99,-0.27,0.55118,-1.192,3.623,4.811,10.5,0.734,0,18.249,22.337,21.161,19.743,18.814,18.014,16.932,16.176,16.011,0.551
1,8.99,-0.27,0.19484,-2.227,3.551,5.104,11.7,0.766,0,22.039,27.634,26.009,24.256,23.096,21.86,20.541,19.88,19.594,0.195
1,8.99,-0.27,0.48648,-1.366,3.608,4.87,11.8,0.767,0,19.985,24.307,23.098,21.624,20.639,19.76,18.63,17.895,17.71,0.486
1,8.99,-0.25,0.17695,-2.356,3.534,5.122,9.6,0.667,0,20.26,26.081,24.387,22.603,21.404,20.057,18.69,18.048,17.759,0.177
1,8.99,-0.25,0.71624,-0.747,3.673,4.678,10.8,0.747,0,17.437,20.729,19.814,18.594,17.842,17.193,16.26,15.59,15.467,0.716
1,8.99,-0.25,0.16311,-2.453,3.521,5.134,11.5,0.764,0.88,21.82,28.272,26.421,24.533,23.239,21.722,20.231,19.583,19.277,0.163
1,8.99,-0.25,0.81882,-0.466,3.715,4.621,12.4,0.77,0,18.334,20.968,20.374,19.307,18.676,18.105,17.306,16.757,16.653,0.819
1,8.99,-0.23,1.3085,0.58,3.846,4.303,10.5,0.734,0,13.82,15.224,15.108,14.553,14.193,13.841,13.395,13.14,13.078,1.308
1,8.99,-0.23,0.63413,-0.98,3.644,4.743,11.2,0.759,0,18.421,22.241,21.134,19.791,18.93,18.199,17.165,16.421,16.277,0.634
1,8.99,-0.23,0.16235,-2.461,3.519,5.133,11.7,0.766,0.8,22.15,28.694,26.828,24.934,23.621,22.068,20.549,19.902,19.595,0.162
1,8.99,-0.21,0.20775,-2.172,3.554,5.089,9.6,0.667,0,19.8,25.139,23.594,21.902,20.77,19.557,18.273,17.623,17.35,0.208
1,8.99,-0.21,0.21782,-2.134,3.556,5.081,10.1,0.71,0,20.205,25.547,24.015,22.325,21.191,19.983,18.694,18.039,17.767,0.218
1,8.99,-0.21,0.52772,-1.269,3.614,4.833,11.6,0.765,0.78,19.099,23.477,22.248,20.769,19.779,18.877,17.732,17,16.811,0.528
1,8.99,-0.21,0.386,-1.633,3.586,4.948,11.7,0.766,0.71,20.113,24.942,23.61,22.036,20.959,19.892,18.665,17.985,17.753,0.386
1,8.99,-0.21,0.40186,-1.588,3.589,4.93,13.2,0.77,0,21.94,26.613,25.326,23.784,22.731,21.715,20.515,19.82,19.603,0.402
1,8.99,-0.21,0.66332,-0.905,3.652,4.719,15.3,0.77,0,22.333,26.047,24.973,23.658,22.823,22.115,21.103,20.37,20.232,0.663
1,8.99,-0.19,0.2371,-2.065,3.559,5.061,10.8,0.747,0.82,20.18,25.609,24.069,22.368,21.221,19.985,18.673,18.015,17.739,0.237
1,8.99,-0.19,0.11167,-2.889,3.475,5.222,11,0.754,0.75,22.726,30.72,28.427,26.357,24.796,22.862,20.986,20.347,20.02,0.112
1,8.99,-0.19,0.10462,-2.98,3.465,5.243,11.2,0.759,0.81,23.075,31.606,29.12,26.984,25.319,23.273,21.307,20.671,20.343,0.105
1,8.99,-0.17,0.46966,-1.428,3.599,4.881,9.8,0.686,0,18.14,22.479,21.26,19.786,18.786,17.865,16.727,16.007,15.82,0.47
1,8.99,-0.17,0.09358,-3.175,3.438,5.283,10.1,0.71,0.88,22.365,31.942,29.108,26.872,24.992,22.727,20.522,19.891,19.556,0.094
1,8.99,-0.17,0.41001,-1.575,3.588,4.924,10.2,0.717,0,18.908,23.52,22.243,20.719,19.672,18.653,17.462,16.771,16.559,0.41
1,8.99,-0.17,0.16428,-2.456,3.518,5.128,10.8,0.747,0,21.709,27.977,26.208,24.366,23.092,21.593,20.118,19.477,19.175,0.164
1,8.99,-0.17,0.42206,-1.546,3.59,4.915,11.7,0.766,0,20.334,24.98,23.702,22.171,21.122,20.108,18.91,18.208,17.997,0.422
1,8.99,-0.17,0.53873,-1.248,3.615,4.823,12,0.768,0,19.891,24.174,22.954,21.498,20.532,19.675,18.552,17.797,17.624,0.539
1,8.99,-0.17,0.2736,-1.949,3.566,5.032,12.2,0.769,0.81,21.287,26.566,25.088,23.423,22.292,21.092,19.798,19.134,18.868,0.274
1,8.99,-0.17,0.28068,-1.928,3.567,5.027,14.5,0.77,0,24.089,29.231,27.802,26.167,25.05,23.884,22.608,21.943,21.687,0.281
1,8.99,-0.15,0.14712,-2.582,3.502,5.144,9.7,0.677,0.77,20.482,27.3,25.372,23.461,22.084,20.402,18.807,18.18,17.87,0.147
1,8.99,-0.15,0.19319,-2.258,3.543,5.099,10.7,0.743,0,21.115,26.808,25.194,23.447,22.265,20.941,19.582,18.93,18.641,0.193
1,8.99,-0.15,0.91625,-0.261,3.738,4.558,11.1,0.757,0,16.522,18.833,18.385,17.406,16.83,16.302,15.578,15.093,15,0.916
1,8.99,-0.15,0.34676,-1.754,3.577,4.986,11.2,0.759,0.94,19.665,24.579,23.23,21.648,20.556,19.439,18.193,17.524,17.286,0.347
1,8.99,-0.15,0.67373,-0.895,3.651,4.712,11.5,0.764,0,18.507,22.25,21.155,19.833,18.994,18.285,17.271,16.535,16.399,0.674
1,8.99,-0.15,0.40709,-1.586,3.586,4.925,12.2,0.769,0,20.935,25.663,24.366,22.823,21.761,20.712,19.497,18.803,18.585,0.407
1,8.99,-0.15,0.12877,-2.743,3.487,5.187,12.5,0.77,0,24.128,31.372,29.308,27.326,25.885,24.124,22.466,21.83,21.511,0.129
1,8.99,-0.15,0.28716,-1.912,3.567,5.021,12.8,0.77,0.83,21.776,27.01,25.553,23.901,22.775,21.579,20.288,19.623,19.361,0.287
1,8.99,-0.13,0.32327,-1.817,3.572,4.999,9.3,0.636,0,18.614,23.416,22.074,20.515,19.437,18.318,17.097,16.444,16.208,0.323
1,8.99,-0.13,0.32795,-1.806,3.573,4.996,10.2,0.717,0.91,18.819,23.78,22.407,20.817,19.72,18.575,17.324,16.662,16.419,0.328
1,8.99,-0.13,0.11275,-2.886,3.474,5.216,10.6,0.739,0.71,22.363,30.268,28.038,25.993,24.437,22.505,20.617,19.979,19.65,0.113
1,8.99,-0.13,0.12845,-2.748,3.486,5.186,11.2,0.759,0,22.84,30.081,28.027,26.051,24.606,22.836,21.171,20.538,20.218,0.128
1,8.99,-0.13,0.68654,-0.866,3.654,4.702,12.3,0.769,0,19.235,22.95,21.865,20.55,19.718,19.015,18.007,17.278,17.143,0.687
1,8.99,-0.13,0.22622,-2.116,3.553,5.068,12.8,0.77,0,22.859,28.34,26.797,25.093,23.941,22.68,21.355,20.694,20.414,0.226
1,8.99,-0.11,0.16792,-2.438,3.519,5.122,9.7,0.677,0,20.566,26.675,24.965,23.165,21.905,20.408,18.95,18.321,18.023,0.168
1,8.99,-0.11,0.11583,-2.861,3.475,5.209,10.3,0.723,0,22.221,29.781,27.619,25.608,24.101,22.239,20.511,19.885,19.562,0.116
1,8.99,-0.11,0.15228,-2.546,3.505,5.133,10.5,0.734,0,21.635,28.188,26.366,24.495,23.163,21.553,20.005,19.374,19.064,0.152
1,8.99,-0.11,0.09037,-3.239,3.427,5.289,10.6,0.739,0.91,22.972,32.976,30.031,27.753,25.79,23.438,21.117,20.484,20.139,0.09
1,8.99,-0.11,0.38166,-1.663,3.58,4.949,11,0.754,0,19.927,24.751,23.434,21.879,20.8,19.697,18.46,17.782,17.554,0.382
1,8.99,-0.11,0.27499,-1.955,3.562,5.028,11.2,0.759,0,20.857,26.088,24.636,22.992,21.865,20.655,19.361,18.698,18.436,0.275
1,8.99,-0.11,1.12815,0.177,3.79,4.419,11.5,0.764,0,15.828,17.58,17.391,16.624,16.151,15.704,15.119,14.751,14.675,1.128
1,8.99,-0.11,0.58357,-1.147,3.622,4.787,11.8,0.767,0.83,18.962,23.267,22.035,20.58,19.612,18.746,17.617,16.86,16.687,0.584
1,8.99,-0.09,0.27944,-1.945,3.562,5.023,7.7,0.43,0,17.333,22.058,20.692,19.146,18.082,16.933,15.737,15.111,14.871,0.279
1,8.99,-0.09,0.21259,-2.174,3.548,5.077,10.3,0.723,0,20.504,26.028,24.472,22.765,21.605,20.308,18.973,18.321,18.037,0.213
1,8.99,-0.09,0.3399,-1.782,3.572,4.987,10.8,0.747,0.77,19.505,24.581,23.186,21.58,20.469,19.286,18.01,17.345,17.094,0.34
1,8.99,-0.09,0.26935,-1.975,3.56,5.03,10.9,0.751,0,20.608,25.877,24.414,22.764,21.633,20.406,19.105,18.443,18.178,0.269
1,8.99,-0.09,0.11016,-2.912,3.47,5.217,11.7,0.766,0,23.75,31.575,29.345,27.301,25.745,23.824,22.036,21.408,21.08,0.11
1,8.99,-0.07,0.12853,-2.754,3.484,5.182,9.4,0.647,0.71,20.743,28.087,26.052,24.099,22.615,20.761,18.99,18.378,18.056,0.129
1,8.99,-0.07,0.17351,-2.406,3.521,5.114,9.8,0.686,0,20.584,26.606,24.939,23.16,21.912,20.425,18.973,18.345,18.049,0.174
1,8.99,-0.07,0.10362,-3.004,3.458,5.236,9.9,0.694,0,22.179,30.34,27.983,25.908,24.28,22.271,20.411,19.793,19.467,0.104
1,8.99,-0.07,0.94838,-0.214,3.74,4.537,10.8,0.747,0,16.106,18.396,17.944,16.971,16.4,15.879,15.166,14.69,14.599,0.948
1,8.99,-0.07,0.35948,-1.732,3.574,4.97,11.4,0.763,0,20.501,25.443,24.102,22.532,21.435,20.279,19.017,18.348,18.11,0.359
1,8.99,-0.07,1.27801,0.465,3.82,4.307,11.8,0.767,0,15.407,16.973,16.828,16.174,15.759,15.361,14.852,14.547,14.478,1.278
1,8.99,-0.07,0.19278,-2.274,3.538,5.094,12,0.768,0,22.454,28.249,26.644,24.896,23.693,22.307,20.909,20.26,19.968,0.193
1,8.99,-0.05,0.27454,-1.967,3.559,5.024,8.2,0.498,0,17.886,22.787,21.389,19.815,18.729,17.535,16.303,15.67,15.42,0.275
1,8.99,-0.05,0.40837,-1.601,3.581,4.921,10.5,0.734,0,19.272,24.056,22.754,21.22,20.145,19.032,17.796,17.115,16.892,0.408
1,8.99,-0.05,0.149,-2.578,3.5,5.133,10.7,0.743,0,21.914,28.568,26.752,24.879,23.521,21.858,20.269,19.645,19.329,0.149
1,8.99,-0.05,0.23268,-2.105,3.55,5.057,11.3,0.761,0,21.332,26.851,25.315,23.616,22.457,21.155,19.814,19.156,18.872,0.233
1,8.99,-0.05,0.12994,-2.744,3.484,5.178,11.5,0.764,0,23.129,30.345,28.351,26.397,24.942,23.145,21.45,20.825,20.5,0.13
1,8.99,-0.05,0.2452,-2.058,3.553,5.044,11.7,0.766,0,21.614,27.069,25.557,23.873,22.721,21.436,20.102,19.442,19.163,0.245
1,8.99,-0.05,0.67949,-0.91,3.646,4.711,12.4,0.77,0,19.444,23.319,22.169,20.818,19.956,19.228,18.193,17.445,17.306,0.679
1,8.99,-0.03,0.37635,-1.692,3.575,4.951,9.2,0.625,0,18.199,22.923,21.628,20.109,19.037,17.895,16.669,16.015,15.788,0.376
1,8.99,-0.03,0.12562,-2.783,3.48,5.185,9.7,0.677,0,21.429,28.63,26.631,24.69,23.228,21.41,19.711,19.098,18.776,0.126
1,8.99,-0.03,0.14746,-2.593,3.498,5.136,10.6,0.739,0,21.853,28.55,26.731,24.857,23.487,21.804,20.2,19.579,19.262,0.147
1,8.99,-0.03,0.11957,-2.836,3.475,5.197,10.9,0.751,0,22.761,30.248,28.174,26.187,24.681,22.806,21.052,20.431,20.101,0.12
1,8.99,-0.03,0.10028,-3.053,3.451,5.243,11.1,0.757,0,23.502,31.969,29.552,27.442,25.757,23.674,21.73,21.109,20.773,0.1
1,8.99,-0.03,0.12805,-2.762,3.482,5.18,12.4,0.77,0,24.076,31.354,29.354,27.395,25.926,24.106,22.391,21.767,21.44,0.128
1,8.99,-0.01,0.72587,-0.801,3.659,4.681,8.4,0.525,0.78,14.824,18.273,17.218,15.952,15.144,14.454,13.494,12.791,12.665,0.726
1,8.99,-0.01,0.38581,-1.669,3.575,4.94,8.5,0.538,0.73,16.986,21.69,20.385,18.869,17.801,16.641,15.422,14.779,14.548,0.386
1,8.99,-0.01,0.25679,-2.026,3.553,5.033,9.7,0.677,0,19.536,24.838,23.365,21.717,20.582,19.304,17.994,17.343,17.071,0.257
1,8.99,-0.01,0.14132,-2.649,3.492,5.15,10.3,0.723,0,21.693,28.536,26.678,24.788,23.388,21.658,20.018,19.401,19.081,0.141
1,8.99,-0.01,0.27578,-1.97,3.557,5.021,11,0.754,0,20.694,26.033,24.567,22.916,21.776,20.503,19.18,18.519,18.248,0.276
1,8.99,-0.01,0.82485,-0.543,3.695,4.622,11.1,0.757,0,17.227,20.256,19.436,18.272,17.578,16.975,16.115,15.512,15.402,0.825
1,8.99,-0.01,0.30302,-1.89,3.562,5.002,11.2,0.759,0,20.695,25.922,24.494,22.869,21.741,20.496,19.189,18.524,18.263,0.303
1,8.99,-0.01,0.1137,-2.889,3.469,5.206,11.4,0.763,0,23.393,31.093,28.962,26.953,25.405,23.478,21.671,21.051,20.718,0.114
1,8.99,-0.01,0.13489,-2.705,3.486,5.165,11.8,0.767,0,23.332,30.419,28.493,26.566,25.127,23.345,21.657,21.036,20.71,0.135
1,8.99,-0.01,0.43875,-1.533,3.584,4.897,11.9,0.768,0,20.503,25.284,23.988,22.46,21.389,20.284,19.045,18.348,18.132,0.439
1,8.99,-0.01,0.67846,-0.925,3.643,4.713,14.5,0.77,0,21.581,25.521,24.347,22.981,22.107,21.367,20.321,19.567,19.426,0.678
1,8.99,-0.01,0.54129,-1.278,3.606,4.82,14.7,0.77,0,22.666,27.106,25.846,24.37,23.374,22.453,21.293,20.534,20.358,0.541
1,8.99,-0.01,0.94958,-0.229,3.736,4.536,15.3,0.77,0,20.642,23.046,22.541,21.538,20.952,20.421,19.689,19.201,19.107,0.95
1,8.99,0.01,0.14676,-2.604,3.495,5.136,7.7,0.43,0,18.98,25.24,23.502,21.719,20.396,18.756,17.227,16.644,16.346,0.147
1,8.99,0.01,0.14826,-2.591,3.496,5.132,8.4,0.525,0,19.648,26.014,24.265,22.46,21.126,19.475,17.926,17.332,17.028,0.148
1,8.99,0.01,0.31453,-1.86,3.563,4.992,9.2,0.625,0,18.621,23.618,22.234,20.656,19.555,18.34,17.075,16.424,16.175,0.315
1,8.99,0.01,0.09517,-3.15,3.437,5.259,9.3,0.636,0,21.945,30.861,28.254,26.112,24.334,22.154,20.101,19.495,19.16,0.095
1,8.99,0.01,0.08928,-3.266,3.42,5.281,9.7,0.677,0,22.635,32.466,29.511,27.258,25.324,23.001,20.767,20.152,19.812,0.089
1,8.99,0.01,0.19254,-2.287,3.533,5.089,9.9,0.694,0,20.388,26.124,24.554,22.834,21.629,20.207,18.802,18.169,17.88,0.193
1,8.99,0.01,0.26084,-2.016,3.553,5.027,10,0.702,0,19.809,25.156,23.677,22.023,20.882,19.594,18.273,17.62,17.345,0.261
1,8.99,0.01,1.16676,0.234,3.79,4.378,10.2,0.717,0,14.385,16.09,15.884,15.123,14.659,14.225,13.659,13.301,13.228,1.167
1,8.99,0.01,0.72906,-0.794,3.657,4.67,10.4,0.729,0,17.156,20.804,19.712,18.41,17.593,16.907,15.921,15.205,15.077,0.729
1,8.99,0.01,0.39724,-1.633,3.576,4.92,11,0.754,0.85,19.285,24.268,22.928,21.366,20.262,19.066,17.786,17.116,16.877,0.397
1,8.99,0.01,0.62107,-1.078,3.625,4.757,11.5,0.764,0,18.966,23.187,21.938,20.505,19.569,18.757,17.653,16.872,16.716,0.621
1,8.99,0.01,0.15934,-2.512,3.506,5.121,11.8,0.767,0,22.851,29.342,27.6,25.762,24.427,22.793,21.223,20.598,20.284,0.159
1,8.99,0.01,0.19144,-2.295,3.532,5.09,12.2,0.769,0,22.706,28.577,26.984,25.24,24.017,22.573,21.141,20.5,20.205,0.191
1,8.99,0.01,0.37082,-1.709,3.572,4.95,12.3,0.769,0.81,20.797,25.905,24.527,22.935,21.818,20.595,19.298,18.629,18.379,0.371
1,8.99,0.01,0.19825,-2.248,3.538,5.082,12.9,0.77,0,23.291,29.05,27.481,25.753,24.55,23.146,21.74,21.094,20.802,0.198
1,8.99,0.01,0.32021,-1.846,3.564,4.989,13,0.77,0.81,21.823,27.117,25.675,24.038,22.901,21.636,20.315,19.651,19.384,0.32
1,8.99,0.03,1.72429,1.064,3.869,4.031,8.2,0.498,0.77,10.043,11.095,10.959,10.501,10.213,9.941,9.595,9.394,9.346,1.724
