Gc,logAg,e [M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,U,B,V,R,I,J,H,K,Mact
1,9.17,0.29,0.38835,-1.677,3.568,4.922,11.3,0.761,0,20.263,25.375,24.031,22.484,21.356,20.074,18.744,18.064,17.821,0.388
1,9.17,0.29,0.31509,-1.879,3.554,4.978,11.6,0.765,0,21.067,26.476,25.004,23.351,22.2,20.892,19.547,18.882,18.608,0.315
1,9.17,0.31,0.18034,-2.393,3.514,5.091,9.2,0.625,0,19.952,25.99,24.348,22.589,21.321,19.781,18.301,17.688,17.391,0.18
1,9.17,0.31,0.15346,-2.58,3.492,5.12,9.8,0.686,0,21.021,27.747,25.931,24.066,22.68,20.963,19.337,18.726,18.408,0.153
1,9.17,0.31,0.17668,-2.418,3.511,5.095,10.9,0.751,0,21.715,28.023,26.331,24.524,23.219,21.63,20.095,19.47,19.162,0.177
1,9.17,0.31,0.42598,-1.58,3.575,4.892,11.1,0.757,0,19.82,24.785,23.514,22.029,20.909,19.627,18.295,17.608,17.382,0.426
1,9.17,0.31,0.44687,-1.528,3.579,4.876,15,0.77,0.98,22.865,27.802,26.535,25.055,23.942,22.68,21.354,20.656,20.436,0.447
1,9.17,0.33,0.11715,-2.89,3.463,5.193,9.9,0.694,0,21.894,29.702,27.532,25.519,23.941,21.974,20.133,19.524,19.191,0.117
1,9.17,0.33,0.50631,-1.383,3.591,4.835,10.2,0.717,0,18.429,23.084,21.835,20.395,19.343,18.207,16.951,16.213,16.023,0.506
1,9.17,0.35,0.10789,-2.98,3.453,5.21,9.8,0.686,0.98,21.294,29.509,27.196,25.133,23.48,21.425,19.503,18.894,18.558,0.108
1,9.17,0.35,0.29288,-1.942,3.55,4.992,10.6,0.739,0,20.225,25.692,24.188,22.511,21.355,20.039,18.695,18.038,17.756,0.293
1,9.17,0.35,0.88577,-0.421,3.703,4.565,11.1,0.757,0,16.924,19.995,19.106,17.925,17.236,16.653,15.823,15.263,15.156,0.886
1,9.17,0.35,0.51832,-1.354,3.594,4.827,11.3,0.761,0,19.455,24.141,22.881,21.434,20.384,19.261,17.999,17.245,17.059,0.518
1,9.17,0.35,1.42843,0.658,3.815,4.141,11.7,0.766,0,14.826,16.533,16.269,15.556,15.123,14.726,14.215,13.92,13.847,1.428
1,9.17,0.35,2.34078,-2.476,4.12,8.199,11.9,0.768,0,22.859,24.351,24.596,24.469,24.376,24.29,24.221,24.186,24.174,0.721
1,9.17,0.35,0.18525,-2.358,3.519,5.084,12,0.768,0,22.666,28.827,27.174,25.388,24.111,22.569,21.066,20.435,20.131,0.185
1,9.17,0.35,0.2605,-2.041,3.543,5.013,12.3,0.769,0.82,21.611,27.329,25.777,24.061,22.863,21.465,20.062,19.413,19.123,0.26
1,9.17,0.35,0.59006,-1.179,3.61,4.774,14.7,0.77,0,22.419,26.925,25.636,24.196,23.204,22.221,21.03,20.246,20.082,0.59
1,9.17,0.37,0.16309,-2.513,3.5,5.111,9.6,0.667,0,20.653,27.109,25.367,23.541,22.203,20.552,18.983,18.373,18.061,0.163
1,9.17,0.37,0.11041,-2.948,3.457,5.203,9.8,0.686,0,21.94,29.957,27.713,25.674,24.058,22.045,20.162,19.553,19.219,0.11
1,9.17,0.37,0.88595,-0.421,3.703,4.565,10.1,0.71,0,15.922,18.93,18.046,16.876,16.195,15.623,14.807,14.253,14.15,0.886
1,9.17,0.37,0.22101,-2.179,3.535,5.047,11,0.754,0,21.216,26.997,25.43,23.704,22.494,21.07,19.653,19.01,18.718,0.221
1,9.17,0.37,0.13988,-2.692,3.481,5.147,11.2,0.759,0.96,22.005,29.274,27.306,25.358,23.882,22.043,20.309,19.691,19.36,0.14
1,9.17,0.37,0.77449,-0.704,3.664,4.634,12.2,0.769,0.93,18.138,22.021,20.807,19.456,18.612,17.9,16.896,16.188,16.057,0.774
1,9.17,0.39,0.19436,-2.295,3.526,5.071,9.8,0.686,0,20.307,26.161,24.572,22.839,21.61,20.137,18.7,18.074,17.781,0.194
1,9.17,0.39,0.28487,-1.966,3.548,4.998,10.7,0.743,0,20.386,25.891,24.38,22.698,21.536,20.206,18.853,18.197,17.914,0.285
1,9.17,0.39,0.12305,-2.838,3.467,5.182,11.7,0.766,0,23.566,31.291,29.17,27.161,25.605,23.664,21.84,21.222,20.886,0.123
1,9.17,0.41,0.16956,-2.468,3.506,5.104,10.4,0.729,0,21.34,27.759,26.035,24.212,22.885,21.26,19.7,19.08,18.769,0.17
1,9.17,0.43,0.2637,-2.031,3.544,5.011,10.2,0.717,0.89,19.411,25.011,23.48,21.785,20.603,19.23,17.852,17.208,16.922,0.264
1,9.17,0.43,0.48617,-1.432,3.587,4.85,11.1,0.757,0,19.451,24.247,22.998,21.558,20.477,19.264,17.959,17.226,17.028,0.486
1,9.17,0.43,0.4357,-1.556,3.576,4.885,11.8,0.767,0,20.459,25.419,24.168,22.711,21.588,20.284,18.933,18.233,18.013,0.436
1,9.17,0.47,0.32114,-1.862,3.555,4.975,11.5,0.764,0,20.925,26.309,24.853,23.217,22.066,20.751,19.403,18.734,18.464,0.321
1,9.17,0.49,0.43146,-1.566,3.576,4.888,11.2,0.759,0,19.886,24.847,23.608,22.164,21.036,19.711,18.35,17.649,17.431,0.431
1,9.17,0.49,0.12737,-2.801,3.471,5.174,11.3,0.761,0.88,22.473,30.232,28.104,26.092,24.528,22.576,20.74,20.123,19.786,0.127
1,9.17,0.49,0.37808,-1.705,3.566,4.931,11.6,0.765,0,20.634,25.797,24.452,22.915,21.778,20.46,19.107,18.421,18.177,0.378
1,9.17,0.49,0.81602,-0.597,3.678,4.607,12.2,0.769,0,18.463,22.054,20.917,19.621,18.842,18.2,17.279,16.647,16.528,0.816
1,9.19,-0.47,0.34041,-1.701,3.597,5.006,9,0.602,0.82,17.457,21.709,20.508,19.011,18.01,17.119,16.016,15.352,15.143,0.34
1,9.19,-0.47,0.23706,-2.006,3.578,5.078,10.7,0.743,0,20.485,25.313,23.947,22.326,21.246,20.242,19.044,18.384,18.142,0.237
1,9.19,-0.47,0.22264,-2.062,3.575,5.093,11,0.754,0,20.924,25.851,24.452,22.809,21.715,20.689,19.475,18.819,18.571,0.223
1,9.19,-0.43,1.04249,0.153,3.8,4.448,9.4,0.647,0.98,13.102,14.541,14.477,13.8,13.366,12.948,12.411,12.061,11.996,1.042
1,9.19,-0.41,0.13959,-2.625,3.507,5.183,11.2,0.759,0,22.531,29.344,27.291,25.311,23.981,22.439,20.938,20.277,19.972,0.14
1,9.19,-0.41,0.11664,-2.831,3.489,5.235,11.9,0.768,0.74,23.476,31.296,28.935,26.837,25.345,23.539,21.783,21.128,20.813,0.117
1,9.19,-0.41,0.13434,-2.672,3.503,5.196,12.1,0.769,0,23.549,30.523,28.415,26.41,25.056,23.473,21.948,21.285,20.978,0.134
1,9.19,-0.39,0.10239,-3.006,3.468,5.274,10.6,0.739,0.76,22.675,31.288,28.619,26.43,24.795,22.829,20.938,20.269,19.951,0.102
1,9.19,-0.39,0.2598,-1.95,3.576,5.053,11.2,0.759,0,20.844,25.74,24.365,22.743,21.654,20.612,19.395,18.733,18.489,0.26
1,9.19,-0.37,0.26036,-1.953,3.575,5.052,10.8,0.747,0.94,19.762,24.714,23.316,21.686,20.59,19.528,18.301,17.642,17.394,0.26
1,9.19,-0.37,0.15278,-2.516,3.517,5.152,11.5,0.764,0.92,21.933,28.55,26.588,24.648,23.342,21.834,20.35,19.692,19.387,0.153
1,9.19,-0.37,0.96163,-0.044,3.777,4.52,11.9,0.768,0,16.781,18.571,18.409,17.614,17.12,16.647,16.026,15.625,15.545,0.962
1,9.19,-0.35,0.16156,-2.455,3.524,5.144,9.2,0.625,0.94,19.44,25.589,23.753,21.896,20.655,19.238,17.833,17.193,16.9,0.162
1,9.19,-0.35,0.62957,-0.955,3.65,4.74,10.6,0.739,0.97,17.067,20.748,19.698,18.385,17.546,16.833,15.819,15.085,14.943,0.63
1,9.19,-0.35,0.12185,-2.791,3.49,5.221,10.8,0.747,0,22.547,29.933,27.694,25.648,24.215,22.502,20.9,20.246,19.938,0.122
1,9.19,-0.35,2.73504,-2.855,4.031,8.234,12.8,0.77,0,24.707,26.133,26.107,25.889,25.767,25.637,25.475,25.412,25.375,0.742
1,9.19,-0.33,0.28574,-1.883,3.577,5.032,10.5,0.734,0,19.979,24.815,23.461,21.862,20.78,19.733,18.52,17.857,17.618,0.286
1,9.19,-0.33,0.156,-2.498,3.518,5.147,10.6,0.739,0,21.615,27.991,26.117,24.223,22.95,21.487,20.035,19.383,19.082,0.156
1,9.19,-0.33,0.30743,-1.822,3.581,5.018,11.7,0.766,0,21.025,25.827,24.491,22.901,21.826,20.796,19.587,18.915,18.68,0.307
1,9.19,-0.33,0.18518,-2.287,3.545,5.12,11.9,0.768,0,22.388,28.138,26.45,24.659,23.48,22.22,20.883,20.222,19.932,0.185
1,9.19,-0.33,0.13874,-2.642,3.503,5.181,12.3,0.769,0.87,23.106,30.195,28.091,26.09,24.704,23.054,21.482,20.828,20.518,0.139
1,9.19,-0.31,0.25759,-1.971,3.571,5.05,11.7,0.766,0.72,20.964,26.194,24.715,23.038,21.912,20.762,19.486,18.824,18.559,0.258
1,9.19,-0.31,0.15265,-2.525,3.514,5.149,12.7,0.77,0.96,23.082,29.675,27.749,25.825,24.516,22.991,21.495,20.842,20.535,0.153
1,9.19,-0.29,0.1224,-2.792,3.488,5.216,8,0.47,0.94,19.083,26.158,23.979,22.012,20.602,18.893,17.336,16.719,16.427,0.122
1,9.19,-0.29,0.59329,-1.074,3.635,4.772,9.1,0.613,0,16.554,20.267,19.173,17.839,16.976,16.246,15.234,14.499,14.355,0.593
1,9.19,-0.29,0.16364,-2.448,3.523,5.139,10.3,0.723,0,21.19,27.362,25.565,23.712,22.466,21.04,19.615,18.967,18.669,0.164
1,9.19,-0.29,0.33605,-1.756,3.583,5,10.4,0.729,0.82,18.992,23.777,22.441,20.86,19.787,18.743,17.535,16.867,16.633,0.336
1,9.19,-0.29,0.60595,-1.039,3.639,4.761,10.7,0.743,0,18.068,21.924,20.814,19.457,18.583,17.838,16.796,16.05,15.9,0.606
1,9.19,-0.29,1.16546,0.374,3.823,4.37,11.3,0.761,0,15.135,16.641,16.543,15.915,15.508,15.11,14.605,14.3,14.233,1.165
1,9.19,-0.29,0.35929,-1.694,3.587,4.981,12.6,0.77,0,21.605,26.295,24.999,23.439,22.382,21.377,20.183,19.498,19.274,0.359
1,9.19,-0.29,0.56591,-1.145,3.628,4.796,13,0.77,0,20.633,24.696,23.534,22.124,21.207,20.42,19.341,18.583,18.421,0.566
1,9.19,-0.27,0.19924,-2.195,3.555,5.098,10.2,0.717,0.75,20.061,25.708,24.087,22.338,21.162,19.875,18.522,17.87,17.585,0.199
1,9.19,-0.27,1.39415,0.781,3.856,4.173,10.4,0.729,0,13.218,14.594,14.455,13.938,13.603,13.273,12.851,12.619,12.557,1.394
1,9.19,-0.27,0.17144,-2.395,3.529,5.131,10.7,0.743,0,21.457,27.498,25.75,23.922,22.695,21.307,19.901,19.251,18.954,0.171
1,9.19,-0.27,0.16793,-2.42,3.526,5.134,11,0.754,0,21.82,27.949,26.179,24.336,23.096,21.682,20.259,19.608,19.31,0.168
1,9.19,-0.27,0.14775,-2.569,3.508,5.154,11.8,0.767,0,22.991,29.661,27.728,25.801,24.475,22.911,21.391,20.741,20.433,0.148
1,9.19,-0.27,0.20627,-2.166,3.557,5.093,14.7,0.77,0,24.886,30.316,28.756,27.04,25.896,24.698,23.399,22.737,22.461,0.206
1,9.19,-0.25,0.16131,-2.47,3.519,5.139,9.7,0.677,0,20.645,26.833,25.038,23.194,21.937,20.48,19.043,18.404,18.107,0.161
1,9.19,-0.25,0.48091,-1.382,3.606,4.872,9.9,0.694,0,18.125,22.366,21.169,19.709,18.731,17.855,16.74,16.015,15.833,0.481
1,9.19,-0.25,0.33417,-1.768,3.581,4.998,10.6,0.739,0.75,19.288,24.176,22.813,21.217,20.131,19.051,17.823,17.155,16.915,0.334
1,9.19,-0.25,0.16623,-2.435,3.524,5.135,11,0.754,0,21.857,28.038,26.261,24.414,23.164,21.726,20.288,19.64,19.34,0.166
1,9.19,-0.25,0.15471,-2.517,3.513,5.144,11.1,0.757,0.97,21.446,27.977,26.094,24.194,22.887,21.35,19.849,19.202,18.895,0.155
1,9.19,-0.25,0.14011,-2.639,3.501,5.173,11.2,0.759,0,22.567,29.427,27.438,25.487,24.127,22.502,20.945,20.299,19.988,0.14
1,9.19,-0.25,0.13284,-2.704,3.495,5.19,11.4,0.763,0.73,22.581,29.957,27.829,25.816,24.362,22.59,20.907,20.263,19.951,0.133
1,9.19,-0.25,0.41847,-1.538,3.594,4.919,12.1,0.769,0,20.716,25.272,24.015,22.49,21.456,20.488,19.311,18.606,18.398,0.418
1,9.19,-0.23,1.84189,-1.233,4.412,8.112,8.7,0.564,0,16.552,18.829,19.655,19.721,19.73,19.765,19.935,19.98,20.032,0.706
1,9.19,-0.23,0.30074,-1.856,3.574,5.015,11.1,0.757,0,20.51,25.45,24.08,22.478,21.383,20.282,19.041,18.377,18.134,0.301
1,9.19,-0.23,0.20445,-2.18,3.554,5.091,11.2,0.759,0,21.42,26.895,25.324,23.604,22.455,21.231,19.922,19.262,18.983,0.204
1,9.19,-0.23,2.25683,-1.03,4.442,8.029,11.6,0.765,0,18.944,21.645,22.462,22.482,22.46,22.461,22.584,22.612,22.658,0.703
1,9.19,-0.23,1.41819,0.801,3.855,4.156,11.9,0.768,0,14.669,16.111,15.958,15.424,15.08,14.74,14.305,14.067,14.002,1.418
1,9.19,-0.23,0.22813,-2.09,3.56,5.072,13,0.77,0,22.996,28.34,26.822,25.132,23.996,22.803,21.51,20.847,20.577,0.228
1,9.19,-0.21,0.17334,-2.39,3.528,5.125,7.9,0.457,0,18.644,24.235,22.585,20.854,19.677,18.325,16.995,16.381,16.103,0.173
1,9.19,-0.21,0.11347,-2.88,3.477,5.228,9.5,0.657,0.84,21,28.878,26.551,24.49,22.933,21.018,19.248,18.621,18.309,0.113
1,9.19,-0.21,0.35866,-1.709,3.582,4.977,9.7,0.677,0,18.744,23.393,22.097,20.556,19.5,18.463,17.272,16.603,16.38,0.359
1,9.19,-0.21,0.65044,-0.936,3.648,4.727,10,0.702,0,17.111,20.782,19.704,18.393,17.558,16.854,15.849,15.116,14.981,0.65
1,9.19,-0.21,3.20914,-2.623,4.086,8.214,10.3,0.723,0.84,21.188,22.578,22.651,22.474,22.369,22.26,22.138,22.087,22.06,0.731
1,9.19,-0.21,0.47332,-1.409,3.602,4.877,10.7,0.743,0,18.993,23.367,22.146,20.662,19.662,18.752,17.609,16.88,16.691,0.473
1,9.19,-0.21,0.61914,-1.023,3.638,4.753,11.1,0.757,0,18.428,22.344,21.207,19.84,18.958,18.207,17.156,16.405,16.256,0.619
1,9.19,-0.21,0.46198,-1.438,3.6,4.886,11.3,0.761,0,19.664,24.095,22.865,21.37,20.358,19.433,18.278,17.551,17.359,0.462
1,9.19,-0.21,0.11694,-2.849,3.48,5.221,11.7,0.766,0,23.593,31.208,28.972,26.926,25.432,23.608,21.915,21.273,20.956,0.117
1,9.19,-0.21,2.6381,-2.564,4.1,8.209,11.8,0.767,0,22.979,24.495,24.669,24.519,24.42,24.32,24.224,24.18,24.162,0.728
1,9.19,-0.21,0.27948,-1.923,3.569,5.029,12.4,0.77,0,21.977,27.068,25.65,24.019,22.908,21.767,20.503,19.837,19.585,0.279
1,9.19,-0.21,0.12616,-2.767,3.488,5.203,12.5,0.77,0,24.189,31.517,29.385,27.378,25.933,24.178,22.531,21.889,21.573,0.126
1,9.19,-0.21,0.28147,-1.917,3.569,5.028,13,0.77,0,22.562,27.644,26.229,24.601,23.491,22.352,21.089,20.423,20.171,0.281
1,9.19,-0.21,1.21361,0.437,3.825,4.329,15.1,0.77,0.79,18.513,20.133,19.988,19.309,18.874,18.455,17.908,17.568,17.494,1.214
1,9.19,-0.19,0.37571,-1.664,3.584,4.957,8.1,0.484,0.91,16.393,20.765,19.514,18.029,17.006,15.997,14.859,14.212,14.002,0.376
1,9.19,-0.19,0.23584,-2.068,3.559,5.061,9.9,0.694,0,19.84,25.071,23.58,21.918,20.796,19.604,18.327,17.673,17.408,0.236
1,9.19,-0.19,0.17454,-2.384,3.528,5.123,10.1,0.71,0,20.83,26.799,25.097,23.299,22.074,20.664,19.254,18.612,18.318,0.175
1,9.19,-0.19,0.23169,-2.084,3.558,5.066,10.3,0.723,0,20.279,25.58,24.073,22.397,21.266,20.062,18.773,18.116,17.847,0.232
1,9.19,-0.19,0.93573,-0.191,3.748,4.539,10.8,0.747,0,16.049,18.186,17.826,16.898,16.347,15.837,15.147,14.688,14.599,0.936
1,9.19,-0.19,0.193,-2.253,3.545,5.101,11.1,0.757,0,21.502,27.189,25.563,23.809,22.632,21.331,19.981,19.326,19.037,0.193
1,9.19,-0.19,0.54584,-1.222,3.618,4.814,11.3,0.761,0,19.125,23.354,22.144,20.698,19.744,18.905,17.794,17.037,16.867,0.546
1,9.19,-0.19,0.63737,-0.978,3.643,4.738,11.8,0.767,0.73,18.686,22.678,21.534,20.152,19.252,18.467,17.394,16.651,16.493,0.637
1,9.19,-0.19,0.20945,-2.168,3.553,5.085,12.1,0.769,0,22.289,27.798,26.228,24.507,23.354,22.109,20.789,20.128,19.847,0.209
1,9.19,-0.17,0.18381,-2.321,3.535,5.111,9,0.602,0,19.573,25.208,23.583,21.847,20.668,19.327,17.981,17.349,17.066,0.184
1,9.19,-0.17,0.78763,-0.57,3.696,4.634,9.8,0.686,0,15.995,18.828,18.085,16.962,16.293,15.706,14.872,14.28,14.174,0.788
1,9.19,-0.17,0.11625,-2.86,3.478,5.22,9.9,0.694,0,21.819,29.346,27.145,25.126,23.634,21.802,20.11,19.481,19.166,0.116
1,9.19,-0.17,0.33257,-1.785,3.576,4.995,10.6,0.739,0,19.834,24.705,23.363,21.785,20.698,19.594,18.358,17.691,17.455,0.333
1,9.19,-0.17,0.10509,-2.985,3.464,5.247,10.8,0.747,0,23.033,31.229,28.799,26.693,25.08,23.111,21.302,20.669,20.349,0.105
1,9.19,-0.17,0.27239,-1.951,3.565,5.032,11,0.754,0,20.648,25.803,24.364,22.725,21.608,20.436,19.16,18.496,18.239,0.272
1,9.19,-0.17,0.16447,-2.458,3.518,5.132,11.2,0.759,0,22.115,28.401,26.628,24.783,23.507,22.005,20.528,19.886,19.582,0.164
1,9.19,-0.17,0.75334,-0.664,3.682,4.655,11.3,0.761,0.92,17.157,20.485,19.56,18.331,17.573,16.921,15.984,15.311,15.188,0.753
1,9.19,-0.17,0.33903,-1.769,3.577,4.991,11.4,0.763,0,20.592,25.481,24.138,22.558,21.469,20.366,19.127,18.456,18.219,0.339
1,9.19,-0.17,0.66739,-0.901,3.651,4.713,11.5,0.764,0,18.523,22.262,21.171,19.85,19.011,18.302,17.286,16.55,16.413,0.667
1,9.19,-0.17,0.58504,-1.125,3.626,4.782,12.3,0.769,0,19.883,24.026,22.824,21.401,20.473,19.673,18.581,17.813,17.652,0.585
1,9.19,-0.17,0.48977,-1.375,3.604,4.864,13,0.77,0,21.209,25.623,24.39,22.903,21.901,20.987,19.835,19.097,18.91,0.49
1,9.19,-0.17,0.21709,-2.142,3.554,5.078,13.1,0.77,0.96,22.511,28.023,26.458,24.74,23.586,22.333,21.01,20.349,20.067,0.217
1,9.19,-0.15,0.16705,-2.443,3.52,5.128,6.1,0.238,0.76,16.559,22.233,20.556,18.842,17.629,16.166,14.792,14.212,13.938,0.167
1,9.19,-0.15,0.26812,-1.967,3.563,5.033,9.5,0.657,0,19.188,24.241,22.813,21.196,20.092,18.922,17.667,17.015,16.761,0.268
1,9.19,-0.15,0.09501,-3.16,3.44,5.284,10.2,0.717,0,22.871,31.968,29.241,27.047,25.255,23.084,21.064,20.441,20.114,0.095
1,9.19,-0.15,0.53835,-1.251,3.614,4.821,10.4,0.729,0,18.298,22.54,21.325,19.877,18.915,18.058,16.944,16.193,16.021,0.538
1,9.19,-0.15,0.29839,-1.877,3.569,5.011,10.5,0.734,0.89,19.322,24.415,22.997,21.375,20.264,19.096,17.828,17.166,16.912,0.298
1,9.19,-0.15,0.16394,-2.464,3.517,5.131,10.8,0.747,0,21.731,28.023,26.255,24.414,23.134,21.619,20.136,19.496,19.193,0.164
1,9.19,-0.15,0.33567,-1.781,3.575,4.992,11,0.754,0.7,19.774,24.817,23.426,21.817,20.71,19.555,18.289,17.625,17.374,0.336
1,9.19,-0.15,0.24206,-2.051,3.558,5.052,11.4,0.763,0,21.298,26.647,25.145,23.467,22.329,21.106,19.801,19.139,18.868,0.242
1,9.19,-0.15,0.49649,-1.363,3.604,4.858,11.5,0.764,0,19.677,24.085,22.85,21.367,20.367,19.452,18.301,17.561,17.376,0.496
1,9.19,-0.15,0.19951,-2.213,3.548,5.09,12,0.768,0,22.303,27.918,26.325,24.59,23.422,22.133,20.791,20.133,19.845,0.2
1,9.19,-0.15,1.15927,0.286,3.804,4.378,12.8,0.77,0,16.854,18.499,18.353,17.644,17.198,16.771,16.22,15.88,15.807,1.159
1,9.19,-0.13,0.19804,-2.227,3.546,5.091,8.6,0.551,0,18.937,24.258,22.717,21.042,19.907,18.642,17.353,16.722,16.448,0.198
1,9.19,-0.13,0.29655,-1.886,3.567,5.012,9.4,0.647,0,18.884,23.814,22.431,20.844,19.753,18.604,17.364,16.711,16.466,0.297
1,9.19,-0.13,0.23787,-2.071,3.556,5.056,10.1,0.71,0,20.046,25.363,23.861,22.191,21.057,19.826,18.528,17.873,17.602,0.238
1,9.19,-0.13,0.18197,-2.34,3.532,5.111,10.5,0.734,0,21.12,27.02,25.363,23.588,22.37,20.964,19.555,18.912,18.618,0.182
1,9.19,-0.13,0.12714,-2.767,3.485,5.196,10.6,0.739,0,22.288,29.556,27.485,25.506,24.056,22.277,20.61,19.979,19.66,0.127
1,9.19,-0.13,0.16485,-2.461,3.517,5.129,10.8,0.747,0.88,21.144,27.6,25.799,23.938,22.627,21.055,19.53,18.894,18.586,0.165
1,9.19,-0.13,0.13668,-2.683,3.493,5.174,11.1,0.757,0,22.578,29.587,27.61,25.666,24.261,22.548,20.925,20.292,19.975,0.137
1,9.19,-0.13,0.1264,-2.774,3.484,5.197,11.4,0.763,0,23.105,30.431,28.346,26.358,24.899,23.11,21.431,20.798,20.478,0.126
1,9.19,-0.13,0.89166,-0.315,3.73,4.57,11.8,0.767,0,17.357,19.798,19.287,18.271,17.675,17.133,16.383,15.878,15.782,0.892
1,9.19,-0.13,1.96813,-1.469,4.352,8.103,12,0.768,0,20.444,22.8,23.489,23.47,23.428,23.404,23.477,23.486,23.513,0.696
1,9.19,-0.13,0.175,-2.389,3.526,5.119,12.4,0.77,0,23.143,29.226,27.53,25.724,24.478,23.02,21.572,20.929,20.63,0.175
1,9.19,-0.13,0.24994,-2.025,3.559,5.043,14.9,0.77,0,24.733,30.071,28.579,26.908,25.771,24.544,23.237,22.573,22.304,0.25
1,9.19,-0.11,0.55953,-1.205,3.616,4.803,8.6,0.551,0,16.383,20.332,19.155,17.767,16.846,16.039,14.984,14.245,14.091,0.56
1,9.19,-0.11,0.35464,-1.738,3.576,4.976,8.8,0.577,0.83,17.346,22.06,20.737,19.199,18.132,17.017,15.809,15.162,14.93,0.355
1,9.19,-0.11,0.84957,-0.423,3.715,4.596,9.5,0.657,0,15.329,17.841,17.234,16.186,15.572,15.027,14.263,13.728,13.633,0.85
1,9.19,-0.11,0.11634,-2.865,3.475,5.215,10,0.702,0,21.932,29.467,27.306,25.299,23.795,21.937,20.215,19.591,19.271,0.116
1,9.19,-0.11,0.13931,-2.662,3.494,5.167,10.1,0.71,0,21.525,28.391,26.461,24.546,23.159,21.464,19.86,19.234,18.92,0.139
1,9.19,-0.11,0.13464,-2.703,3.49,5.178,10.4,0.729,0,21.928,28.961,26.98,25.04,23.625,21.893,20.259,19.631,19.314,0.135
1,9.19,-0.11,0.44888,-1.488,3.592,4.892,11.1,0.757,0.87,19.01,23.698,22.411,20.882,19.826,18.781,17.569,16.87,16.657,0.449
1,9.19,-0.11,0.55515,-1.217,3.615,4.806,11.4,0.763,0,19.211,23.501,22.27,20.817,19.852,18.994,17.871,17.11,16.94,0.555
1,9.19,-0.11,0.24357,-2.052,3.556,5.048,11.6,0.765,0,21.501,26.894,25.387,23.706,22.563,21.315,19.998,19.336,19.063,0.244
1,9.19,-0.11,3.27021,-1.964,4.227,8.105,11.8,0.767,0.75,21.382,23.206,23.59,23.473,23.386,23.304,23.252,23.218,23.208,0.706
1,9.19,-0.11,0.29892,-1.882,3.567,5.009,12,0.768,0,21.475,26.609,25.193,23.571,22.455,21.27,19.988,19.321,19.067,0.299
1,9.19,-0.11,0.61518,-1.061,3.631,4.759,12.4,0.77,0.82,19.377,23.573,22.363,20.934,19.993,19.164,18.056,17.298,17.133,0.615
1,9.19,-0.11,0.32767,-1.808,3.572,4.994,12.6,0.77,0,21.89,26.908,25.534,23.938,22.833,21.677,20.41,19.742,19.497,0.328
1,9.19,-0.11,0.25195,-2.022,3.558,5.04,13,0.77,0.91,22.17,27.579,26.067,24.384,23.238,21.987,20.668,20.006,19.731,0.252
1,9.19,-0.11,0.55383,-1.22,3.615,4.807,13.2,0.77,0,21.02,25.324,24.091,22.635,21.668,20.807,19.68,18.919,18.748,0.554
1,9.19,-0.09,0.17424,-2.4,3.523,5.117,8.6,0.551,0,19.371,25.158,23.522,21.782,20.566,19.125,17.726,17.111,16.824,0.174
1,9.19,-0.09,0.27245,-1.965,3.561,5.027,9.2,0.625,1,18.132,23.193,21.766,20.156,19.051,17.853,16.593,15.945,15.689,0.272
1,9.19,-0.09,0.14463,-2.617,3.498,5.152,9.5,0.657,0,20.814,27.452,25.596,23.721,22.366,20.71,19.141,18.523,18.213,0.145
1,9.19,-0.09,0.11134,-2.911,3.47,5.223,9.6,0.667,0.9,21.075,28.995,26.712,24.667,23.082,21.123,19.311,18.694,18.373,0.111
1,9.19,-0.09,0.09047,-3.252,3.426,5.296,9.7,0.677,0,22.6,32.162,29.304,27.079,25.193,22.912,20.743,20.13,19.792,0.09
1,9.19,-0.09,0.15425,-2.54,3.506,5.135,9.9,0.694,0,21.021,27.48,25.685,23.835,22.514,20.913,19.378,18.754,18.446,0.154
1,9.19,-0.09,0.26207,-1.996,3.559,5.033,10.2,0.717,0,19.959,25.207,23.741,22.094,20.967,19.739,18.443,17.786,17.521,0.262
1,9.19,-0.09,0.29345,-1.902,3.565,5.012,10.3,0.723,0,19.825,24.939,23.521,21.905,20.791,19.597,18.319,17.658,17.404,0.293
1,9.19,-0.09,0.37216,-1.691,3.578,4.957,10.5,0.734,0,19.499,24.339,23.018,21.464,20.381,19.258,18.016,17.345,17.114,0.372
1,9.19,-0.09,2.31059,-1.441,4.345,8.051,10.9,0.751,0,19.272,21.571,22.255,22.239,22.199,22.177,22.252,22.261,22.289,0.702
1,9.19,-0.09,3.07563,-2.971,4.005,8.25,11,0.754,0,23.197,24.551,24.469,24.221,24.09,23.949,23.769,23.697,23.656,0.749
1,9.19,-0.09,0.32792,-1.811,3.57,4.993,11.2,0.759,0,20.497,25.524,24.147,22.552,21.447,20.28,19.011,18.343,18.097,0.328
1,9.19,-0.09,4.74348,-2.546,4.133,8.398,11.3,0.761,0.93,22.163,23.683,23.844,23.671,23.563,23.454,23.339,23.288,23.263,0.862
1,9.19,-0.09,0.43024,-1.538,3.587,4.905,12,0.768,0,20.615,25.333,24.042,22.511,21.451,20.394,19.175,18.475,18.261,0.43
1,9.19,-0.09,0.35901,-1.729,3.576,4.97,12.2,0.769,0,21.292,26.221,24.882,23.311,22.215,21.072,19.814,19.143,18.906,0.359
