,index,Id-main,Ra(J2000) deg,Dec(J2000) deg,J,eJ,H,eH,Ks,eKs,Types,DCG,Catalog,index,_RAJ2000(deg),_DEJ2000(deg),RAJ2000(deg),DEJ2000(deg),IRAC1(mag),dIRAC1(mag),IRAC2(mag),dIRAC2(mag),l_IRAC3( ),IRAC3(mag),dIRAC3(mag),l_IRAC4( ),IRAC4(mag),dIRAC4(mag),l_MIPS24( ),MIPS24(mag)
224,283,,296.275116,-14.926181,18.321,,17.4,,17.123,,C,0.132432785,Kacharov,18577,296.27526889,-14.92612,296.275269,-14.92612,16.72,-0.09,16.77,-0.2, ,16.75,0.0, ,15.98,0.0,>,12.11
225,352,,296.275482,-14.853798,17.352,,16.271,,15.605,,C,0.069180494,Kacharov,18606,296.27554306,-14.85384,296.275543,-14.85384,14.8,-0.06,14.93,-0.03, ,14.86,-0.02, ,14.45,0.04,>,11.99
226,50,21419.0,296.27563,-14.74923,19.93,,18.27,,16.57,,LPV,0.069512952,Whitelock,18615,296.275635,-14.74918,296.275635,-14.74918,14.29,-0.01,13.58,-0.09, ,13.17,-0.01, ,12.75,0.03,>,12.1
227,329,,296.276062,-14.751641,17.531,,16.642,,16.026,,C,0.068004475,Kacharov,18660,296.27609306,-14.75169,296.276093,-14.75169,15.6,0.02,15.73,0.02, ,15.6,-0.17, ,15.3,0.23,>,12.47
228,15,11991.0,296.27774,-14.82287,18.46,0.18,17.17,0.22,16.13,0.2,LAV,0.052235501,Whitelock,18829,296.27780194,-14.82281,296.277802,-14.82281,14.68,-0.05,14.33,0.06, ,13.75,0.0, ,13.37,-0.08,>,12.3
229,157,,296.278412,-14.780069,17.65,,16.54,,15.76,,C,0.053012498,Sibbons,18874,296.27832,-14.78013,296.27832,-14.78013,14.87,-0.03,14.94,0.0, ,14.87,0.09, ,14.45,0.08, ,11.6
230,353,,296.278717,-14.858888,16.683,,15.688,,15.117,,C,0.075148158,Kacharov,18925,296.27877806,-14.8589,296.278778,-14.8589,14.55,0.0,14.63,0.02, ,14.37,-0.2, ,14.0,-0.01,>,12.47
231,73,21234.0,296.28125,-14.67393,20.16,,18.21,,16.25,,LPV,0.137637459,Whitelock,19169,296.28121889,-14.67392,296.281219,-14.67392,14.03,-0.05,13.23,-0.04, ,12.64,-0.05, ,12.27,0.07, ,11.37
232,355,,296.281311,-14.863727,18.471,,17.403,,17.179,,C,0.080522605,Kacharov,19182,296.28134194,-14.86371,296.281342,-14.86371,16.98,-0.09,17.08,-0.26, ,16.56,0.0,>,16.76,0.0,>,12.43
233,3,11029.0,296.28308,-14.80497,17.46,0.03,16.55,0.02,16.22,0.05,S,0.053182482,Whitelock,19359,296.28314194,-14.8049,296.283142,-14.8049,16.09,0.02,16.17,-0.1, ,15.71,-0.47, ,15.74,0.0,>,12.72
234,123,,296.283356,-14.789384,17.47,,16.75,,16.45,,C,0.054752247,Sibbons,19380,296.28341694,-14.7894,296.283417,-14.7894,15.84,-0.08,15.83,-0.05, ,15.51,-0.53, ,15.53,-0.52,>,12.46
235,327,,296.283783,-14.741738,18.103,,17.246,,16.869,,C,0.080526118,Kacharov,19419,296.28384389,-14.7417,296.283844,-14.7417,16.4,-0.1,16.35,-0.28, ,16.5,0.03, ,16.9,0.0, ,10.09
236,9,10371.0,296.28415,-14.81194,17.33,0.16,15.94,0.12,15.04,0.07,LAV,0.055115292,Whitelock,19448,296.28421,-14.81188,296.28421,-14.81188,13.8,-0.07,13.63,0.0, ,13.34,-0.07, ,13.07,-0.16,>,10.94
237,79,12177.0,296.28424,-14.80892,20.5,,18.1,,16.1,,LPV,0.054722391,Whitelock,19457,296.28427111,-14.80885,296.284271,-14.80885,14.05,-0.03,13.32,-0.03, ,12.61,-0.02, ,12.07,-0.02, ,10.15
238,84,40590.0,296.28567,-14.73952,18.01,,17.04,,16.39,,C,0.08343723,Whitelock,19590,296.285645,-14.73944,296.285645,-14.73944,15.86,-0.01,15.63,-0.11, ,15.58,0.14, ,15.78,0.24, ,11.58
239,101,,296.28564,-14.74075,16.67,,15.62,,15.09,,C,0.082504885,Sibbons,19606,296.28573611,-14.74072,296.285736,-14.74072,14.42,-0.06,14.78,0.17, ,14.6,-0.01, ,14.1,-0.03,>,12.4
240,74,12147.0,296.28897,-14.81087,19.93,,17.89,,16.24,,LPV,0.059683339,Whitelock,19898,296.28906194,-14.81079,296.289062,-14.81079,13.74,-0.02,12.91,-0.06, ,12.31,-0.02, ,11.84,0.18, ,8.26
241,357,,296.289734,-14.876258,17.404,,16.537,,15.991,,C,0.09555899,Kacharov,19971,296.289795,-14.87625,296.289795,-14.87625,15.6,0.13,15.77,0.19, ,15.73,0.26, ,15.07,-0.39,>,12.64
242,156,,296.290405,-14.774523,17.63,,16.84,,16.69,,C,0.066224796,Sibbons,20034,296.29043611,-14.77454,296.290436,-14.77454,16.21,-0.03,16.3,-0.05, ,16.01,-0.19, ,16.05,0.0, ,11.69
243,85,20578.0,296.29065,-14.69641,17.8,,16.82,,16.14,,C,0.12148288,Whitelock,20048,296.29058806,-14.69638,296.290588,-14.69638,15.36,0.07,15.29,-0.02, ,15.19,0.01, ,15.06,0.2,>,12.1
244,70,20569.0,296.29114,-14.6977,19.24,,17.62,,16.03,,LPV,0.120614512,Whitelock,20097,296.29113806,-14.69768,296.291138,-14.69768,14.56,0.03,13.98,-0.05, ,13.62,0.0, ,13.17,0.02, ,11.52
245,284,,296.293854,-14.708783,17.537,,16.573,,16.344,,C,0.112717914,Kacharov,20339,296.293915,-14.70877,296.293915,-14.70877,15.98,-0.04,16.17,-0.1, ,15.91,-0.34, ,15.62,-0.17,>,12.5
246,340,,296.297028,-14.802626,16.821,,15.758,,14.954,,C,0.067034817,Kacharov,20626,296.29715,-14.80258,296.29715,-14.80258,14.12,-0.04,13.9,-0.03, ,13.71,-0.04, ,13.59,0.27,>,12.88
247,194,,296.297241,-14.869897,17.49,,16.7,,16.21,,C ,0.095792879,Sibbons,20636,296.29724111,-14.86994,296.297241,-14.86994,15.89,-0.02,15.97,-0.05, ,15.88,-0.52, ,15.45,-0.54,>,12.17
248,81,40623.0,296.29793,-14.74687,20.4,,18.08,,16.11,,LPV,0.087278433,Whitelock,20696,296.29794306,-14.74684,296.297943,-14.74684,14.14,-0.06,13.07,-0.07, ,12.19,0.0, ,11.47,0.06, ,9.85
249,92,20588.0,296.29919,-14.69143,17.56,,16.22,,15.16,,C,0.130154192,Whitelock,20786,296.29919389,-14.69142,296.299194,-14.69142,14.08,-0.01,13.68,-0.04, ,13.49,-0.02, ,13.36,-0.03,>,12.09
250,7,10293.0,296.29922,-14.8365,17.87,0.88,16.35,0.72,14.98,0.07,LAV,0.07748895,Whitelock,20794,296.29928611,-14.83644,296.299286,-14.83644,13.93,-0.04,13.82,-0.02, ,13.74,0.01, ,13.37,0.08,>,12.5
251,72,21141.0,296.29965,-14.69757,18.16,,16.62,,15.42,,LPV,0.125251477,Whitelock,20828,296.29962194,-14.69756,296.299622,-14.69756,13.84,-0.08,13.43,-0.04, ,13.12,-0.03, ,12.9,0.03, ,11.57
252,89,30583.0,296.30014,-14.87872,18.37,,17.07,,15.88,,C,0.104193676,Whitelock,20877,296.30014,-14.87876,296.30014,-14.87876,14.54,-0.05,14.2,-0.06, ,13.91,-0.06, ,13.96,0.28,>,12.54
253,334,,296.301117,-14.779015,17.097,,16.157,,15.672,,C,0.074638306,Kacharov,20950,296.30117806,-14.77902,296.301178,-14.77902,15.05,-0.1,15.12,-0.09, ,14.84,-0.2, ,14.74,-0.25,>,12.78
254,27,30961.0,296.30179,-14.90356,19.75,0.26,17.75,0.18,15.96,0.44,LAV,0.124640989,Whitelock,21004,296.30181889,-14.90358,296.301819,-14.90358,14.43,-0.05,13.84,-0.09, ,13.39,-0.06, ,12.91,-0.03, ,11.62
255,54,20840.0,296.30347,-14.74166,18.7,,17.18,,15.98,,LPV,0.094863275,Whitelock,21157,296.30352806,-14.74166,296.303528,-14.74166,14.39,0.05,14.0,-0.02, ,13.68,0.05, ,13.31,-0.03, ,11.09
256,188,,296.304626,-14.767883,17.76,,17.03,,16.59,,C ,0.08191826,Sibbons,21259,296.30462611,-14.76789,296.304626,-14.76789,16.34,-0.03,16.48,-0.08, ,16.28,0.21, ,15.76,-0.2,>,12.24
257,258,,296.306183,-14.863027,17.451,,16.284,,15.489,,C,0.097818868,Kacharov,21392,296.30627389,-14.86306,296.306274,-14.86306,14.7,0.12,14.55,-0.05, ,14.44,-0.05, ,14.06,-0.08,>,12.73
258,335,,296.307007,-14.784284,16.947,,16.062,,15.609,,C,0.078945241,Kacharov,21467,296.30706806,-14.78427,296.307068,-14.78427,15.25,0.07,15.16,-0.08, ,14.84,-0.07, ,14.81,-0.21,>,12.09
259,133,,296.30838,-14.840508,17.25,,16.46,,16.08,,C,0.087474651,Sibbons,21573,296.30856306,-14.84051,296.308563,-14.84051,15.66,-0.05,15.79,-0.16, ,15.65,-0.19, ,15.92,0.0,>,12.82
260,356,,296.309265,-14.868592,17.326,,16.568,,16.129,,C,0.103737622,Kacharov,21622,296.30932611,-14.86859,296.309326,-14.86859,15.69,-0.04,15.79,-0.06, ,15.9,0.35, ,15.61,0.3,>,12.49
261,100,,296.31088,-14.73645,17.18,,16.31,,15.91,,C,0.103900062,Sibbons,21768,296.31097389,-14.73647,296.310974,-14.73647,15.34,-0.04,15.45,0.01, ,15.63,0.31, ,14.96,0.05,>,0.0
262,325,,296.31192,-14.728691,17.538,,16.72,,15.967,,C,0.109712446,Kacharov,21849,296.31192,-14.72875,296.31192,-14.72875,14.98,0.01,14.64,-0.02, ,14.37,-0.01, ,14.01,0.02,>,12.69
263,262,,296.313934,-14.783896,17.388,,16.359,,15.668,,C,0.085795288,Kacharov,22039,296.31402611,-14.78391,296.314026,-14.78391,14.97,-0.02,15.16,-0.03, ,15.09,-0.15, ,14.5,-0.08,>,12.76
264,259,,296.316101,-14.679276,17.443,,16.601,,16.179,,C,0.149645158,Kacharov,22200,296.31610111,-14.67925,296.316101,-14.67925,15.68,-0.08,15.63,-0.19, ,15.37,-0.21, ,15.02,-0.23,>,13.0
265,326,,296.318024,-14.739033,17.173,,16.378,,15.97,,C,0.108035264,Kacharov,22351,296.318085,-14.73903,296.318085,-14.73903,15.58,-0.07,15.66,-0.04, ,15.43,-0.36, ,15.06,-0.26,>,12.33
266,175,,296.32608,-14.666169,17.58,,16.8,,16.51,,C ,0.166108059,Sibbons,22964,296.32617194,-14.66617,296.326172,-14.66617,16.28,-0.03,16.28,-0.11, ,15.89,-0.51, ,15.75,0.27, ,11.56
267,322,,296.326508,-14.641376,16.649,,15.697,,15.114,,C,0.187104143,Kacharov,22998,296.32656889,-14.64138,296.326569,-14.64138,14.44,-0.07,14.55,-0.08, ,14.48,0.0, ,13.92,0.0,>,11.98
268,332,,296.330048,-14.767764,17.105,,16.08,,15.383,,C,0.105637205,Kacharov,23250,296.33007806,-14.76777,296.330078,-14.76777,14.63,-0.08,14.69,-0.12, ,14.76,-0.09, ,14.37,0.18,>,12.33
269,189,,296.333038,-14.770712,18.24,,17.51,,17.25,,C ,0.10758823,Sibbons,23483,296.33325194,-14.77077,296.333252,-14.77077,17.12,-0.42,17.22,-0.53, ,16.09,-0.77, ,16.63,0.0,>,12.44
270,176,,296.335388,-14.681108,18.39,,17.51,,17.1,,C ,0.160130654,Sibbons,23637,296.33541889,-14.68113,296.335419,-14.68113,16.76,0.41,16.65,0.24, ,16.41,0.3, ,15.93,0.05, ,12.16
271,282,,296.335785,-14.902986,17.233,,16.411,,16.022,,C,0.146476613,Kacharov,23672,296.33587611,-14.903,296.335876,-14.903,15.62,0.01,15.56,-0.05, ,15.43,-0.28, ,15.39,-0.23, ,12.44
272,351,,296.337067,-14.850516,16.924,,16.08,,15.693,,C,0.117682939,Kacharov,23756,296.33712806,-14.85053,296.337128,-14.85053,15.24,-0.11,15.18,-0.11, ,14.98,0.02, ,14.8,-0.19,>,12.29
273,128,,296.338257,-14.808908,17.41,,16.5,,16.05,,C,0.108498694,Sibbons,23851,296.33831806,-14.80884,296.338318,-14.80884,15.59,0.01,15.68,0.06, ,15.31,-0.29, ,15.4,0.18,>,12.47
274,328,,296.339813,-14.745103,18.044,,16.882,,16.328,,C,0.123526193,Kacharov,23958,296.33987389,-14.74514,296.339874,-14.74514,15.62,0.0,15.75,0.02, ,15.64,-0.31, ,15.12,-0.21,>,12.93
275,181,,296.341431,-14.712852,17.32,,16.39,,15.85,,C ,0.142497386,Sibbons,24075,296.34149194,-14.71285,296.341492,-14.71285,15.44,-0.08,15.52,-0.07, ,15.48,-0.23, ,15.19,-0.22,>,12.36
276,186,,296.342804,-14.764064,18.2,,17.41,,17.02,,C ,0.118907332,Sibbons,24168,296.34289611,-14.76401,296.342896,-14.76401,16.55,-0.11,16.54,-0.12, ,16.12,0.2, ,15.43,0.0,>,12.83
277,260,,296.343781,-14.74656,17.437,,16.532,,16.128,,C,0.126424792,Kacharov,24244,296.34381111,-14.74659,296.343811,-14.74659,15.63,-0.06,15.75,-0.07, ,15.61,-0.15, ,15.02,-0.22,>,13.27
278,279,,296.345673,-14.834577,17.219,,16.341,,15.898,,C,0.120262686,Kacharov,24388,296.34573389,-14.83459,296.345734,-14.83459,15.6,0.0,15.67,-0.03, ,15.64,0.02, ,15.11,-0.4,>,12.89
279,280,,296.346741,-14.855356,17.32,,16.481,,16.022,,C,0.128493765,Kacharov,24463,296.34674111,-14.85536,296.346741,-14.85536,15.51,-0.06,15.46,-0.14, ,15.29,0.22, ,15.21,0.04,>,12.23
280,154,,296.350891,-14.757086,16.98,,16.22,,15.85,,C,0.128850172,Sibbons,24728,296.35104389,-14.75709,296.351044,-14.75709,15.27,0.71,15.27,0.72, ,14.96,0.81, ,14.86,1.31,>,12.4
281,116,,296.350922,-14.720666,17.05,,16.13,,15.75,,C,0.145546481,Sibbons,24736,296.35116611,-14.72065,296.351166,-14.72065,15.11,0.06,15.16,0.01, ,15.04,-0.37, ,14.68,-0.05, ,11.73
282,158,,296.352264,-14.780713,17.09,,16.3,,15.76,,C,0.124047094,Sibbons,24805,296.35226389,-14.78074,296.352264,-14.78074,15.51,-0.02,15.47,-0.05, ,15.03,-0.23, ,15.09,-0.04,>,12.94
283,144,,296.35376,-14.912353,17.22,,16.35,,15.96,,C,0.166033925,Sibbons,24901,296.35391194,-14.91241,296.353912,-14.91241,15.44,0.06,15.56,0.02, ,15.48,-0.14, ,15.11,0.01,>,12.3
284,336,,296.356781,-14.748176,17.254,,16.329,,15.885,,C,0.137604615,Kacharov,25096,296.35687306,-14.74817,296.356873,-14.74817,15.44,0.44,15.5,0.5, ,15.31,0.38, ,15.13,0.45,>,12.51
285,261,,296.363739,-14.759742,16.528,,15.565,,14.986,,C,0.140157331,Kacharov,25536,296.36386111,-14.75976,296.363861,-14.75976,14.43,-0.02,14.47,-0.04, ,14.34,-0.11, ,14.11,-0.04,>,12.47
286,193,,296.364624,-14.865284,17.45,,16.57,,16.19,,C ,0.148897154,Sibbons,25587,296.364655,-14.8653,296.364655,-14.8653,15.72,0.01,15.73,0.05, ,15.36,-0.17, ,15.19,0.0,>,12.6
287,281,,296.365631,-14.891643,15.562,,14.712,,14.318,,C,0.16276028,Kacharov,25649,296.36572306,-14.89167,296.365723,-14.89167,14.1,-0.05,14.11,-0.08, ,13.98,-0.11, ,13.91,-0.13,>,13.67
288,240,,296.3658333,-14.8525,17.512,,,,15.837,,C,0.145032322,demmers,25662,296.36590611,-14.85248,296.365906,-14.85248,15.0,-0.02,15.09,-0.07, ,15.47,0.28, ,14.67,0.21, ,12.05
289,196,,296.368011,-14.913227,16.96,,15.87,,15.15,,C ,0.177459856,Sibbons,25802,296.368225,-14.91326,296.368225,-14.91326,14.53,0.02,14.7,0.03, ,14.74,-0.01, ,14.6,0.52,>,12.67
290,241,,296.3695417,-14.87288889,17.162,,,,15.447,,C,0.1566653,demmers,25884,296.36962889,-14.87292,296.369629,-14.87292,14.63,-0.07,14.72,-0.1, ,14.51,-0.16, ,14.12,0.05,>,12.43
291,242,,296.3714583,-14.90411111,17.497,,,,15.546,,C,0.174655752,demmers,26001,296.37155194,-14.9042,296.371552,-14.9042,14.54,-0.08,14.73,-0.07, ,14.65,-0.11, ,14.16,-0.06,>,12.52
292,179,,296.374054,-14.711063,17.55,,16.85,,16.52,,C ,0.170179856,Sibbons,26147,296.374115,-14.71107,296.374115,-14.71107,16.25,0.0,16.1,0.03, ,15.74,-0.13, ,15.55,-0.03,>,12.74
293,124,,296.374786,-14.798067,17.73,,16.79,,16.55,,C,0.144830823,Sibbons,26196,296.37487806,-14.79806,296.374878,-14.79806,16.18,-0.13,16.21,-0.09, ,16.15,0.0, ,15.71,-0.75,>,12.53
294,117,,296.375854,-14.73088,16.15,,15.33,,15.03,,C,0.162125302,Sibbons,26256,296.375885,-14.7309,296.375885,-14.7309,14.72,-0.07,14.76,-0.1, ,14.65,-0.19, ,14.65,0.09,>,12.42
295,243,,296.3826667,-14.75219444,17.15,,,,15.626,,C,0.160483495,demmers,26647,296.38275111,-14.7522,296.382751,-14.7522,14.74,-0.03,14.46,-0.09, ,14.35,-0.03, ,13.9,-0.02, ,12.36
296,244,,296.4017917,-14.73822222,17.502,,,,15.908,,C,0.183133855,demmers,27651,296.40191694,-14.73825,296.401917,-14.73825,15.24,0.14,15.2,-0.06, ,14.91,-0.25, ,14.67,-0.01, ,11.77
297,245,,296.4022917,-14.87413889,17.212,,,,15.705,,C,0.186912198,demmers,27671,296.40237389,-14.8741,296.402374,-14.8741,15.02,-0.07,14.92,-0.11, ,14.79,-0.17, ,14.7,0.13,>,12.62
298,246,,296.4063333,-14.80080556,17.37,,,,15.431,,C,0.176335419,demmers,27875,296.40640306,-14.80079,296.406403,-14.80079,14.82,-0.01,14.71,-0.1, ,14.63,-0.11, ,14.16,0.11,>,12.58
299,247,,296.4102083,-14.84980556,17.29,,,,15.674,,C,0.186526308,demmers,28037,296.41024806,-14.84979,296.410248,-14.84979,14.83,-0.08,14.97,-0.05, ,14.87,-0.36, ,14.74,-0.08,>,13.27
300,248,,296.4211667,-14.74713889,17.534,,,,15.979,,C,0.198792226,demmers,28407,296.42117306,-14.74717,296.421173,-14.74717,15.55,-0.03,15.53,0.01, ,14.85,-0.28, ,14.72,-0.05,>,12.41
301,140,,296.431213,-14.889406,17.33,,16.48,,16.18,,C,0.219509173,Sibbons,28645,296.431305,-14.88937,296.431305,-14.88937,15.81,-0.05,15.79,-0.05, ,15.44,-0.41, ,15.46,0.0,>,11.89
302,132,,296.434357,-14.834667,17.48,,16.72,,16.32,,C,0.20700383,Sibbons,28699,296.43444806,-14.83468,296.434448,-14.83468,15.93,-0.13,16.12,-0.04, ,15.47,-0.44, ,15.63,-0.46,>,12.45
303,251,,296.436125,-14.89513889,17.603,,,,15.882,,C,0.226327084,demmers,28723,296.43631,-14.89512,296.43631,-14.89512,15.1,-0.03,15.13,-0.15, ,14.91,-0.38, ,14.43,0.06,>,12.33
