,index,RAJ2000,DEJ2000,Jmag,Hmag,Kmag,SpType,Ref,Rmag
376,,296.014832,-14.769041,17.05,15.886,15.051,C8.2    ,Kacharov,20.342
377,,295.954315,-14.777233,18.212,17.583,17.391,M       ,Kacharov,23.446
378,,296.042908,-14.782191,16.913,15.97,15.401,C5.5    ,Kacharov,19.58
379,,296.025879,-14.790672,17.776,16.947,16.628,M3III   ,Kacharov,19.888
380,,296.021149,-14.796692,17.356,16.289,15.713,C5.5    ,Kacharov,20.412
381,,296.043915,-14.799509,17.434,16.746,16.545,dM3.5   ,Kacharov,20.082
382,,296.021088,-14.803503,17.093,16.428,16.264,dM1.5   ,Kacharov,18.917
383,,296.017029,-14.806444,17.862,17.239,17.061,dM3     ,Kacharov,20.304
384,,296.43103,-14.711975,17.788,17.089,16.928,dM      ,Kacharov,19.278
385,,296.419373,-14.720345,17.697,17.084,16.839,--      ,Kacharov,20.442
386,,296.486694,-14.722583,17.48,16.85,16.665,--      ,Kacharov,19.929
387,,296.44931,-14.725839,17.417,16.477,16.316,M       ,Kacharov,19.853
388,,296.419983,-14.731664,17.538,16.69,16.5,M0III   ,Kacharov,23.406
389,,296.276184,-14.73748,17.378,17.327,16.362,--      ,Kacharov,21.001
390,,296.484985,-14.741018,17.769,17.215,16.86,--      ,Kacharov,20.868
391,,296.412872,-14.74398,18.142,17.528,17.187,--      ,Kacharov,21.161
392,,296.522186,-14.751385,16.181,15.583,15.298,dM4     ,Kacharov,19.041
393,,296.426727,-14.754023,17.422,16.423,15.825,C6.5    ,Kacharov,19.853
394,,296.442505,-14.762609,17.138,15.998,15.096,C6.5    ,Kacharov,20.355
395,,296.499451,-14.765201,18.201,17.579,17.225,#NAME?,Kacharov,23.605
396,,296.433807,-14.769137,17.658,17.03,16.882,dM3     ,Kacharov,23.668
397,,296.408356,-14.774137,18.124,17.407,17.179,M       ,Kacharov,19.583
398,,296.509125,-14.792881,16.943,16.331,16.043,dM      ,Kacharov,20.16
399,,296.442902,-14.796197,17.512,16.647,16.456,M2III   ,Kacharov,23.183
400,,296.480835,-14.801933,17.491,16.674,16.423,C6.5    ,Kacharov,19.534
401,,296.4646,-14.807542,17.144,16.231,15.567,--      ,Kacharov,20.002
402,,296.475342,-14.558714,17.332,16.723,16.514,dM3     ,Kacharov,20.101
403,,296.514954,-14.573689,17.496,16.927,16.638,dM3.5   ,Kacharov,20.874
404,,296.51413,-14.578083,18.111,17.501,17.224,dM1.5   ,Kacharov,20.025
405,,296.51123,-14.584842,17.755,16.79,16.308,C6.5    ,Kacharov,20.77
406,,296.440369,-14.591502,16.866,16.316,16.045,dM3     ,Kacharov,19.693
407,,296.433899,-14.598368,17.976,17.227,17.13,dM0     ,Kacharov,19.476
408,,296.482483,-14.600801,17.206,16.54,16.322,dM3     ,Kacharov,19.328
409,,296.48764,-14.603875,17.107,16.496,16.297,dM0     ,Kacharov,18.773
410,,296.507385,-14.608586,17.734,17.081,16.813,dM      ,Kacharov,21.68
411,,296.422607,-14.611832,17.413,16.802,16.563,dM3.5   ,Kacharov,20.152
412,,296.521149,-14.614511,18.27,17.226,16.797,C6.5    ,Kacharov,20.662
413,,296.427124,-14.618094,17.826,17.294,17.072,dM4.5   ,Kacharov,20.598
414,,296.520874,-14.621428,17.435,16.79,16.587,dM      ,Kacharov,21.007
415,,296.505188,-14.626554,17.942,17.354,17.14,dM0     ,Kacharov,19.421
416,,296.508667,-14.629275,17.35,16.762,16.565,dM0     ,Kacharov,19.134
417,,296.438385,-14.631576,17.726,17.112,16.907,dM1.5   ,Kacharov,19.561
418,,296.48996,-14.63443,18.087,17.367,17.147,M0.5III ,Kacharov,20.002
419,,296.488861,-14.638191,17.496,16.557,15.974,C6.5 v  ,Kacharov,20.405
420,,296.498657,-14.642962,17.604,16.987,16.826,dM0     ,Kacharov,18.995
421,,296.488434,-14.654464,18.159,17.49,17.16,M0.5III ,Kacharov,22.259
422,,296.311554,-14.551598,17.914,17.356,16.982,dM      ,Kacharov,20.918
423,,296.326904,-14.554912,17.65,17.064,16.825,dM 1.5  ,Kacharov,19.651
424,,296.268188,-14.559031,18.014,17.403,17.212,dM      ,Kacharov,20.383
425,,296.350433,-14.561425,16.954,16.372,16.114,dM3.5   ,Kacharov,19.76
426,,296.299713,-14.563828,18.07,17.517,17.256,dM      ,Kacharov,21.034
427,,296.294617,-14.567719,18.624,17.757,17.118,--      ,Kacharov,21.074
428,,296.281769,-14.571457,17.124,16.523,16.283,dM3     ,Kacharov,19.706
429,,296.269318,-14.574274,18.24,17.591,17.344,dM      ,Kacharov,21.22
430,,296.249817,-14.577723,17.969,17.339,17.188,dM3.5   ,Kacharov,20.474
431,,296.250244,-14.58028,18.098,17.509,17.201,dM      ,Kacharov,20.659
432,,296.329102,-14.584,17.611,16.957,16.665,MIII e v,Kacharov,19.231
433,,296.265533,-14.59479,17.966,17.111,16.84,M0III   ,Kacharov,20.017
434,,296.300781,-14.597308,17.733,17.042,16.821,dM3     ,Kacharov,19.963
435,,296.285156,-14.601586,16.715,16.035,15.832,dM3     ,Kacharov,18.981
436,,296.321686,-14.604838,16.639,15.948,15.801,dM1.5   ,Kacharov,18.477
437,,296.313812,-14.613031,17.51,16.655,16.449,M1III   ,Kacharov,19.722
438,,296.301788,-14.617753,17.604,17.005,16.654,dM      ,Kacharov,21.206
439,,296.275482,-14.621393,17.978,17.284,17.082,dM      ,Kacharov,20.537
440,,296.263794,-14.627904,17.956,17.317,17.003,dM      ,Kacharov,21.046
441,,296.250305,-14.631506,17.544,16.861,16.712,dM0     ,Kacharov,19.227
442,,296.266541,-14.637911,17.655,17.002,16.85,dM0     ,Kacharov,19.64
443,,296.326508,-14.641376,16.649,15.697,15.114,C5.5    ,Kacharov,19.64
444,,296.279144,-14.647496,17.865,16.998,16.804,M0III   ,Kacharov,20.201
445,,296.31723,-14.650301,17.816,17.241,17.037,dM1.5III,Kacharov,19.966
446,,296.275116,-14.653234,17.484,16.612,16.452,M0III   ,Kacharov,19.697
447,,296.334686,-14.656092,17.954,17.353,17.134,dM1.5   ,Kacharov,20.152
448,,296.300446,-14.658543,17.553,16.881,16.693,dM2     ,Kacharov,19.852
